Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,Rest,Mag Disturbance,
06.24 10:42:45:890,94681,0.08140,-0.32082,9.82580,-0.01278,-0.00426,0.00533,-2.25284,17.81466,-25.72206,-1.92124,113.63352,-0.58899,0.54729,-0.00487,-0.01684,0.83674,0,0,
06.24 10:42:45:892,94682,0.08140,-0.31603,9.82580,-0.01278,-0.00426,0.00533,-2.25284,17.81466,-25.72206,-1.92124,113.63352,-0.58899,0.54729,-0.00487,-0.01684,0.83674,0,0,
06.24 10:42:45:892,94683,0.08140,-0.31603,9.82580,-0.01172,-0.00426,0.00426,-2.25284,17.81466,-25.72206,-1.92124,113.63352,-0.58899,0.54729,-0.00487,-0.01684,0.83674,0,0,
06.24 10:42:45:904,94684,0.08140,-0.31603,9.82102,-0.01172,-0.00426,0.00426,-2.25284,17.81466,-25.72206,-1.92124,113.63352,-0.58899,0.54729,-0.00487,-0.01684,0.83674,0,0,
06.24 10:42:45:905,94685,0.08140,-0.31603,9.82102,-0.01172,-0.00320,0.00533,-2.70145,17.06698,-27.96510,-1.92137,113.64985,-0.58901,0.54717,-0.00487,-0.01685,0.83682,0,0,
06.24 10:42:45:905,94686,0.07661,-0.31603,9.82580,-0.01172,-0.00320,0.00533,-2.70145,17.06698,-27.96510,-1.92137,113.64985,-0.58901,0.54717,-0.00487,-0.01685,0.83682,0,0,
06.24 10:42:45:906,94687,0.07661,-0.32082,9.82580,-0.01172,-0.00426,0.00426,-2.70145,17.06698,-27.96510,-1.92137,113.64985,-0.58901,0.54717,-0.00487,-0.01685,0.83682,0,0,
06.24 10:42:45:906,94688,0.07661,-0.32082,9.82580,-0.01278,-0.00426,0.00320,-2.70145,17.06698,-27.96510,-1.92137,113.64985,-0.58901,0.54717,-0.00487,-0.01685,0.83682,0,0,
06.24 10:42:45:906,94689,0.08140,-0.31603,9.82580,-0.01172,-0.00426,0.00426,-2.70145,17.06698,-27.96510,-1.92137,113.64985,-0.58901,0.54717,-0.00487,-0.01685,0.83682,0,0,
06.24 10:42:45:907,94690,0.08140,-0.31603,9.82580,-0.00959,-0.00320,0.00426,-2.70145,16.76791,-25.27345,-1.92110,113.66827,-0.58883,0.54704,-0.00487,-0.01684,0.83691,0,0,
06.24 10:42:45:907,94691,0.08140,-0.31125,9.82102,-0.01065,-0.00320,0.00426,-2.70145,16.76791,-25.27345,-1.92110,113.66827,-0.58883,0.54704,-0.00487,-0.01684,0.83691,0,0,
06.24 10:42:45:907,94692,0.08619,-0.31125,9.82102,-0.01065,-0.00320,0.00426,-2.70145,16.76791,-25.27345,-1.92110,113.66827,-0.58883,0.54704,-0.00487,-0.01684,0.83691,0,0,
06.24 10:42:45:908,94693,0.08619,-0.31603,9.82102,-0.01065,-0.00320,0.00426,-2.70145,16.76791,-25.27345,-1.92110,113.66827,-0.58883,0.54704,-0.00487,-0.01684,0.83691,0,0,
06.24 10:42:45:908,94694,0.08619,-0.31603,9.82102,-0.01065,-0.00320,0.00533,-2.70145,16.76791,-25.27345,-1.92110,113.66827,-0.58883,0.54704,-0.00487,-0.01684,0.83691,0,0,
06.24 10:42:45:908,94695,0.08619,-0.32082,9.82580,-0.01065,-0.00320,0.00639,-2.70145,16.76791,-25.27345,-1.92110,113.66827,-0.58883,0.54704,-0.00487,-0.01684,0.83691,0,0,
06.24 10:42:45:909,94696,0.08619,-0.32082,9.82580,-0.01278,-0.00426,0.00639,-1.95377,17.81466,-24.82484,-1.92049,113.64906,-0.58833,0.54718,-0.00487,-0.01684,0.83682,0,0,
06.24 10:42:45:909,94697,0.08619,-0.32561,9.82580,-0.01278,-0.00426,0.00639,-1.95377,17.81466,-24.82484,-1.92049,113.64906,-0.58833,0.54718,-0.00487,-0.01684,0.83682,0,0,
06.24 10:42:45:910,94698,0.08619,-0.32561,9.83059,-0.01385,-0.00426,0.00533,-1.95377,17.81466,-24.82484,-1.92049,113.64906,-0.58833,0.54718,-0.00487,-0.01684,0.83682,0,0,
06.24 10:42:45:910,94699,0.08619,-0.32561,9.83059,-0.01385,-0.00426,0.00533,-1.95377,17.81466,-24.82484,-1.92049,113.64906,-0.58833,0.54718,-0.00487,-0.01684,0.83682,0,0,
06.24 10:42:45:910,94700,0.08140,-0.32082,9.83059,-0.01491,-0.00426,0.00426,-1.95377,17.81466,-24.82484,-1.92049,113.64906,-0.58833,0.54718,-0.00487,-0.01684,0.83682,0,0,
06.24 10:42:45:911,94701,0.08140,-0.32561,9.83059,-0.01385,-0.00533,0.00426,-1.95377,17.81466,-24.82484,-1.92049,113.64906,-0.58833,0.54718,-0.00487,-0.01684,0.83682,0,0,
06.24 10:42:45:911,94702,0.08140,-0.32082,9.83059,-0.01278,-0.00426,0.00533,-2.70145,15.57162,-25.57252,-1.92147,113.67683,-0.58846,0.54697,-0.00487,-0.01685,0.83695,0,0,
06.24 10:42:45:911,94703,0.08140,-0.32082,9.83059,-0.01278,-0.00320,0.00426,-2.70145,15.57162,-25.57252,-1.92147,113.67683,-0.58846,0.54697,-0.00487,-0.01685,0.83695,0,0,
06.24 10:42:45:911,94704,0.08140,-0.32561,9.83538,-0.01172,-0.00320,0.00426,-2.70145,15.57162,-25.57252,-1.92147,113.67683,-0.58846,0.54697,-0.00487,-0.01685,0.83695,0,0,
06.24 10:42:45:912,94705,0.07661,-0.32561,9.83538,-0.01065,-0.00426,0.00533,-2.70145,15.57162,-25.57252,-1.92147,113.67683,-0.58846,0.54697,-0.00487,-0.01685,0.83695,0,0,
06.24 10:42:45:912,94706,0.07661,-0.32561,9.83538,-0.01065,-0.00426,0.00533,-2.70145,15.57162,-25.57252,-1.92147,113.67683,-0.58846,0.54697,-0.00487,-0.01685,0.83695,0,0,
06.24 10:42:45:914,94707,0.07661,-0.32561,9.83538,-0.01172,-0.00533,0.00426,-2.70145,15.57162,-25.57252,-1.92147,113.67683,-0.58846,0.54697,-0.00487,-0.01685,0.83695,0,0,
06.24 10:42:45:914,94708,0.07661,-0.32561,9.83538,-0.01065,-0.00533,0.00426,-2.25284,17.81466,-24.82484,-1.92107,113.66988,-0.58850,0.54702,-0.00487,-0.01684,0.83692,0,0,
06.24 10:42:45:914,94709,0.07661,-0.32082,9.84017,-0.01065,-0.00533,0.00320,-2.25284,17.81466,-24.82484,-1.92107,113.66988,-0.58850,0.54702,-0.00487,-0.01684,0.83692,0,0,
06.24 10:42:45:915,94710,0.07661,-0.32082,9.84017,-0.01065,-0.00533,0.00320,-2.25284,17.81466,-24.82484,-1.92107,113.66988,-0.58850,0.54702,-0.00487,-0.01684,0.83692,0,0,
06.24 10:42:45:915,94711,0.07661,-0.32082,9.84017,-0.01172,-0.00426,0.00320,-2.25284,17.81466,-24.82484,-1.92107,113.66988,-0.58850,0.54702,-0.00487,-0.01684,0.83692,0,0,
06.24 10:42:45:915,94712,0.07661,-0.32082,9.84017,-0.01172,-0.00533,0.00320,-2.25284,17.81466,-24.82484,-1.92107,113.66988,-0.58850,0.54702,-0.00487,-0.01684,0.83692,0,0,
06.24 10:42:45:916,94713,0.07661,-0.32082,9.84017,-0.01172,-0.00426,0.00426,-1.65470,18.71188,-24.52577,-1.92069,113.63428,-0.58887,0.54729,-0.00487,-0.01684,0.83675,0,0,
06.24 10:42:45:916,94714,0.07661,-0.32082,9.84017,-0.01172,-0.00426,0.00320,-1.65470,18.71188,-24.52577,-1.92069,113.63428,-0.58887,0.54729,-0.00487,-0.01684,0.83675,0,0,
06.24 10:42:45:916,94715,0.08140,-0.32561,9.84017,-0.01172,-0.00426,0.00320,-1.65470,18.71188,-24.52577,-1.92069,113.63428,-0.58887,0.54729,-0.00487,-0.01684,0.83675,0,0,
06.24 10:42:45:917,94716,0.08140,-0.32561,9.83538,-0.01065,-0.00426,0.00426,-1.65470,18.71188,-24.52577,-1.92069,113.63428,-0.58887,0.54729,-0.00487,-0.01684,0.83675,0,0,
06.24 10:42:45:917,94717,0.08619,-0.32561,9.83538,-0.01065,-0.00426,0.00426,-1.65470,18.71188,-24.52577,-1.92069,113.63428,-0.58887,0.54729,-0.00487,-0.01684,0.83675,0,0,
06.24 10:42:45:917,94718,0.08140,-0.32561,9.83538,-0.01065,-0.00426,0.00426,-1.65470,18.71188,-24.52577,-1.92069,113.63428,-0.58887,0.54729,-0.00487,-0.01684,0.83675,0,0,
06.24 10:42:45:918,94719,0.08619,-0.32561,9.83538,-0.01172,-0.00426,0.00426,-2.70145,19.16049,-25.27345,-1.92017,113.63819,-0.58893,0.54726,-0.00487,-0.01684,0.83677,0,0,
06.24 10:42:45:918,94720,0.08619,-0.32561,9.83538,-0.01172,-0.00426,0.00426,-2.70145,19.16049,-25.27345,-1.92017,113.63819,-0.58893,0.54726,-0.00487,-0.01684,0.83677,0,0,
06.24 10:42:45:919,94721,0.08140,-0.32561,9.83538,-0.01172,-0.00426,0.00320,-2.70145,19.16049,-25.27345,-1.92017,113.63819,-0.58893,0.54726,-0.00487,-0.01684,0.83677,0,0,
06.24 10:42:45:919,94724,0.08619,-0.32561,9.83059,-0.01172,-0.00320,0.00426,-2.70145,19.16049,-25.27345,-1.92017,113.63819,-0.58893,0.54726,-0.00487,-0.01684,0.83677,0,0,
06.24 10:42:45:919,94725,0.08619,-0.32082,9.83059,-0.01172,-0.00533,0.00533,-1.95377,17.21652,-24.82484,-1.91998,113.62097,-0.58877,0.54738,-0.00487,-0.01683,0.83669,0,0,
