Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,debug0,debug1,debug2,debug3,Rest,Mag Disturbance,
06.30 14:41:58:624,73104,0.16759,-0.06225,9.80186,-0.00065,0.00147,0.00169,0.68057,10.37982,-32.25887,-0.30059,39.29851,-0.80154,0.94173,-0.00012,-0.00747,0.33624,-0.00011,0.00074,0.00017,-26.03684,0,1,
06.30 14:41:58:624,73105,0.16759,-0.06225,9.80186,-0.00065,0.00147,0.00063,-2.55657,9.30210,-31.48769,-0.30047,-121.52190,-0.80142,0.48840,-0.00738,-0.00113,-0.87257,-0.00011,0.00074,0.00017,-26.05990,0,1,
06.30 14:41:58:625,73106,0.16281,-0.06225,9.79707,0.00041,0.00040,-0.00044,-2.55657,9.30210,-31.48769,-0.30047,-121.52190,-0.80142,0.48840,-0.00738,-0.00113,-0.87257,-0.00011,0.00074,0.00017,-26.05990,0,1,
06.30 14:41:58:626,73107,0.16281,-0.06225,9.80186,0.00041,0.00147,0.00063,-2.55657,9.30210,-31.48769,-0.30047,-121.52190,-0.80142,0.48840,-0.00738,-0.00113,-0.87257,-0.00011,0.00074,0.00017,-26.05990,0,1,
06.30 14:41:58:626,73110,0.16759,-0.06225,9.80186,0.00148,0.00147,-0.00044,-2.55657,9.30210,-31.48769,-0.30047,-121.52190,-0.80142,0.48840,-0.00738,-0.00113,-0.87257,-0.00011,0.00074,0.00017,-26.05990,0,1,
06.30 14:41:58:627,73111,0.16759,-0.06225,9.79707,0.00041,0.00040,0.00063,-0.24481,11.61151,-30.10169,-0.30003,-64.54832,-0.80111,0.84547,-0.00595,-0.00451,-0.53397,-0.00011,0.00074,0.00017,-26.09300,0,1,
06.30 14:41:58:627,73112,0.16759,-0.06225,9.79707,0.00041,0.00040,0.00063,-0.24481,11.61151,-30.10169,-0.30003,-64.54832,-0.80111,0.84547,-0.00595,-0.00451,-0.53397,-0.00011,0.00074,0.00017,-26.09300,0,1,
06.30 14:41:58:628,73113,0.16759,-0.06225,9.79707,-0.00065,0.00040,0.00169,-0.24481,11.61151,-30.10169,-0.30003,-64.54832,-0.80111,0.84547,-0.00595,-0.00451,-0.53397,-0.00011,0.00074,0.00017,-26.09300,0,1,
06.30 14:41:58:628,73114,0.16759,-0.06225,9.79707,-0.00065,0.00147,0.00169,-0.24481,11.61151,-30.10169,-0.30003,-64.54832,-0.80111,0.84547,-0.00595,-0.00451,-0.53397,-0.00011,0.00074,0.00017,-26.09300,0,1,
06.30 14:41:58:628,73115,0.16759,-0.06225,9.80186,-0.00172,0.00040,0.00063,-0.24481,11.61151,-30.10169,-0.30003,-64.54832,-0.80111,0.84547,-0.00595,-0.00451,-0.53397,-0.00011,0.00074,0.00017,-26.09300,0,1,
06.30 14:41:58:629,73116,0.16759,-0.06704,9.80186,-0.00172,0.00040,0.00063,-1.16902,9.76267,-29.79236,-0.30039,-53.97765,-0.80115,-0.89104,0.00551,0.00504,0.45383,-0.00011,0.00074,0.00017,-26.12404,0,1,
06.30 14:41:58:629,73117,0.16759,-0.06704,9.80186,-0.00065,0.00040,0.00063,-1.16902,9.76267,-29.79236,-0.30039,-53.97765,-0.80115,-0.89104,0.00551,0.00504,0.45383,-0.00011,0.00074,0.00017,-26.12404,0,1,
