Time,Huro_Yaw,Huro_Roll,Huro_Pitch,XSens_Yaw,XSens_Roll,XSens_Pitch,Base_Yaw,Base_Roll,Base_Pitch,Diff_Yaw,Diff_Roll,Diff_Pitch,
06.30 23:31:38:563,9.50721,-1.85248,-0.85366,170.56244,-0.03801,-0.59286,161.05318,1.81382,0.25958,0.00206,0.00066,0.00121,
06.30 23:31:38:613,9.50766,-1.85247,-0.85297,170.55867,-0.03977,-0.59136,161.05318,1.81382,0.25958,-0.00217,-0.00112,0.00203,
06.30 23:31:38:663,9.50825,-1.85409,-0.85391,170.55447,-0.04029,-0.58939,161.05318,1.81382,0.25958,-0.00694,-0.00002,0.00493,
06.30 23:31:38:710,9.50819,-1.85352,-0.85404,170.54634,-0.04187,-0.58515,161.05318,1.81382,0.25958,-0.01503,-0.00216,0.00931,
06.30 23:31:38:759,9.50795,-1.85147,-0.85187,170.55380,-0.04365,-0.58447,161.05318,1.81382,0.25958,-0.00732,-0.00600,0.00781,
06.30 23:31:38:812,9.50865,-1.85432,-0.85322,170.55531,-0.04498,-0.58297,161.05318,1.81382,0.25958,-0.00652,-0.00447,0.01067,
06.30 23:31:38:846,9.51028,-1.85349,-0.85395,170.55386,-0.04206,-0.58186,161.05318,1.81382,0.25958,-0.00960,-0.00239,0.01251,
06.30 23:31:38:875,9.51143,-1.85270,-0.85075,170.55070,-0.04355,-0.58118,161.05318,1.81382,0.25958,-0.01390,-0.00466,0.00999,
06.30 23:31:38:929,9.51086,-1.85280,-0.85056,170.55161,-0.04847,-0.57893,161.05318,1.81382,0.25958,-0.01244,-0.00949,0.01205,
06.30 23:31:38:964,9.51209,-1.85267,-0.85092,170.55244,-0.04852,-0.57991,161.05318,1.81382,0.25958,-0.01282,-0.00967,0.01142,
06.30 23:31:39:013,9.51179,-1.85146,-0.84758,170.55237,-0.04747,-0.57880,161.05318,1.81382,0.25958,-0.01259,-0.00983,0.00919,
06.30 23:31:39:063,9.51225,-1.85090,-0.84426,170.55090,-0.04665,-0.57749,161.05318,1.81382,0.25958,-0.01453,-0.00957,0.00718,
06.30 23:31:39:112,9.51110,-1.85059,-0.84516,170.54797,-0.04424,-0.57511,161.05318,1.81382,0.25958,-0.01631,-0.00747,0.01047,
06.30 23:31:39:146,9.51115,-1.84725,-0.85017,170.54959,-0.04415,-0.58102,161.05318,1.81382,0.25958,-0.01472,-0.01072,0.00956,
06.30 23:31:39:180,9.50885,-1.84678,-0.85492,170.54558,-0.04389,-0.58437,161.05318,1.81382,0.25958,-0.01645,-0.01092,0.01097,
06.30 23:31:39:230,9.50612,-1.84386,-0.86352,170.54324,-0.04226,-0.58982,161.05318,1.81382,0.25958,-0.01605,-0.01222,0.01411,
06.30 23:31:39:279,9.50657,-1.84256,-0.86599,170.54857,-0.04307,-0.58852,161.05318,1.81382,0.25958,-0.01117,-0.01433,0.01788,
06.30 23:31:39:329,9.50807,-1.84312,-0.86023,170.54546,-0.04050,-0.59380,161.05318,1.81382,0.25958,-0.01579,-0.01120,0.00685,
06.30 23:31:39:362,9.51044,-1.84232,-0.86604,170.54120,-0.03962,-0.59546,161.05318,1.81382,0.25958,-0.02242,-0.01111,0.01099,
06.30 23:31:39:396,9.51104,-1.84211,-0.86806,170.53957,-0.03986,-0.59547,161.05318,1.81382,0.25958,-0.02466,-0.01156,0.01301,
06.30 23:31:39:426,9.51233,-1.84319,-0.86803,170.54089,-0.04217,-0.59730,161.05318,1.81382,0.25958,-0.02461,-0.01280,0.01115,
06.30 23:31:39:480,9.51330,-1.84150,-0.86789,170.53549,-0.04057,-0.59745,161.05318,1.81382,0.25958,-0.03098,-0.01289,0.01085,
