Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,
06.17 13:17:05,575805,0.40701,0.38307,9.76355,0.38243,-0.40054,-1.62879,7.77588,11.96289,29.30908,2.54554,75.93057,-0.76574,0.78808,0.02162,0.00840,0.61513,
06.17 13:17:05,575806,0.45490,0.57461,9.72046,0.25140,-0.45167,-1.60429,7.77588,11.96289,27.51465,2.76302,74.88386,-0.97714,0.79358,0.02432,0.00789,0.60792,
06.17 13:17:05,575807,0.48363,0.81882,9.67736,-0.05433,-0.47830,-1.48924,5.68237,12.86011,29.90723,2.83728,73.97512,-1.19380,0.79832,0.02604,0.00658,0.60163,
06.17 13:17:05,575808,0.42138,0.97205,9.61990,-0.42717,-0.51559,-1.32519,5.83191,11.51428,29.15955,2.72083,73.14198,-1.43059,0.80265,0.02650,0.00412,0.59584,
06.17 13:17:05,575809,0.40701,0.89064,9.66300,-0.74462,-0.55287,-1.14409,5.08423,12.86011,29.30908,2.37670,72.35307,-1.72080,0.80675,0.02560,0.00012,0.59033,
06.17 13:17:05,575810,0.47884,0.45969,9.87848,-0.79043,-0.48470,-0.95980,7.02820,12.11243,29.75769,1.96324,71.71238,-1.99158,0.81007,0.02406,-0.00405,0.58582,
06.17 13:17:05,575811,0.69911,-0.22984,10.15141,-0.53583,-0.26419,-0.70094,7.02820,12.11243,29.75769,1.56082,71.11752,-2.22118,0.81314,0.02235,-0.00785,0.58158,
06.17 13:17:05,575812,0.76614,-0.56982,10.18972,-0.32171,-0.03089,-0.46446,6.72913,11.81335,28.56140,1.36752,70.77914,-2.28018,0.81487,0.02125,-0.00931,0.57916,
06.17 13:17:05,575813,0.68474,-0.47884,10.11790,-0.12144,0.05752,-0.27590,6.13098,12.41150,29.45862,1.26856,70.54287,-2.25562,0.81609,0.02040,-0.00968,0.57747,
06.17 13:17:05,575814,0.55067,-0.42617,10.01734,-0.01598,0.04261,-0.21199,6.72913,11.21521,28.56140,1.23900,70.35276,-2.21816,0.81706,0.01999,-0.00959,0.57611,
06.17 13:17:05,575815,0.49799,-0.33998,9.94073,0.05326,-0.00852,-0.21412,6.57959,11.36475,28.71094,1.26317,70.18518,-2.20842,0.81790,0.02010,-0.00943,0.57492,
06.17 13:17:05,575816,0.43574,-0.21548,9.87848,0.04474,-0.05646,-0.22690,6.57959,11.36475,28.71094,1.31182,69.99036,-2.22451,0.81886,0.02051,-0.00934,0.57353,
06.17 13:17:05,575817,0.45490,-0.18196,9.87848,0.05646,-0.09907,-0.26632,6.28052,11.36475,28.41187,1.34585,69.81673,-2.26223,0.81972,0.02093,-0.00947,0.57228,
06.17 13:17:05,575818,0.56024,-0.06225,9.89763,0.07031,-0.08948,-0.32491,6.13098,13.00964,28.26233,1.39858,69.60760,-2.31527,0.82074,0.02155,-0.00962,0.57079,
06.17 13:17:05,575819,0.58419,0.03352,9.88326,0.05007,-0.03835,-0.33662,6.13098,13.00964,28.26233,1.44875,69.34430,-2.34450,0.82203,0.02203,-0.00963,0.56891,
06.17 13:17:05,575820,0.54588,0.11492,9.85932,0.02557,-0.05965,-0.31638,6.72913,12.11243,28.86047,1.48230,69.12848,-2.36375,0.82309,0.02235,-0.00965,0.56736,
06.17 13:17:05,575821,0.55067,0.20590,9.85453,-0.03622,-0.09055,-0.26951,6.43005,12.71057,28.86047,1.48890,68.92115,-2.40075,0.82411,0.02256,-0.00992,0.56587,
06.17 13:17:05,575822,0.60813,0.24900,9.86890,-0.09800,-0.08416,-0.23116,5.23376,12.71057,28.26233,1.45847,68.73182,-2.45182,0.82503,0.02258,-0.01048,0.56450,
06.17 13:17:05,575823,0.64165,0.21548,9.88326,-0.11505,-0.05539,-0.19707,4.93469,11.81335,27.66418,1.40696,68.57742,-2.48546,0.82580,0.02236,-0.01100,0.56338,
06.17 13:17:05,575824,0.58897,0.18675,9.86890,-0.12251,-0.03728,-0.17790,4.93469,11.81335,27.66418,1.33931,68.41689,-2.51003,0.82659,0.02198,-0.01154,0.56222,
06.17 13:17:05,575825,0.56024,0.18675,9.87848,-0.11185,-0.04261,-0.18216,7.32727,10.91614,28.86047,1.28966,68.26938,-2.52776,0.82732,0.02169,-0.01194,0.56115,
06.17 13:17:05,575826,0.61292,0.21069,9.88326,-0.12251,-0.02876,-0.23223,7.62634,12.71057,30.35583,1.23560,68.10140,-2.54589,0.82815,0.02137,-0.01237,0.55993,
06.17 13:17:05,575827,0.66559,0.25857,9.88805,-0.14381,0.01278,-0.28656,7.62634,12.71057,30.35583,1.16258,67.87522,-2.54413,0.82927,0.02081,-0.01276,0.55829,
06.17 13:17:05,575828,0.68474,0.22505,9.89284,-0.16618,0.04261,-0.31319,7.62634,11.81335,30.05676,1.09370,67.66537,-2.52622,0.83030,0.02020,-0.01300,0.55676,
06.17 13:17:05,575829,0.68474,0.21069,9.87369,-0.13529,0.07457,-0.29188,8.37402,12.86011,31.40259,1.02193,67.44111,-2.48455,0.83141,0.01945,-0.01308,0.55513,
06.17 13:17:05,575830,0.68474,0.29688,9.84017,-0.13742,0.04155,-0.38030,7.62634,13.00964,30.35583,0.96045,67.18896,-2.44785,0.83265,0.01880,-0.01316,0.55329,
06.17 13:17:05,575831,0.65601,0.21548,9.85453,-0.13955,0.05220,-0.48470,7.62634,12.41150,31.25305,0.90083,66.89001,-2.41981,0.83411,0.01819,-0.01329,0.55112,
06.17 13:17:05,575832,0.51236,0.03352,9.84975,-0.07031,0.06711,-0.56672,7.62634,12.41150,31.25305,0.85426,66.48419,-2.37191,0.83607,0.01758,-0.01322,0.54816,
06.17 13:17:05,575833,0.39265,-0.12450,9.88326,0.05752,0.14381,-0.39734,7.77588,11.06567,29.60815,0.86123,66.17799,-2.32605,0.83754,0.01738,-0.01290,0.54593,
06.17 13:17:05,575834,0.39265,-0.20111,9.83538,0.05113,0.24182,-0.16192,6.43005,12.41150,29.75769,0.91943,65.98060,-2.19287,0.83850,0.01715,-0.01168,0.54450,
06.17 13:17:05,575835,0.47405,-0.13886,9.86890,-0.05220,0.06392,0.00213,6.87866,14.35547,29.01001,0.92245,65.89764,-2.11551,0.83890,0.01679,-0.01111,0.54389,
06.17 13:17:05,575836,0.53630,-0.24900,9.91199,-0.02131,0.03409,0.09268,5.83191,14.20593,28.86047,0.90101,65.88672,-2.09365,0.83896,0.01653,-0.01106,0.54381,
06.17 13:17:05,575837,0.50757,-0.24900,9.89284,0.00533,0.03196,0.15233,7.02820,14.50500,30.35583,0.89848,65.91029,-2.07248,0.83886,0.01642,-0.01091,0.54399,
06.17 13:17:05,575838,0.52194,-0.24421,9.87848,0.05220,0.02024,0.21731,8.97217,11.66382,28.71094,0.91776,65.95192,-2.06007,0.83866,0.01650,-0.01072,0.54430,
06.17 13:17:05,575839,0.50278,-0.14844,9.89284,0.07137,0.01704,0.32917,8.97217,12.26196,29.90723,0.95554,66.03997,-2.05049,0.83824,0.01674,-0.01046,0.54495,
06.17 13:17:05,575840,0.52672,-0.06704,9.90242,-0.01491,0.00639,0.40693,8.97217,12.26196,29.90723,0.96744,66.21455,-2.04717,0.83740,0.01683,-0.01035,0.54622,
06.17 13:17:05,575841,0.55545,-0.16281,9.86890,0.00639,0.01598,0.51026,7.92542,12.71057,30.05676,0.95826,66.39017,-2.04198,0.83657,0.01675,-0.01033,0.54750,
06.17 13:17:05,575842,0.50757,-0.28252,9.86890,0.05007,0.02131,0.64022,6.57959,11.96289,28.71094,0.96901,66.66146,-2.03420,0.83527,0.01682,-0.01019,0.54948,
06.17 13:17:05,575843,0.44532,-0.32082,9.87369,0.11931,-0.00852,0.74462,5.83191,13.90686,26.76697,1.01719,67.04536,-2.04132,0.83341,0.01724,-0.00995,0.55228,
06.17 13:17:05,575844,0.44053,-0.18196,9.87848,0.12251,-0.01598,0.79469,8.07495,12.56104,29.30908,1.07604,67.41723,-2.05468,0.83160,0.01776,-0.00970,0.55498,
06.17 13:17:05,575845,0.48842,0.00958,9.87369,0.12357,-0.02131,0.76593,8.22449,12.41150,30.95398,1.12943,67.79669,-2.07268,0.82975,0.01827,-0.00952,0.55773,
06.17 13:17:05,575846,0.58419,0.26336,9.86890,0.05326,0.00107,0.61040,7.47681,12.86011,28.71094,1.17490,68.16058,-2.08514,0.82796,0.01869,-0.00933,0.56037,
06.17 13:17:05,575847,0.58897,0.30167,9.86890,0.03196,0.00426,0.45700,7.02820,13.30872,28.56140,1.18831,68.40519,-2.08761,0.82676,0.01881,-0.00924,0.56213,
06.17 13:17:05,575848,0.55067,0.28730,9.85453,0.04687,-0.00533,0.28549,7.02820,13.30872,28.56140,1.20959,68.59622,-2.09209,0.82582,0.01900,-0.00913,0.56351,
06.17 13:17:05,575849,0.50278,0.18196,9.85453,0.08096,-0.03941,0.19494,5.98145,12.26196,29.90723,1.24312,68.67211,-2.10596,0.82544,0.01932,-0.00906,0.56406,
06.17 13:17:05,575850,0.46926,0.03352,9.86411,0.14594,-0.06285,0.18109,6.28052,11.36475,29.30908,1.30704,68.72474,-2.13596,0.82516,0.01993,-0.00895,0.56444,
06.17 13:17:05,575851,0.46926,-0.00479,9.87848,0.21412,-0.08842,0.26632,6.43005,11.81335,29.15955,1.42077,68.81240,-2.18517,0.82470,0.02100,-0.00873,0.56508,
06.17 13:17:05,575852,0.53630,0.09577,9.88326,0.21518,-0.07670,0.32278,7.02820,13.00964,29.15955,1.54147,68.93394,-2.23719,0.82407,0.02213,-0.00848,0.56596,
06.17 13:17:05,575853,0.60334,0.26336,9.87848,0.15872,-0.02770,0.33449,7.02820,13.00964,29.15955,1.66397,69.10506,-2.27518,0.82319,0.02322,-0.00812,0.56720,
06.17 13:17:05,575854,0.61770,0.39265,9.86411,0.07883,-0.00852,0.29295,6.57959,11.66382,28.71094,1.72173,69.21755,-2.28745,0.82262,0.02370,-0.00790,0.56801,
06.17 13:17:05,575855,0.60334,0.43574,9.85932,-0.01491,-0.00426,0.21838,6.72913,12.71057,28.26233,1.73535,69.31443,-2.29322,0.82213,0.02383,-0.00785,0.56871,
06.17 13:17:05,575856,0.61292,0.38786,9.86890,-0.06711,0.00107,0.12996,6.72913,12.71057,28.26233,1.70414,69.38188,-2.29732,0.82180,0.02363,-0.00802,0.56919,
06.17 13:17:05,575857,0.59855,0.28252,9.87848,-0.05646,0.01065,0.07883,6.87866,12.56104,30.20630,1.67401,69.38924,-2.29424,0.82177,0.02340,-0.00815,0.56924,
06.17 13:17:05,575858,0.56024,0.17717,9.87369,-0.01491,0.00426,0.04794,5.83191,12.41150,27.96326,1.65864,69.38508,-2.28972,0.82180,0.02327,-0.00819,0.56921,
06.17 13:17:05,575859,0.54588,0.14365,9.87848,0.02557,-0.01172,0.04048,7.62634,11.81335,27.96326,1.66977,69.35831,-2.29290,0.82193,0.02336,-0.00816,0.56902,
06.17 13:17:05,575860,0.56024,0.15323,9.87848,0.03515,-0.01172,0.04900,7.47681,10.76660,29.30908,1.69243,69.32783,-2.29967,0.82207,0.02356,-0.00811,0.56881,
06.17 13:17:05,575861,0.56503,0.19632,9.86890,0.02131,-0.00852,0.06605,7.47681,10.76660,29.30908,1.71721,69.31091,-2.30629,0.82215,0.02377,-0.00803,0.56869,
06.17 13:17:05,575862,0.56024,0.21069,9.86890,0.00533,-0.00639,0.07137,4.93469,11.21521,29.75769,1.72633,69.31332,-2.31028,0.82214,0.02385,-0.00802,0.56871,
06.17 13:17:05,575863,0.55545,0.21069,9.85932,-0.00639,-0.00533,0.06498,7.02820,11.21521,28.56140,1.72988,69.30171,-2.31482,0.82219,0.02390,-0.00803,0.56863,
06.17 13:17:05,575864,0.54109,0.18675,9.86411,-0.00107,-0.00320,0.05113,7.02820,11.21521,28.56140,1.73127,69.29019,-2.31744,0.82225,0.02392,-0.00805,0.56855,
06.17 13:17:05,575865,0.54109,0.16759,9.86411,0.00213,-0.00426,0.04048,5.98145,11.66382,28.41187,1.73546,69.27291,-2.31930,0.82234,0.02396,-0.00804,0.56843,
06.17 13:17:05,575866,0.55067,0.15802,9.86411,0.00959,-0.00746,0.03515,7.47681,12.26196,29.01001,1.74418,69.24506,-2.32307,0.82247,0.02404,-0.00803,0.56823,
06.17 13:17:05,575867,0.56024,0.17238,9.86411,0.00746,-0.00746,0.03941,6.28052,11.66382,29.30908,1.75398,69.22565,-2.32764,0.82256,0.02413,-0.00802,0.56809,
06.17 13:17:05,575868,0.56503,0.17717,9.86411,0.00426,-0.00639,0.03728,6.13098,11.51428,30.05676,1.76132,69.20567,-2.33162,0.82266,0.02420,-0.00802,0.56795,
06.17 13:17:05,575869,0.56982,0.18196,9.85932,-0.00107,-0.00426,0.03515,6.13098,11.51428,30.05676,1.76739,69.18848,-2.33493,0.82275,0.02426,-0.00802,0.56783,
06.17 13:17:05,575870,0.56982,0.18196,9.85932,0.00000,-0.00320,0.02876,6.43005,11.81335,29.45862,1.77169,69.16226,-2.33628,0.82287,0.02430,-0.00801,0.56765,
06.17 13:17:05,575871,0.56982,0.18196,9.85932,0.00107,-0.00639,0.02344,6.28052,11.06567,29.60815,1.77660,69.13319,-2.33878,0.82302,0.02434,-0.00801,0.56744,
06.17 13:17:05,575872,0.56982,0.19154,9.85932,0.00213,-0.00533,0.02770,6.28052,11.06567,29.60815,1.78260,69.10593,-2.34254,0.82315,0.02440,-0.00801,0.56724,
06.17 13:17:05,575873,0.57461,0.19154,9.86411,-0.00213,-0.00320,0.03196,6.87866,11.36475,28.71094,1.78660,69.07457,-2.34434,0.82330,0.02444,-0.00801,0.56701,
06.17 13:17:05,575874,0.57940,0.19154,9.86411,-0.00426,-0.00213,0.03728,6.43005,13.00964,27.36511,1.78943,69.05627,-2.34521,0.82339,0.02446,-0.00801,0.56688,
06.17 13:17:05,575875,0.57461,0.18675,9.86411,-0.00426,-0.00426,0.03409,5.83191,10.91614,26.76697,1.79106,69.03672,-2.34718,0.82349,0.02448,-0.00802,0.56673,
06.17 13:17:05,575876,0.56982,0.19154,9.86411,0.00107,-0.00533,0.02557,6.57959,10.76660,28.71094,1.79568,69.00655,-2.34990,0.82363,0.02452,-0.00802,0.56652,
06.17 13:17:05,575877,0.56503,0.19632,9.86890,0.00213,-0.00639,0.01917,6.57959,10.76660,28.71094,1.80198,68.97365,-2.35283,0.82379,0.02458,-0.00802,0.56628,
06.17 13:17:05,575878,0.55545,0.19632,9.87369,0.00426,-0.00426,0.01704,6.28052,11.66382,29.01001,1.80779,68.94205,-2.35489,0.82395,0.02463,-0.00801,0.56605,
06.17 13:17:06,575879,0.55067,0.18675,9.87369,0.00320,-0.00746,0.01811,6.28052,9.86938,30.50537,1.81457,68.90434,-2.35781,0.82413,0.02469,-0.00801,0.56578,
06.17 13:17:06,575880,0.56024,0.18196,9.86411,-0.00426,-0.00533,0.01917,7.32727,12.41150,29.75769,1.81942,68.86998,-2.36101,0.82430,0.02474,-0.00801,0.56553,
06.17 13:17:06,575881,0.54588,0.17238,9.86890,-0.00426,-0.00533,0.01598,7.62634,10.31799,28.56140,1.82156,68.82352,-2.36363,0.82453,0.02476,-0.00803,0.56519,
06.17 13:17:06,575882,0.55545,0.16759,9.86411,-0.00213,-0.00533,0.01385,5.53284,11.81335,28.86047,1.82529,68.79669,-2.36592,0.82466,0.02480,-0.00804,0.56500,
06.17 13:17:06,575883,0.55545,0.15802,9.87369,-0.00107,-0.00639,0.01385,5.98145,11.36475,27.51465,1.82965,68.76504,-2.36879,0.82481,0.02484,-0.00804,0.56477,
06.17 13:17:06,575884,0.56503,0.16281,9.86890,0.00107,-0.00533,0.01385,6.28052,13.45825,29.60815,1.83452,68.73760,-2.37122,0.82495,0.02489,-0.00804,0.56457,
06.17 13:17:06,575885,0.56982,0.17717,9.87369,0.00107,-0.00533,0.01491,6.28052,13.45825,29.60815,1.84123,68.71127,-2.37449,0.82507,0.02495,-0.00804,0.56438,
06.17 13:17:06,575886,0.56503,0.17717,9.87369,0.00213,-0.00639,0.01811,6.72913,11.81335,28.26233,1.84616,68.67646,-2.37725,0.82524,0.02500,-0.00804,0.56413,
06.17 13:17:06,575887,0.56024,0.18196,9.86411,0.00107,-0.00533,0.01917,7.47681,11.96289,28.71094,1.85170,68.63902,-2.37972,0.82543,0.02505,-0.00804,0.56386,
06.17 13:17:06,575888,0.56024,0.19154,9.86411,0.00107,-0.00533,0.02344,7.32727,13.00964,29.75769,1.85728,68.60848,-2.38245,0.82557,0.02510,-0.00804,0.56364,
06.17 13:17:06,575889,0.65122,0.21548,9.85453,-0.04155,0.00426,-0.01278,7.62634,11.51428,28.56140,1.84943,68.56192,-2.38345,0.82580,0.02504,-0.00810,0.56331,
06.17 13:17:06,575890,0.75178,0.25379,9.83059,-0.07989,0.04687,-0.12357,6.28052,11.36475,28.71094,1.81660,68.48292,-2.35926,0.82621,0.02468,-0.00810,0.56274,
06.17 13:17:06,575891,0.85234,0.50278,9.87369,-0.25140,0.15233,-0.31106,7.92542,12.41150,29.15955,1.72494,68.30020,-2.30094,0.82713,0.02372,-0.00817,0.56141,
06.17 13:17:06,575892,0.68953,0.40223,9.88326,-0.32278,0.19707,-0.38243,6.72913,12.71057,27.66418,1.57082,68.06161,-2.19061,0.82836,0.02205,-0.00817,0.55968,
06.17 13:17:06,575893,0.46926,0.08619,9.86890,-0.25566,0.13422,-0.32597,6.72913,12.71057,27.66418,1.39164,67.78918,-2.07594,0.82974,0.02018,-0.00827,0.55769,
06.17 13:17:06,575894,0.45011,-0.05267,9.84975,-0.14594,0.06924,-0.27910,6.13098,11.21521,29.45862,1.30616,67.60031,-2.02411,0.83068,0.01929,-0.00834,0.55632,
06.17 13:17:06,575895,0.49799,0.04310,9.82580,-0.09587,0.06392,-0.32597,5.53284,11.81335,30.05676,1.25472,67.40175,-1.98125,0.83166,0.01870,-0.00831,0.55488,
06.17 13:17:06,575896,0.55545,0.22027,9.86890,-0.14275,0.10227,-0.43569,8.52356,11.81335,30.65491,1.20196,67.11217,-1.92965,0.83308,0.01805,-0.00824,0.55277,
06.17 13:17:06,575897,0.51715,0.23942,9.86411,-0.20879,0.14168,-0.53263,6.13098,12.71057,29.45862,1.11707,66.80568,-1.85465,0.83458,0.01705,-0.00814,0.55054,
06.17 13:17:06,575898,0.37828,0.02394,9.86411,-0.10972,0.06605,-0.55820,6.13098,12.71057,29.45862,1.02347,66.40181,-1.77324,0.83654,0.01594,-0.00806,0.54759,
06.17 13:17:06,575899,0.48363,0.06704,9.87369,-0.11185,0.00426,-0.57524,7.17773,12.26196,29.60815,0.99127,66.07421,-1.75820,0.83811,0.01561,-0.00815,0.54520,
06.17 13:17:06,575900,0.60334,0.11492,9.88805,-0.09587,0.06392,-0.66899,8.67310,11.36475,27.81372,0.94927,65.66855,-1.72805,0.84005,0.01514,-0.00818,0.54222,
06.17 13:17:06,575901,0.64165,0.19632,9.91199,-0.13209,0.11185,-0.83304,8.67310,11.36475,27.81372,0.89466,65.11517,-1.65977,0.84267,0.01437,-0.00801,0.53816,
06.17 13:17:06,575902,0.73741,0.15323,10.05086,-0.09161,0.15127,-0.94169,8.22449,12.11243,27.36511,0.85074,64.60764,-1.58539,0.84507,0.01367,-0.00773,0.53443,
06.17 13:17:06,575903,0.90980,0.33998,10.01255,0.04474,0.33769,-1.06100,8.22449,12.41150,27.96326,0.86106,63.99602,-1.44649,0.84792,0.01306,-0.00672,0.52991,
06.17 13:17:06,575904,0.88585,0.31603,10.05086,0.02131,0.53050,-1.18031,7.62634,12.11243,29.75769,0.90485,63.26433,-1.16382,0.85132,0.01205,-0.00451,0.52449,
06.17 13:17:06,575905,0.73741,0.19632,10.08917,-0.00533,0.58909,-1.27938,7.77588,10.16846,29.30908,0.92582,62.51693,-0.84037,0.85475,0.01071,-0.00208,0.51891,
06.17 13:17:06,575906,0.62728,-0.04788,10.01255,0.09161,0.61679,-1.34649,7.77588,10.16846,29.30908,0.96418,61.59134,-0.42846,0.85894,0.00914,0.00110,0.51197,
06.17 13:17:06,575907,0.50278,-0.08619,9.95030,0.20347,0.59761,-1.38484,10.01892,12.11243,29.75769,1.04888,60.83270,-0.11174,0.86232,0.00839,0.00379,0.50625,
06.17 13:17:06,575908,0.29209,-0.02873,9.86411,0.30467,0.54968,-1.44769,8.22449,13.30872,30.65491,1.19683,59.99117,0.22283,0.86602,0.00807,0.00691,0.49987,
06.17 13:17:06,575909,-0.08619,-0.19632,9.74440,0.37391,0.39628,-1.46367,8.22449,13.30872,30.65491,1.41714,58.97198,0.55838,0.87042,0.00837,0.01033,0.49210,
06.17 13:17:06,575910,-0.32082,-0.33998,9.66300,0.42184,0.20240,-1.29749,9.57031,14.35547,30.50537,1.61202,58.20692,0.72595,0.87367,0.00921,0.01238,0.48623,
06.17 13:17:06,575911,-0.38307,-0.43096,9.67257,0.47937,0.03622,-0.98004,11.96289,13.75732,29.90723,1.86184,57.49665,0.80299,0.87665,0.01087,0.01396,0.48077,
06.17 13:17:06,575912,-0.16759,-0.34477,9.78750,0.49322,-0.01491,-0.63490,10.31799,15.70129,30.65491,2.16033,56.94660,0.81595,0.87892,0.01318,0.01524,0.47651,
06.17 13:17:06,575913,0.06704,-0.19154,9.94551,0.40693,0.10440,-0.35260,10.46753,15.25269,27.51465,2.40826,56.60784,0.85371,0.88029,0.01497,0.01652,0.47387,
06.17 13:17:06,575914,0.17238,0.05267,9.99340,0.29721,0.29188,-0.15659,10.46753,15.25269,27.51465,2.64125,56.38205,0.99553,0.88120,0.01621,0.01854,0.47207,
06.17 13:17:06,575915,0.05746,0.23942,9.94073,0.24395,0.35367,-0.09800,11.81335,13.30872,31.25305,2.77721,56.23957,1.16698,0.88177,0.01657,0.02040,0.47091,
06.17 13:17:06,575916,-0.20590,0.40223,9.84496,0.21412,0.31425,-0.09694,10.61707,14.50500,29.75769,2.90835,56.11608,1.35920,0.88226,0.01682,0.02240,0.46990,
06.17 13:17:06,575917,-0.40223,0.49321,9.75398,0.19920,0.18216,-0.10653,10.61707,14.50500,29.75769,3.05099,55.96824,1.52542,0.88285,0.01726,0.02424,0.46869,
06.17 13:17:06,575918,-0.40701,0.56024,9.74919,0.12677,0.09694,-0.03302,10.31799,13.90686,29.15955,3.13897,55.85343,1.59269,0.88330,0.01769,0.02510,0.46777,
06.17 13:17:06,575919,-0.49799,0.63686,9.67736,0.02663,0.03409,0.04794,10.46753,14.35547,30.20630,3.18709,55.78066,1.62991,0.88359,0.01792,0.02557,0.46719,
06.17 13:17:06,575920,-0.47884,0.64643,9.64384,-0.01704,-0.06285,-0.00533,11.21521,14.50500,30.35583,3.18937,55.71450,1.61423,0.88386,0.01802,0.02545,0.46669,
06.17 13:17:06,575921,-0.40223,0.69432,9.72046,0.01598,-0.10120,-0.14275,8.52356,14.80408,29.45862,3.19407,55.59612,1.57130,0.88435,0.01826,0.02512,0.46579,
06.17 13:17:06,575922,-0.41659,0.75657,9.71088,0.03196,-0.19175,-0.29827,8.52356,14.80408,29.45862,3.21538,55.36867,1.48541,0.88527,0.01882,0.02451,0.46405,
06.17 13:17:06,575923,-0.62249,0.69911,9.65821,0.02557,-0.29934,-0.37284,11.96289,15.25269,29.30908,3.22925,55.10285,1.37077,0.88634,0.01945,0.02363,0.46203,
06.17 13:17:06,575924,-0.73741,0.72305,9.50498,0.02770,-0.57205,-0.37604,11.81335,13.60779,28.56140,3.25200,54.79274,1.13814,0.88757,0.02062,0.02187,0.45968,
06.17 13:17:06,575925,-0.54109,0.85712,9.59596,-0.19068,-0.74675,-0.35580,11.81335,13.60779,28.56140,3.19299,54.43753,0.70596,0.88898,0.02196,0.01822,0.45704,
06.17 13:17:06,575926,-0.21548,0.73741,9.71567,-0.21944,-0.73503,-0.35047,9.71985,14.80408,30.05676,3.09228,54.16609,0.33362,0.89005,0.02270,0.01487,0.45503,
06.17 13:17:06,575927,0.05746,0.66080,9.84496,-0.17896,-0.61359,-0.40906,11.06567,15.25269,30.20630,2.98469,53.86035,-0.01933,0.89125,0.02329,0.01164,0.45274,
06.17 13:17:06,575928,0.24900,0.70390,9.94073,-0.22371,-0.45167,-0.54861,10.61707,14.80408,30.65491,2.87178,53.47380,-0.32288,0.89276,0.02365,0.00876,0.44980,
06.17 13:17:06,575929,0.28252,0.63207,9.92157,-0.19494,-0.41439,-0.66899,9.86938,16.14990,29.01001,2.76819,53.05054,-0.54606,0.89441,0.02374,0.00652,0.44654,
06.17 13:17:06,575930,0.32561,0.64643,9.91199,-0.18003,-0.40054,-0.73929,9.86938,16.14990,29.01001,2.66174,52.50384,-0.78700,0.89651,0.02387,0.00411,0.44231,
06.17 13:17:06,575931,0.33998,0.87628,9.90721,-0.28656,-0.39947,-0.81067,10.91614,13.60779,27.06604,2.55969,52.02390,-0.96733,0.89835,0.02377,0.00221,0.43858,
06.17 13:17:06,575932,0.33998,0.95289,9.85453,-0.49109,-0.36432,-0.93637,10.46753,14.35547,30.80444,2.34943,51.45156,-1.15351,0.90055,0.02284,-0.00017,0.43412,
06.17 13:17:06,575933,0.21548,0.77093,9.75877,-0.53263,-0.43782,-1.13770,11.51428,16.00037,28.56140,2.05389,50.73578,-1.36769,0.90326,0.02130,-0.00311,0.42850,
06.17 13:17:06,575934,0.30167,0.45969,9.98382,-0.47404,-0.56566,-1.29004,13.00964,14.80408,28.86047,1.80674,49.95807,-1.62921,0.90615,0.02029,-0.00623,0.42238,
06.17 13:17:06,575935,0.82839,-0.13408,10.07959,-0.37817,-0.40906,-1.13238,10.91614,15.70129,29.45862,1.59573,49.19204,-1.89371,0.90895,0.01954,-0.00923,0.41631,
06.17 13:17:06,575936,0.96726,-0.09577,10.07480,-0.23329,-0.12464,-0.85541,9.86938,15.55176,29.90723,1.44505,48.53172,-2.01905,0.91133,0.01873,-0.01088,0.41106,
06.17 13:17:06,575937,0.84276,0.10056,10.02213,-0.19920,-0.09268,-0.82984,10.31799,14.80408,28.86047,1.34381,47.99910,-2.05883,0.91325,0.01802,-0.01164,0.40682,
06.17 13:17:06,575938,0.68953,0.44053,9.98382,-0.20666,-0.07776,-0.98963,10.31799,14.80408,28.86047,1.24505,47.32772,-2.09584,0.91562,0.01729,-0.01239,0.40145,
06.17 13:17:06,575939,0.60813,0.38307,9.95030,-0.22584,-0.07244,-1.08977,12.41150,14.20593,28.86047,1.15635,46.70900,-2.12029,0.91779,0.01660,-0.01299,0.39650,
06.17 13:17:06,575940,0.56024,0.13408,9.95030,-0.19707,-0.04581,-1.01200,11.81335,15.70129,29.15955,1.06743,46.03611,-2.14123,0.92011,0.01588,-0.01355,0.39109,
06.17 13:17:06,575941,0.60813,-0.03352,9.94551,-0.18536,-0.02344,-0.78723,12.41150,14.20593,29.15955,0.98330,45.40742,-2.15108,0.92225,0.01516,-0.01400,0.38603,
06.17 13:17:06,575942,0.67995,-0.09098,9.93594,-0.21838,0.04048,-0.61040,11.51428,14.20593,28.26233,0.89172,44.94455,-2.14071,0.92382,0.01433,-0.01429,0.38229,
06.17 13:17:06,575943,0.63207,-0.16281,9.92157,-0.16512,0.06711,-0.54222,11.06567,16.14990,28.41187,0.80222,44.55309,-2.10316,0.92513,0.01343,-0.01433,0.37911,
06.17 13:17:06,575944,0.52194,-0.00479,9.93115,-0.16299,0.07457,-0.52731,13.15918,14.35547,31.10352,0.72625,44.14339,-2.05625,0.92650,0.01261,-0.01425,0.37579,
06.17 13:17:06,575945,0.47405,0.11013,9.97424,-0.19707,0.08416,-0.57524,9.86938,15.25269,29.01001,0.64102,43.76346,-2.00589,0.92775,0.01171,-0.01416,0.37271,
06.17 13:17:06,575946,0.47405,0.15323,9.94073,-0.19388,0.08522,-0.65407,9.86938,15.25269,29.01001,0.53310,43.28098,-1.94176,0.92933,0.01057,-0.01403,0.36878,
