Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,
06.17 13:17:00,575296,0.51236,0.11971,9.86411,-0.00639,-0.00320,0.00320,2.39258,6.28052,29.01001,2.05688,97.69065,-1.99048,0.65766,0.02489,0.00208,0.75288,
06.17 13:17:00,575297,0.50757,0.11013,9.86411,-0.00746,-0.00320,0.00426,2.39258,6.28052,29.01001,2.05780,97.71064,-1.99082,0.65752,0.02489,0.00209,0.75300,
06.17 13:17:00,575298,0.50757,0.11492,9.85932,-0.00746,-0.00426,0.00533,1.79443,4.78516,29.01001,2.05815,97.73670,-1.99074,0.65735,0.02489,0.00210,0.75314,
06.17 13:17:00,575299,0.49799,0.10534,9.85932,-0.00746,-0.00320,0.00426,4.03748,3.43933,27.66418,2.05871,97.69049,-1.99080,0.65766,0.02490,0.00209,0.75288,
06.17 13:17:00,575300,0.50278,0.10534,9.86411,-0.00746,-0.00320,0.00533,4.03748,3.43933,27.66418,2.05885,97.64509,-1.99058,0.65795,0.02490,0.00208,0.75262,
06.17 13:17:00,575301,0.49321,0.10056,9.86411,-0.00746,-0.00320,0.00533,3.28979,6.57959,28.71094,2.05910,97.65114,-1.99038,0.65791,0.02490,0.00209,0.75265,
06.17 13:17:00,575302,0.49321,0.10056,9.86411,-0.00639,-0.00320,0.00426,2.69165,5.68237,28.71094,2.05985,97.66188,-1.99034,0.65784,0.02490,0.00210,0.75271,
06.17 13:17:00,575303,0.50278,0.10534,9.85932,-0.00852,-0.00426,0.00533,2.69165,7.17773,29.30908,2.05972,97.68111,-1.99032,0.65772,0.02490,0.00210,0.75283,
06.17 13:17:00,575304,0.50757,0.11971,9.86411,-0.00746,-0.00533,0.00533,2.99072,5.38330,28.41187,2.05983,97.68378,-1.99082,0.65770,0.02491,0.00210,0.75284,
06.17 13:17:00,575305,0.51236,0.11971,9.86890,-0.00746,-0.00320,0.00533,2.99072,5.38330,28.41187,2.05989,97.68625,-1.99140,0.65768,0.02491,0.00210,0.75285,
06.17 13:17:00,575306,0.51236,0.12929,9.86890,-0.00852,-0.00213,0.00533,2.99072,5.38330,28.11279,2.05971,97.68858,-1.99111,0.65767,0.02491,0.00210,0.75287,
06.17 13:17:00,575307,0.50278,0.12450,9.86411,-0.00746,-0.00320,0.00639,2.39258,5.98145,28.11279,2.05906,97.70702,-1.99085,0.65755,0.02490,0.00210,0.75297,
06.17 13:17:00,575308,0.50278,0.11971,9.86411,-0.00746,-0.00426,0.00533,1.49536,5.68237,28.11279,2.05957,97.74374,-1.99123,0.65731,0.02491,0.00211,0.75319,
06.17 13:17:00,575309,0.50278,0.11013,9.86411,-0.00746,-0.00533,0.00533,2.84119,4.93469,27.96326,2.05959,97.74433,-1.99161,0.65730,0.02491,0.00210,0.75319,
06.17 13:17:00,575310,0.50278,0.11013,9.85932,-0.00746,-0.00320,0.00533,3.28979,2.69165,27.21558,2.05997,97.69437,-1.99211,0.65763,0.02491,0.00209,0.75290,
06.17 13:17:00,575311,0.49799,0.11492,9.85453,-0.00533,-0.00320,0.00533,3.14026,5.53284,30.35583,2.06064,97.69599,-1.99163,0.65762,0.02491,0.00210,0.75291,
06.17 13:17:00,575312,0.49799,0.11492,9.86411,-0.00746,-0.00426,0.00533,3.43933,6.72913,27.96326,2.06107,97.70087,-1.99170,0.65759,0.02492,0.00210,0.75294,
06.17 13:17:00,575313,0.50278,0.11971,9.86411,-0.00746,-0.00320,0.00639,3.43933,6.72913,27.96326,2.06157,97.70638,-1.99166,0.65755,0.02492,0.00211,0.75297,
06.17 13:17:00,575314,0.50757,0.11971,9.86411,-0.00639,-0.00320,0.00426,2.84119,4.63562,28.86047,2.06209,97.70421,-1.99136,0.65757,0.02492,0.00211,0.75296,
06.17 13:17:00,575315,0.51715,0.12450,9.86411,-0.00746,-0.00426,0.00426,3.88794,5.08423,29.60815,2.06270,97.68656,-1.99151,0.65768,0.02493,0.00211,0.75286,
06.17 13:17:00,575316,0.51236,0.12450,9.85932,-0.00639,-0.00320,0.00533,2.09351,4.78516,28.71094,2.06299,97.70415,-1.99145,0.65757,0.02493,0.00212,0.75296,
06.17 13:17:00,575317,0.51236,0.12450,9.85453,-0.00746,-0.00107,0.00426,2.69165,5.08423,29.60815,2.06390,97.71028,-1.99108,0.65753,0.02493,0.00213,0.75299,
06.17 13:17:00,575318,0.50278,0.11971,9.85453,-0.00746,-0.00320,0.00639,3.73840,4.93469,29.45862,2.06433,97.69416,-1.98993,0.65763,0.02492,0.00213,0.75290,
06.17 13:17:00,575319,0.50278,0.11971,9.84496,-0.00746,-0.00426,0.00426,3.73840,4.03748,28.26233,2.06453,97.66418,-1.98991,0.65783,0.02493,0.00213,0.75273,
06.17 13:17:00,575320,0.50278,0.11492,9.85453,-0.00746,-0.00426,0.00639,2.54211,5.23376,28.86047,2.06395,97.67472,-1.99023,0.65776,0.02492,0.00213,0.75279,
06.17 13:17:00,575321,0.50757,0.11013,9.85932,-0.00852,-0.00533,0.00533,2.54211,5.23376,28.86047,2.06341,97.68561,-1.99109,0.65769,0.02493,0.00212,0.75285,
06.17 13:17:00,575322,0.50757,0.11492,9.85932,-0.00852,-0.00426,0.00639,1.64490,3.73840,29.45862,2.06314,97.70983,-1.99149,0.65753,0.02493,0.00212,0.75299,
06.17 13:17:00,575323,0.50757,0.11492,9.85932,-0.00852,-0.00213,0.00533,3.73840,4.93469,28.26233,2.06293,97.69364,-1.99173,0.65763,0.02493,0.00212,0.75290,
06.17 13:17:00,575324,0.50757,0.11492,9.86411,-0.00639,-0.00426,0.00533,1.64490,5.53284,28.26233,2.06274,97.72643,-1.99124,0.65742,0.02492,0.00212,0.75309,
06.17 13:17:00,575325,0.50278,0.11492,9.86411,-0.00852,-0.00426,0.00533,4.48608,5.68237,29.30908,2.06292,97.70690,-1.99174,0.65755,0.02493,0.00212,0.75297,
06.17 13:17:00,575326,0.50757,0.09577,9.86411,-0.00959,-0.00426,0.00639,4.48608,5.68237,29.30908,2.06210,97.68763,-1.99189,0.65767,0.02492,0.00211,0.75286,
06.17 13:17:00,575327,0.50757,0.10056,9.86890,-0.00746,-0.00320,0.00533,2.39258,4.18701,28.71094,2.06176,97.69147,-1.99176,0.65765,0.02492,0.00211,0.75288,
06.17 13:17:00,575328,0.51236,0.11013,9.86411,-0.00639,-0.00426,0.00533,3.43933,3.43933,28.86047,2.06235,97.65682,-1.99178,0.65788,0.02493,0.00210,0.75269,
06.17 13:17:00,575329,0.51715,0.11492,9.86890,-0.00746,-0.00426,0.00639,3.43933,3.43933,28.86047,2.06299,97.62213,-1.99214,0.65810,0.02493,0.00210,0.75249,
06.17 13:17:00,575330,0.51715,0.11492,9.86411,-0.00852,-0.00320,0.00639,2.69165,5.38330,29.30908,2.06308,97.63145,-1.99245,0.65804,0.02494,0.00210,0.75254,
06.17 13:17:00,575331,0.51715,0.11013,9.85932,-0.00959,-0.00426,0.00639,2.84119,4.93469,29.75769,2.06228,97.63327,-1.99198,0.65803,0.02493,0.00210,0.75255,
06.17 13:17:00,575332,0.51236,0.11492,9.85932,-0.00639,-0.00320,0.00639,3.28979,5.98145,30.50537,2.06256,97.63634,-1.99211,0.65801,0.02493,0.00210,0.75257,
06.17 13:17:00,575333,0.50757,0.11013,9.85932,-0.00639,-0.00320,0.00426,3.43933,5.23376,28.56140,2.06272,97.62893,-1.99186,0.65806,0.02493,0.00210,0.75253,
06.17 13:17:00,575334,0.51236,0.11971,9.86411,-0.00639,-0.00320,0.00426,3.43933,5.23376,28.56140,2.06341,97.62090,-1.99113,0.65811,0.02493,0.00211,0.75248,
06.17 13:17:00,575335,0.50757,0.11971,9.86890,-0.00852,-0.00320,0.00426,3.28979,4.48608,29.30908,2.06325,97.60683,-1.99065,0.65820,0.02492,0.00210,0.75240,
06.17 13:17:00,575336,0.49799,0.12450,9.86411,-0.01065,-0.00426,0.00639,2.09351,6.28052,29.01001,2.06244,97.63337,-1.99057,0.65803,0.02492,0.00211,0.75255,
06.17 13:17:00,575337,0.49799,0.12450,9.85932,-0.00639,-0.00213,0.00533,3.73840,4.93469,29.45862,2.06193,97.61713,-1.99008,0.65814,0.02491,0.00210,0.75246,
06.17 13:17:00,575338,0.49799,0.11971,9.86411,-0.00852,-0.00320,0.00639,2.69165,3.58887,27.51465,2.06198,97.60379,-1.98921,0.65823,0.02491,0.00210,0.75238,
06.17 13:17:00,575339,0.50278,0.11013,9.86411,-0.00959,-0.00320,0.00426,2.09351,5.38330,30.20630,2.06129,97.62672,-1.98954,0.65807,0.02491,0.00210,0.75251,
06.17 13:17:00,575340,0.50278,0.11013,9.85453,-0.00852,-0.00426,0.00426,3.88794,5.08423,29.60815,2.06052,97.60920,-1.98973,0.65819,0.02490,0.00209,0.75241,
06.17 13:17:00,575341,0.49799,0.10534,9.85453,-0.00852,-0.00320,0.00426,3.58887,5.68237,29.30908,2.06011,97.60319,-1.98989,0.65823,0.02490,0.00209,0.75238,
06.17 13:17:00,575342,0.49321,0.11013,9.84975,-0.00852,-0.00426,0.00533,3.58887,5.68237,29.30908,2.05995,97.59810,-1.99031,0.65826,0.02490,0.00208,0.75235,
06.17 13:17:00,575343,0.49799,0.11013,9.85453,-0.00959,-0.00426,0.00639,3.58887,5.98145,27.51465,2.05956,97.59515,-1.99094,0.65828,0.02491,0.00208,0.75233,
06.17 13:17:00,575344,0.50757,0.11013,9.85932,-0.00852,-0.00320,0.00533,4.33655,4.33655,28.86047,2.05914,97.56091,-1.99101,0.65851,0.02490,0.00207,0.75213,
06.17 13:17:00,575345,0.51236,0.11013,9.85932,-0.00852,-0.00426,0.00426,3.73840,6.43005,30.05676,2.05881,97.55909,-1.99142,0.65852,0.02491,0.00206,0.75212,
06.17 13:17:00,575346,0.50757,0.11492,9.86890,-0.00639,-0.00426,0.00426,3.43933,4.63562,29.15955,2.05867,97.54402,-1.99205,0.65862,0.02491,0.00205,0.75204,
06.17 13:17:00,575347,0.49799,0.11013,9.86411,-0.00746,-0.00320,0.00320,2.99072,5.08423,28.41187,2.05928,97.54278,-1.99230,0.65863,0.02491,0.00206,0.75203,
06.17 13:17:00,575348,0.48842,0.11492,9.86411,-0.00639,-0.00213,0.00533,3.28979,4.78516,28.71094,2.06033,97.53265,-1.99202,0.65869,0.02492,0.00206,0.75197,
06.17 13:17:00,575349,0.48363,0.11971,9.85932,-0.00746,-0.00426,0.00533,2.24304,4.03748,29.15955,2.06055,97.53940,-1.99220,0.65865,0.02492,0.00206,0.75201,
06.17 13:17:00,575350,0.49321,0.11492,9.85932,-0.00852,-0.00426,0.00639,2.24304,4.03748,29.15955,2.05996,97.54627,-1.99246,0.65860,0.02492,0.00206,0.75205,
06.17 13:17:00,575351,0.50757,0.11492,9.86890,-0.00959,-0.00533,0.00533,1.94397,4.03748,29.15955,2.05952,97.56242,-1.99275,0.65850,0.02492,0.00206,0.75214,
06.17 13:17:00,575352,0.51715,0.11013,9.86890,-0.00639,-0.00426,0.00426,3.58887,5.98145,28.11279,2.05938,97.55868,-1.99360,0.65852,0.02492,0.00205,0.75212,
06.17 13:17:00,575353,0.51715,0.10534,9.86890,-0.00852,-0.00213,0.00533,2.69165,4.78516,27.21558,2.05978,97.56096,-1.99295,0.65851,0.02492,0.00206,0.75213,
06.17 13:17:00,575354,0.51236,0.11013,9.86411,-0.00639,-0.00320,0.00533,1.19629,3.88794,28.11279,2.05974,97.60088,-1.99289,0.65824,0.02492,0.00207,0.75236,
06.17 13:17:00,575355,0.50757,0.11013,9.86411,-0.00746,-0.00320,0.00533,2.69165,5.98145,29.30908,2.06044,97.61427,-1.99280,0.65816,0.02492,0.00208,0.75244,
06.17 13:17:00,575356,0.49799,0.11013,9.85932,-0.00746,-0.00533,0.00426,1.34583,4.63562,29.15955,2.06057,97.65266,-1.99242,0.65790,0.02492,0.00209,0.75266,
06.17 13:17:00,575357,0.49321,0.11492,9.85932,-0.00746,-0.00320,0.00213,2.84119,5.53284,28.56140,2.06130,97.65845,-1.99272,0.65787,0.02493,0.00209,0.75269,
06.17 13:17:00,575358,0.48363,0.11971,9.85932,-0.00746,-0.00320,0.00533,2.84119,5.53284,28.56140,2.06184,97.66427,-1.99225,0.65783,0.02493,0.00210,0.75273,
06.17 13:17:00,575359,0.48842,0.12450,9.85932,-0.00746,-0.00320,0.00639,1.64490,5.83191,27.06604,2.06214,97.69736,-1.99185,0.65761,0.02492,0.00211,0.75292,
06.17 13:17:00,575360,0.49799,0.11492,9.85932,-0.00852,-0.00533,0.00533,2.54211,6.43005,27.96326,2.06182,97.71563,-1.99214,0.65749,0.02492,0.00211,0.75302,
06.17 13:17:00,575361,0.49799,0.11492,9.85932,-0.00639,-0.00426,0.00426,0.59814,4.48608,28.71094,2.06191,97.77423,-1.99277,0.65710,0.02493,0.00212,0.75336,
06.17 13:17:00,575362,0.49799,0.11971,9.85932,-0.00852,-0.00320,0.00426,2.54211,5.23376,29.15955,2.06219,97.78448,-1.99277,0.65704,0.02493,0.00212,0.75342,
06.17 13:17:00,575363,0.48842,0.11971,9.85932,-0.00852,-0.00426,0.00426,3.28979,4.18701,28.41187,2.06213,97.76522,-1.99301,0.65716,0.02493,0.00212,0.75331,
06.17 13:17:00,575364,0.49321,0.11492,9.85453,-0.00746,-0.00320,0.00533,3.73840,5.23376,27.96326,2.06210,97.75234,-1.99296,0.65725,0.02493,0.00212,0.75323,
06.17 13:17:00,575365,0.49799,0.11492,9.85453,-0.00746,-0.00426,0.00533,3.88794,5.38330,28.41187,2.06260,97.73829,-1.99323,0.65734,0.02494,0.00211,0.75315,
06.17 13:17:00,575366,0.50278,0.11971,9.84975,-0.00639,-0.00426,0.00426,3.88794,5.38330,28.41187,2.06335,97.72395,-1.99320,0.65743,0.02494,0.00212,0.75307,
06.17 13:17:00,575367,0.50757,0.11492,9.85453,-0.00639,-0.00320,0.00426,1.19629,5.68237,29.30908,2.06399,97.76772,-1.99369,0.65715,0.02495,0.00213,0.75332,
06.17 13:17:00,575368,0.50278,0.10534,9.85932,-0.00746,-0.00533,0.00533,2.69165,5.38330,27.21558,2.06427,97.77530,-1.99375,0.65710,0.02495,0.00213,0.75337,
06.17 13:17:00,575369,0.50278,0.11492,9.86411,-0.00746,-0.00320,0.00533,2.54211,4.63562,30.35583,2.06390,97.78149,-1.99365,0.65706,0.02495,0.00213,0.75340,
06.17 13:17:00,575370,0.50278,0.11492,9.86411,-0.00746,-0.00320,0.00533,3.88794,6.28052,29.30908,2.06337,97.77627,-1.99366,0.65709,0.02494,0.00213,0.75337,
06.17 13:17:00,575371,0.49799,0.11971,9.85932,-0.00746,-0.00320,0.00639,2.84119,5.53284,28.56140,2.06347,97.78358,-1.99316,0.65704,0.02494,0.00213,0.75341,
06.17 13:17:00,575372,0.48842,0.11971,9.87369,-0.00746,-0.00320,0.00320,2.84119,4.03748,28.26233,2.06383,97.77270,-1.99313,0.65711,0.02494,0.00213,0.75335,
06.17 13:17:00,575373,0.49321,0.11971,9.85932,-0.00852,-0.00426,0.00639,4.03748,7.32727,29.15955,2.06363,97.77255,-1.99318,0.65712,0.02494,0.00213,0.75335,
06.17 13:17:00,575374,0.49321,0.11492,9.86890,-0.00959,-0.00320,0.00426,4.03748,7.32727,29.15955,2.06356,97.77299,-1.99311,0.65711,0.02494,0.00213,0.75335,
06.17 13:17:00,575375,0.48842,0.11971,9.85453,-0.00852,-0.00320,0.00426,4.03748,4.33655,29.45862,2.06296,97.74255,-1.99296,0.65731,0.02494,0.00212,0.75318,
06.17 13:17:00,575376,0.49321,0.12450,9.85932,-0.00959,-0.00426,0.00639,2.99072,6.28052,29.01001,2.06238,97.75230,-1.99346,0.65725,0.02494,0.00211,0.75323,
06.17 13:17:00,575377,0.50278,0.12450,9.85932,-0.00959,-0.00426,0.00533,3.73840,5.53284,28.86047,2.06093,97.74224,-1.99371,0.65732,0.02493,0.00210,0.75318,
06.17 13:17:01,575378,0.50757,0.12450,9.86890,-0.00746,-0.00213,0.00639,1.79443,3.88794,27.51465,2.06077,97.76041,-1.99351,0.65720,0.02493,0.00211,0.75328,
06.17 13:17:01,575379,0.50278,0.11492,9.85453,-0.00959,-0.00320,0.00320,1.79443,3.88794,27.51465,2.06018,97.77821,-1.99311,0.65708,0.02492,0.00211,0.75338,
06.17 13:17:01,575380,0.49799,0.11013,9.85932,-0.00639,-0.00426,0.00533,3.58887,3.88794,28.41187,2.05996,97.74867,-1.99307,0.65727,0.02492,0.00210,0.75321,
06.17 13:17:01,575381,0.49799,0.10056,9.85453,-0.00746,-0.00213,0.00320,1.94397,4.33655,30.35583,2.06093,97.76805,-1.99312,0.65715,0.02492,0.00211,0.75333,
06.17 13:17:01,575382,0.49321,0.09098,9.85932,-0.00852,-0.00533,0.00533,1.94397,4.33655,30.35583,2.06036,97.78671,-1.99259,0.65702,0.02492,0.00211,0.75343,
06.17 13:17:01,575383,0.50757,0.10534,9.85453,-0.00852,-0.00426,0.00639,4.18701,4.48608,28.41187,2.06066,97.75710,-1.99338,0.65722,0.02493,0.00210,0.75326,
06.17 13:17:01,575384,0.50278,0.10056,9.85453,-0.00959,-0.00213,0.00533,2.99072,4.78516,29.30908,2.06007,97.75394,-1.99297,0.65724,0.02492,0.00210,0.75324,
06.17 13:17:01,575385,0.51236,0.11013,9.86411,-0.00746,-0.00320,0.00533,3.58887,6.28052,30.50537,2.05994,97.75320,-1.99242,0.65724,0.02491,0.00210,0.75324,
06.17 13:17:01,575386,0.50757,0.11971,9.86411,-0.00746,-0.00320,0.00533,2.54211,6.13098,29.15955,2.05985,97.76984,-1.99210,0.65713,0.02491,0.00211,0.75334,
06.17 13:17:01,575387,0.50278,0.11971,9.85932,-0.00852,-0.00320,0.00533,2.54211,6.13098,29.15955,2.05962,97.78643,-1.99191,0.65703,0.02491,0.00211,0.75343,
06.17 13:17:01,575388,0.50278,0.12929,9.84975,-0.00639,-0.00320,0.00533,2.84119,5.53284,30.05676,2.05944,97.79347,-1.99177,0.65698,0.02491,0.00211,0.75347,
06.17 13:17:01,575389,0.51236,0.13886,9.85453,-0.00746,-0.00213,0.00426,3.14026,5.83191,29.15955,2.05946,97.79658,-1.99171,0.65696,0.02491,0.00211,0.75349,
06.17 13:17:01,575390,0.51715,0.13408,9.85453,-0.00746,-0.00426,0.00639,3.14026,5.83191,29.15955,2.05940,97.79966,-1.99141,0.65694,0.02490,0.00212,0.75351,
06.17 13:17:01,575391,0.52194,0.13408,9.86411,-0.00746,-0.00320,0.00426,3.28979,3.58887,29.01001,2.05983,97.77068,-1.99169,0.65713,0.02491,0.00211,0.75334,
06.17 13:17:01,575392,0.52194,0.13408,9.85932,-0.00959,-0.00320,0.00426,2.54211,4.63562,30.05676,2.05908,97.77595,-1.99153,0.65709,0.02490,0.00211,0.75337,
06.17 13:17:01,575393,0.50757,0.13408,9.85453,-0.00959,-0.00426,0.00746,4.18701,4.48608,29.01001,2.05877,97.74675,-1.99188,0.65729,0.02490,0.00210,0.75320,
06.17 13:17:01,575394,0.50757,0.12450,9.85453,-0.01172,-0.00426,0.00746,2.84119,6.43005,29.15955,2.05731,97.76072,-1.99262,0.65719,0.02490,0.00209,0.75328,
06.17 13:17:01,575395,0.50278,0.12450,9.85932,-0.00959,-0.00426,0.00426,2.84119,6.43005,29.15955,2.05618,97.77435,-1.99299,0.65711,0.02490,0.00208,0.75336,
06.17 13:17:01,575396,0.50757,0.11492,9.86411,-0.00746,-0.00320,0.00533,1.49536,5.68237,28.11279,2.05557,97.81076,-1.99290,0.65687,0.02489,0.00209,0.75357,
06.17 13:17:01,575397,0.50757,0.11013,9.86890,-0.00852,-0.00213,0.00533,2.69165,5.08423,27.81372,2.05578,97.81628,-1.99249,0.65683,0.02489,0.00209,0.75360,
