Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,Rest,Mag Disturbance,
06.20 15:48:46,98725,0.16281,-0.11971,10.15620,-0.00320,0.00852,0.00852,44.26270,-12.26196,-98.69385,-1.06464,-2.09108,-1.26254,0.99972,-0.00949,-0.01085,-0.01835,0,1,
06.20 15:48:46,98726,0.16281,-0.11971,10.15141,-0.00213,0.00852,0.00959,44.26270,-12.26196,-98.69385,-1.06462,-2.09088,-1.26265,0.99972,-0.00949,-0.01085,-0.01835,0,1,
06.20 15:48:46,98727,0.16281,-0.11971,10.15141,-0.00320,0.00852,0.00959,44.26270,-12.26196,-98.69385,-1.06470,-2.09068,-1.26276,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98728,0.16281,-0.11492,10.15620,-0.00320,0.00852,0.01065,44.26270,-12.26196,-98.69385,-1.06479,-2.09037,-1.26287,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98729,0.16759,-0.11492,10.15620,-0.00213,0.00852,0.01065,44.56177,-13.75732,-96.89941,-1.06476,-2.09024,-1.26298,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98730,0.16281,-0.11971,10.15620,-0.00213,0.00959,0.01065,44.56177,-13.75732,-96.89941,-1.06474,-2.09011,-1.26298,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98731,0.16281,-0.11971,10.15620,-0.00320,0.00959,0.01065,44.56177,-13.75732,-96.89941,-1.06483,-2.08998,-1.26298,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98732,0.16759,-0.11971,10.15620,-0.00320,0.00959,0.00959,44.56177,-13.75732,-96.89941,-1.06491,-2.08995,-1.26299,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98733,0.16759,-0.11971,10.15620,-0.00320,0.00852,0.00959,44.56177,-13.75732,-96.89941,-1.06499,-2.08992,-1.26310,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98734,0.16759,-0.11971,10.15620,-0.00213,0.00852,0.00959,44.71130,-14.50500,-97.04895,-1.06497,-2.08997,-1.26321,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98735,0.16759,-0.11971,10.15620,-0.00213,0.00852,0.00959,44.71130,-14.50500,-97.04895,-1.06495,-2.09003,-1.26332,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98736,0.16759,-0.11971,10.15141,-0.00320,0.00852,0.01065,44.71130,-14.50500,-97.04895,-1.06503,-2.08997,-1.26343,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98737,0.16759,-0.11971,10.15620,-0.00213,0.00852,0.01065,44.71130,-14.50500,-97.04895,-1.06501,-2.08992,-1.26354,0.99972,-0.00949,-0.01085,-0.01834,0,1,
06.20 15:48:46,98738,0.16281,-0.11492,10.15620,-0.00213,0.00746,0.00959,44.71130,-14.50500,-97.04895,-1.06499,-2.08997,-1.26375,0.99972,-0.00949,-0.01086,-0.01834,0,1,
06.20 15:48:46,98739,0.16759,-0.11492,10.15141,-0.00213,0.00852,0.00852,44.71130,-14.50500,-97.04895,-1.06496,-2.09013,-1.26387,0.99972,-0.00949,-0.01086,-0.01834,0,1,
06.20 15:48:46,98742,0.16759,-0.11971,10.15141,-0.00426,0.00852,0.00959,45.15991,-12.26196,-96.89941,-1.06521,-2.08929,-1.26420,0.99972,-0.00949,-0.01086,-0.01833,0,1,
06.20 15:48:46,98743,0.16759,-0.11492,10.15141,-0.00320,0.00852,0.01065,45.15991,-12.26196,-96.89941,-1.06529,-2.08890,-1.26431,0.99972,-0.00950,-0.01086,-0.01833,0,1,
06.20 15:48:46,98744,0.16759,-0.11492,10.14663,-0.00320,0.00852,0.01172,45.15991,-12.26196,-96.89941,-1.06538,-2.08841,-1.26441,0.99972,-0.00950,-0.01086,-0.01832,0,1,
06.20 15:48:46,98745,0.16759,-0.11971,10.14663,-0.00213,0.00852,0.01172,45.15991,-12.26196,-96.89941,-1.06536,-2.08791,-1.26452,0.99972,-0.00950,-0.01086,-0.01832,0,1,
06.20 15:48:46,98746,0.16759,-0.11971,10.14184,-0.00107,0.00959,0.01065,45.30945,-13.60779,-97.04895,-1.06523,-2.08769,-1.26452,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98747,0.16759,-0.11492,10.14663,-0.00107,0.00959,0.00959,45.30945,-13.60779,-97.04895,-1.06510,-2.08758,-1.26453,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98748,0.17238,-0.11492,10.14663,-0.00213,0.00959,0.00959,45.30945,-13.60779,-97.04895,-1.06508,-2.08747,-1.26453,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98749,0.16759,-0.11492,10.14663,-0.00213,0.01065,0.00852,45.30945,-13.60779,-97.04895,-1.06505,-2.08747,-1.26443,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98750,0.16281,-0.11013,10.14184,-0.00213,0.00959,0.00852,45.30945,-13.60779,-97.04895,-1.06502,-2.08746,-1.26443,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98751,0.16281,-0.11013,10.14184,-0.00320,0.00959,0.00852,44.26270,-14.35547,-97.19849,-1.06511,-2.08765,-1.26444,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98752,0.16281,-0.11492,10.14663,-0.00213,0.00852,0.00852,44.26270,-14.35547,-97.19849,-1.06508,-2.08783,-1.26455,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98753,0.16281,-0.11492,10.14663,-0.00320,0.00852,0.00852,44.26270,-14.35547,-97.19849,-1.06516,-2.08801,-1.26466,0.99972,-0.00949,-0.01086,-0.01832,0,1,
06.20 15:48:46,98754,0.16281,-0.11492,10.14663,-0.00320,0.00852,0.00746,44.26270,-14.35547,-97.19849,-1.06524,-2.08831,-1.26478,0.99972,-0.00949,-0.01087,-0.01832,0,1,
06.20 15:48:46,98755,0.16759,-0.11013,10.14663,-0.00320,0.00852,0.00746,44.26270,-14.35547,-97.19849,-1.06532,-2.08859,-1.26489,0.99972,-0.00950,-0.01087,-0.01833,0,1,
06.20 15:48:46,98756,0.16759,-0.11492,10.14663,-0.00320,0.00959,0.00746,44.26270,-14.35547,-97.19849,-1.06540,-2.08889,-1.26490,0.99972,-0.00950,-0.01087,-0.01833,0,1,
06.20 15:48:46,98757,0.16759,-0.11492,10.15141,-0.00320,0.00959,0.00746,44.11316,-13.30872,-98.24524,-1.06547,-2.08907,-1.26491,0.99972,-0.00950,-0.01087,-0.01833,0,1,
06.20 15:48:46,98758,0.16759,-0.11492,10.15141,-0.00107,0.00959,0.00746,44.11316,-13.30872,-98.24524,-1.06534,-2.08924,-1.26491,0.99972,-0.00950,-0.01087,-0.01833,0,1,
06.20 15:48:46,98759,0.16759,-0.11013,10.15620,-0.00213,0.01065,0.00852,44.11316,-13.30872,-98.24524,-1.06531,-2.08931,-1.26481,0.99972,-0.00950,-0.01087,-0.01833,0,1,
06.20 15:48:46,98760,0.16759,-0.10534,10.15620,-0.00213,0.00959,0.00852,44.11316,-13.30872,-98.24524,-1.06529,-2.08938,-1.26481,0.99972,-0.00950,-0.01087,-0.01833,0,1,
06.20 15:48:46,98761,0.16281,-0.10534,10.15620,-0.00107,0.00959,0.00852,44.11316,-13.30872,-98.24524,-1.06515,-2.08944,-1.26482,0.99972,-0.00949,-0.01087,-0.01833,0,1,
06.20 15:48:46,98762,0.16281,-0.10534,10.15620,0.00000,0.00852,0.00852,44.11316,-13.30872,-98.24524,-1.06491,-2.08951,-1.26493,0.99972,-0.00949,-0.01087,-0.01833,0,1,
06.20 15:48:46,98763,0.16281,-0.10534,10.15620,-0.00107,0.00852,0.00639,44.26270,-12.86011,-96.30127,-1.06478,-2.08971,-1.26505,0.99972,-0.00949,-0.01087,-0.01834,0,1,
06.20 15:48:46,98764,0.15802,-0.10534,10.15141,-0.00107,0.00746,0.00746,44.26270,-12.86011,-96.30127,-1.06464,-2.08980,-1.26527,0.99972,-0.00949,-0.01087,-0.01834,0,1,
06.20 15:48:46,98765,0.15802,-0.11013,10.15141,-0.00213,0.00852,0.00852,44.26270,-12.86011,-96.30127,-1.06461,-2.08978,-1.26538,0.99972,-0.00949,-0.01087,-0.01834,0,1,
06.20 15:48:46,98766,0.16281,-0.11013,10.15141,-0.00213,0.00746,0.00746,44.26270,-12.86011,-96.30127,-1.06459,-2.08988,-1.26560,0.99972,-0.00949,-0.01087,-0.01834,0,1,
06.20 15:48:46,98767,0.15802,-0.11013,10.15141,-0.00107,0.00852,0.00746,44.26270,-12.86011,-96.30127,-1.06445,-2.08998,-1.26571,0.99972,-0.00949,-0.01087,-0.01834,0,1,
06.20 15:48:46,98768,0.15802,-0.11013,10.15141,-0.00107,0.00852,0.00746,42.91687,-13.60779,-97.64709,-1.06431,-2.09031,-1.26583,0.99972,-0.00949,-0.01087,-0.01834,0,1,
06.20 15:48:46,98769,0.15802,-0.11013,10.15141,-0.00213,0.00746,0.00852,42.91687,-13.60779,-97.64709,-1.06429,-2.09053,-1.26605,0.99972,-0.00949,-0.01088,-0.01834,0,1,
06.20 15:48:46,98770,0.15802,-0.11013,10.15141,-0.00213,0.00959,0.00959,42.91687,-13.60779,-97.64709,-1.06427,-2.09065,-1.26605,0.99972,-0.00949,-0.01088,-0.01834,0,1,
06.20 15:48:46,98771,0.15802,-0.11013,10.15141,-0.00213,0.00959,0.00959,42.91687,-13.60779,-97.64709,-1.06424,-2.09077,-1.26605,0.99972,-0.00949,-0.01088,-0.01835,0,1,
06.20 15:48:46,98772,0.15802,-0.10534,10.15141,-0.00213,0.00959,0.00959,42.91687,-13.60779,-97.64709,-1.06422,-2.09089,-1.26605,0.99972,-0.00949,-0.01088,-0.01835,0,1,
06.20 15:48:46,98773,0.15802,-0.10534,10.15620,-0.00320,0.00959,0.01065,42.91687,-13.60779,-97.64709,-1.06430,-2.09090,-1.26605,0.99972,-0.00949,-0.01088,-0.01835,0,1,
06.20 15:48:46,98774,0.15802,-0.10534,10.15620,-0.00213,0.00959,0.00959,45.30945,-13.60779,-99.14246,-1.06428,-2.09079,-1.26606,0.99972,-0.00949,-0.01088,-0.01835,0,1,
06.20 15:48:46,98775,0.15802,-0.10534,10.15620,-0.00320,0.01065,0.01065,45.30945,-13.60779,-99.14246,-1.06437,-2.09056,-1.26595,0.99972,-0.00949,-0.01088,-0.01834,0,1,
06.20 15:48:46,98777,0.16281,-0.10056,10.15620,-0.00213,0.00852,0.01065,45.30945,-13.60779,-99.14246,-1.06432,-2.09013,-1.26606,0.99972,-0.00949,-0.01088,-0.01834,0,1,
06.20 15:48:46,98778,0.15802,-0.10534,10.15620,-0.00213,0.00852,0.01065,45.30945,-13.60779,-99.14246,-1.06430,-2.08990,-1.26617,0.99972,-0.00949,-0.01088,-0.01834,0,1,
06.20 15:48:46,98779,0.15802,-0.10534,10.15620,-0.00213,0.00959,0.01065,45.30945,-13.60779,-99.14246,-1.06428,-2.08968,-1.26617,0.99972,-0.00949,-0.01088,-0.01834,0,1,
06.20 15:48:46,98780,0.15802,-0.11013,10.16099,-0.00320,0.00959,0.01065,41.87012,-14.35547,-98.09570,-1.06437,-2.08991,-1.26617,0.99972,-0.00949,-0.01088,-0.01834,0,1,
