Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,debug0,debug1,debug2,debug3,Rest,Mag Disturbance,
07.10 13:56:59:945,9072,-0.07952,-0.07445,9.81040,0.00000,0.00000,8593437696.00000,-0.20361,0.35220,-0.68618,-0.49592,-32.66533,0.46692,0.95963,-0.00301,0.00513,-0.28119,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:56:59:946,9073,-0.06626,-0.07526,9.80492,0.00000,0.00000,8593437696.00000,-0.20262,0.35170,-0.68617,-0.49606,-32.66812,0.46689,0.95963,-0.00301,0.00513,-0.28122,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:56:59:946,9074,-0.07446,-0.07749,9.79727,0.00000,0.00000,8593437696.00000,-0.20362,0.35268,-0.68518,-0.49493,-32.65834,0.46673,0.95965,-0.00300,0.00512,-0.28113,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:56:59:950,9075,-0.07529,-0.06157,9.80635,-0.18725,0.00000,-0.00000,-0.20361,0.35120,-0.68618,-0.49602,-32.66235,0.46588,0.95964,-0.00301,0.00512,-0.28117,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:56:59:961,9076,-0.07264,-0.07078,9.78787,-0.18725,0.00000,-0.00000,-0.20462,0.35214,-0.68370,-0.49682,-32.65943,0.46612,0.95965,-0.00302,0.00512,-0.28114,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:56:59:971,9077,-0.05132,-0.06317,9.79724,-0.18725,0.00000,-0.00000,-0.20561,0.35315,-0.68420,-0.49437,-32.66154,0.46540,0.95964,-0.00300,0.00511,-0.28116,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:56:59:981,9078,-0.07373,-0.05692,9.78880,-0.18725,0.00000,-0.00000,-0.20362,0.35317,-0.68468,-0.49427,-32.65881,0.46507,0.95965,-0.00300,0.00511,-0.28114,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:56:59:991,9079,-0.06580,-0.07707,9.79874,-0.18725,0.00000,-0.00000,-0.20461,0.35417,-0.68518,-0.49304,-32.65997,0.46512,0.95965,-0.00299,0.00510,-0.28115,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:57:00:000,9080,-0.07989,-0.08364,9.79771,-0.18725,0.00000,-0.00000,-0.20411,0.35317,-0.68518,-0.49310,-32.66195,0.46478,0.95964,-0.00299,0.00510,-0.28116,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:57:00:010,9081,-0.07774,-0.07534,9.79357,-0.18725,0.00000,-0.00000,-0.20411,0.35170,-0.68618,-0.49413,-32.65976,0.46496,0.95965,-0.00300,0.00511,-0.28115,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:57:00:020,9082,-0.07534,-0.06372,9.79972,-0.18725,0.00000,-0.00000,-0.20460,0.35170,-0.68668,-0.49442,-32.65831,0.46523,0.95965,-0.00300,0.00511,-0.28113,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:57:00:029,9083,-0.07598,-0.05095,9.78778,-0.18725,0.00000,-0.00000,-0.20507,0.35382,-0.69265,-0.49523,-32.65542,0.46518,0.95966,-0.00301,0.00511,-0.28111,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:57:00:041,9084,-0.07570,-0.07106,9.80630,-0.18725,0.00000,-0.00000,-0.20362,0.35217,-0.68468,-0.49447,-32.65737,0.46472,0.95965,-0.00300,0.00510,-0.28113,0.00000,0.00000,0.00000,0.00000,1,0,
07.10 13:57:00:051,9085,-0.04692,-0.07236,9.79486,-0.18725,0.00000,-0.00000,-0.20362,0.35216,-0.68419,-0.49486,-32.65513,0.46508,0.95966,-0.00300,0.00511,-0.28111,0.00000,0.00000,0.00000,0.00000,1,0,
