Time,Huro_Yaw,Huro_Roll,Huro_Pitch,XSens_Yaw,XSens_Roll,XSens_Pitch,Base_Yaw,Base_Roll,Base_Pitch,Diff_Yaw,Diff_Roll,Diff_Pitch,
06.23 16:47:01:273,101.33202,-1.60757,-0.80730,21.95847,-0.39510,-0.08115,-79.37390,1.21234,0.72698,0.00035,0.00014,-0.00083,
06.23 16:47:01:325,101.33192,-1.60636,-0.80570,21.95868,-0.39686,-0.08142,-79.37390,1.21234,0.72698,0.00066,-0.00283,-0.00270,
06.23 16:47:01:375,101.33142,-1.60536,-0.80412,21.95458,-0.39314,-0.08335,-79.37390,1.21234,0.72698,-0.00294,-0.00011,-0.00622,
06.23 16:47:01:421,101.33248,-1.60424,-0.80166,21.95537,-0.39228,-0.08357,-79.37390,1.21234,0.72698,-0.00320,-0.00038,-0.00888,
06.23 16:47:01:472,101.33272,-1.60553,-0.80037,21.95465,-0.39176,-0.08347,-79.37390,1.21234,0.72698,-0.00417,0.00144,-0.01008,
06.23 16:47:01:521,101.33443,-1.60660,-0.79834,21.95682,-0.39254,-0.08253,-79.37390,1.21234,0.72698,-0.00371,0.00173,-0.01117,
06.23 16:47:01:570,101.33496,-1.60882,-0.79655,21.95466,-0.39089,-0.08219,-79.37390,1.21234,0.72698,-0.00640,0.00560,-0.01263,
06.23 16:47:01:622,101.33390,-1.61189,-0.79818,21.95505,-0.38658,-0.08369,-79.37390,1.21234,0.72698,-0.00495,0.01297,-0.01249,
06.23 16:47:01:675,101.33405,-1.61528,-0.79526,21.95562,-0.38412,-0.08291,-79.37390,1.21234,0.72698,-0.00452,0.01883,-0.01462,
06.23 16:47:01:724,101.33380,-1.61225,-0.79640,21.95511,-0.38220,-0.08393,-79.37390,1.21234,0.72698,-0.00479,0.01771,-0.01451,
06.23 16:47:01:773,101.33218,-1.61068,-0.79501,21.95560,-0.38333,-0.08523,-79.37390,1.21234,0.72698,-0.00269,0.01502,-0.01721,
06.23 16:47:01:825,101.33274,-1.60883,-0.79398,21.95696,-0.38567,-0.08472,-79.37390,1.21234,0.72698,-0.00188,0.01083,-0.01772,
06.23 16:47:01:875,101.33392,-1.61007,-0.79336,21.95685,-0.38468,-0.08431,-79.37390,1.21234,0.72698,-0.00316,0.01305,-0.01793,
06.23 16:47:01:925,101.33423,-1.61045,-0.79435,21.95429,-0.38172,-0.08283,-79.37390,1.21234,0.72698,-0.00603,0.01639,-0.01547,
06.23 16:47:01:975,101.33598,-1.61071,-0.79448,21.95422,-0.38345,-0.08333,-79.37390,1.21234,0.72698,-0.00786,0.01493,-0.01582,
06.23 16:47:02:025,101.33710,-1.61283,-0.79537,21.95398,-0.38476,-0.08269,-79.37390,1.21234,0.72698,-0.00922,0.01574,-0.01430,
06.23 16:47:02:076,101.33773,-1.61118,-0.79726,21.95469,-0.38279,-0.08234,-79.37390,1.21234,0.72698,-0.00913,0.01606,-0.01207,
06.23 16:47:02:127,101.33531,-1.61354,-0.79483,21.95420,-0.38193,-0.08152,-79.37390,1.21234,0.72698,-0.00722,0.01927,-0.01367,
06.23 16:47:02:175,101.33309,-1.61611,-0.79461,21.95517,-0.38402,-0.08059,-79.37390,1.21234,0.72698,-0.00402,0.01975,-0.01296,
06.23 16:47:02:225,101.33117,-1.61825,-0.79489,21.95649,-0.38297,-0.07979,-79.37390,1.21234,0.72698,-0.00078,0.02295,-0.01188,
06.23 16:47:02:274,101.33119,-1.62053,-0.79466,21.95462,-0.38299,-0.07692,-79.37390,1.21234,0.72698,-0.00267,0.02520,-0.00924,
06.23 16:47:02:325,101.33179,-1.62162,-0.79363,21.95434,-0.38528,-0.07763,-79.37390,1.21234,0.72698,-0.00355,0.02401,-0.01098,
06.23 16:47:02:374,101.33236,-1.62367,-0.79373,21.95673,-0.38698,-0.07745,-79.37390,1.21234,0.72698,-0.00173,0.02436,-0.01070,
06.23 16:47:02:429,101.33358,-1.62539,-0.79521,21.95451,-0.38521,-0.07774,-79.37390,1.21234,0.72698,-0.00517,0.02785,-0.00952,
06.23 16:47:02:476,101.33295,-1.62429,-0.79459,21.95456,-0.38770,-0.07551,-79.37390,1.21234,0.72698,-0.00449,0.02426,-0.00790,
06.23 16:47:02:529,101.33288,-1.62586,-0.79199,21.95321,-0.38599,-0.07532,-79.37390,1.21234,0.72698,-0.00576,0.02754,-0.01031,
06.23 16:47:02:578,101.33306,-1.62679,-0.78998,21.95258,-0.38366,-0.07377,-79.37390,1.21234,0.72698,-0.00658,0.03079,-0.01077,
06.23 16:47:02:628,101.33445,-1.62985,-0.78920,21.95185,-0.38259,-0.07412,-79.37390,1.21234,0.72698,-0.00870,0.03493,-0.01191,
06.23 16:47:02:675,101.33509,-1.63174,-0.78949,21.95123,-0.38005,-0.07514,-79.37390,1.21234,0.72698,-0.00996,0.03935,-0.01263,
06.23 16:47:02:728,101.33605,-1.63340,-0.78790,21.94982,-0.37868,-0.07339,-79.37390,1.21234,0.72698,-0.01234,0.04238,-0.01247,
06.23 16:47:02:772,101.33610,-1.63481,-0.79047,21.94863,-0.37978,-0.07161,-79.37390,1.21234,0.72698,-0.01357,0.04269,-0.00812,
06.23 16:47:02:829,101.33636,-1.63622,-0.79131,21.94953,-0.37896,-0.07149,-79.37390,1.21234,0.72698,-0.01292,0.04492,-0.00717,
06.23 16:47:02:884,101.33454,-1.63662,-0.79173,21.95071,-0.37884,-0.07156,-79.37390,1.21234,0.72698,-0.00993,0.04545,-0.00681,
06.23 16:47:02:962,101.33544,-1.63383,-0.78915,21.95229,-0.38330,-0.07017,-79.37390,1.21234,0.72698,-0.00925,0.03820,-0.00800,
06.23 16:47:03:013,101.33504,-1.63366,-0.78702,21.95210,-0.38432,-0.06770,-79.37390,1.21234,0.72698,-0.00904,0.03701,-0.00766,
06.23 16:47:03:078,101.33334,-1.63326,-0.78652,21.97174,-0.38935,-0.08899,-79.37390,1.21234,0.72698,0.01231,0.03157,-0.02945,
06.23 16:47:03:127,101.33157,-1.63305,-0.78453,21.97400,-0.39039,-0.09073,-79.37390,1.21234,0.72698,0.01633,0.03033,-0.03318,
06.23 16:47:03:184,101.33249,-1.63470,-0.78447,21.97391,-0.38914,-0.09045,-79.37390,1.21234,0.72698,0.01532,0.03323,-0.03296,
06.23 16:47:03:246,101.32978,-1.63541,-0.78263,21.97281,-0.39119,-0.08958,-79.37390,1.21234,0.72698,0.01693,0.03188,-0.03393,
06.23 16:47:03:295,101.33002,-1.63583,-0.78066,21.97261,-0.39356,-0.09008,-79.37390,1.21234,0.72698,0.01649,0.02994,-0.03641,
06.23 16:47:03:342,101.33042,-1.63480,-0.77978,21.97355,-0.39524,-0.08775,-79.37390,1.21234,0.72698,0.01703,0.02722,-0.03495,
06.23 16:47:03:393,101.33075,-1.63660,-0.77972,21.97115,-0.39333,-0.08647,-79.37390,1.21234,0.72698,0.01430,0.03093,-0.03373,
06.23 16:47:03:445,101.32937,-1.63660,-0.78093,21.97290,-0.39336,-0.08654,-79.37390,1.21234,0.72698,0.01743,0.03090,-0.03259,
06.23 16:47:03:494,101.33090,-1.63659,-0.78194,21.97361,-0.39518,-0.08361,-79.37390,1.21234,0.72698,0.01661,0.02907,-0.02866,
06.23 16:47:03:544,101.33345,-1.63510,-0.78068,21.97278,-0.39497,-0.08460,-79.37390,1.21234,0.72698,0.01323,0.02780,-0.03091,
06.23 16:47:03:592,101.33465,-1.63542,-0.78189,21.97256,-0.39430,-0.08495,-79.37390,1.21234,0.72698,0.01181,0.02878,-0.03004,
06.23 16:47:03:645,101.33394,-1.63354,-0.78187,21.97197,-0.39711,-0.08508,-79.37390,1.21234,0.72698,0.01193,0.02410,-0.03019,
06.23 16:47:03:693,101.33430,-1.63126,-0.78091,21.97134,-0.39603,-0.08503,-79.37390,1.21234,0.72698,0.01095,0.02290,-0.03110,
06.23 16:47:03:742,101.33507,-1.62791,-0.78057,21.96850,-0.39697,-0.08482,-79.37390,1.21234,0.72698,0.00734,0.01860,-0.03122,
