06.19 20:00:35,28,-1.06781,0.37350,9.81623,-0.00533,-0.00107,0.00426,41.87012,-5.68237,29.60815,2.14392,32.15800,6.17971,0.95958,0.00302,0.05696,0.27555,1,1,
06.19 20:00:35,29,-1.06781,0.37350,9.81144,-0.00533,-0.00213,0.00426,41.87012,-5.68237,29.60815,2.14469,32.12754,6.18040,0.95965,0.00304,0.05697,0.27529,1,1,
06.19 20:00:35,30,-1.06303,0.37828,9.81144,-0.00533,-0.00320,0.00426,41.87012,-5.68237,29.60815,2.14631,32.09928,6.18002,0.95972,0.00307,0.05697,0.27505,1,1,
06.19 20:00:35,31,-1.06303,0.37350,9.81144,-0.00533,-0.00320,0.00426,41.87012,-4.48608,28.11279,2.14693,32.09690,6.17966,0.95973,0.00308,0.05696,0.27503,1,1,
06.19 20:00:35,32,-1.06781,0.37350,9.81144,-0.00533,-0.00213,0.00533,41.87012,-4.48608,28.11279,2.14749,32.09483,6.18027,0.95973,0.00308,0.05697,0.27501,1,1,
06.19 20:00:35,33,-1.07260,0.37350,9.81144,-0.00533,-0.00320,0.00639,41.87012,-4.48608,28.11279,2.14802,32.09300,6.18157,0.95973,0.00309,0.05698,0.27500,1,1,
06.19 20:00:35,34,-1.07260,0.37350,9.81144,-0.00533,-0.00320,0.00533,41.87012,-4.48608,28.11279,2.14850,32.09123,6.18278,0.95974,0.00309,0.05699,0.27498,1,1,
06.19 20:00:35,35,-1.06781,0.36871,9.81144,-0.00639,-0.00320,0.00533,41.87012,-4.48608,28.11279,2.14803,32.08952,6.18313,0.95974,0.00308,0.05700,0.27497,1,1,
06.19 20:00:35,36,-1.06781,0.37350,9.81144,-0.00746,-0.00320,0.00426,42.76733,-3.28979,27.81372,2.14823,32.11170,6.18347,0.95969,0.00307,0.05700,0.27515,1,1,
06.19 20:00:35,37,-1.06781,0.37350,9.80665,-0.00639,-0.00320,0.00426,42.76733,-3.28979,27.81372,2.14854,32.13275,6.18385,0.95964,0.00306,0.05700,0.27533,1,1,
06.19 20:00:35,38,-1.06303,0.37828,9.81144,-0.00639,-0.00320,0.00639,42.76733,-3.28979,27.81372,2.14954,32.15304,6.18339,0.95959,0.00306,0.05700,0.27550,1,1,
06.19 20:00:35,39,-1.06303,0.37828,9.81144,-0.00639,-0.00213,0.00533,42.76733,-3.28979,27.81372,2.15047,32.17223,6.18305,0.95955,0.00306,0.05700,0.27566,1,1,
06.19 20:00:35,40,-1.06303,0.37828,9.81144,-0.00639,-0.00320,0.00533,42.76733,-3.28979,27.81372,2.15134,32.19051,6.18262,0.95950,0.00306,0.05700,0.27581,1,1,
06.19 20:00:35,41,-1.06781,0.37828,9.81144,-0.00639,-0.00213,0.00639,42.76733,-3.28979,27.81372,2.15216,32.20805,6.18298,0.95946,0.00306,0.05701,0.27596,1,1,
06.19 20:00:35,42,-1.06303,0.38307,9.81623,-0.00639,-0.00213,0.00639,43.21594,-2.84119,27.66418,2.15357,32.23254,6.18259,0.95940,0.00306,0.05701,0.27616,1,1,
06.19 20:00:35,43,-1.05824,0.38307,9.81623,-0.00639,-0.00213,0.00639,43.21594,-2.84119,27.66418,2.15490,32.25596,6.18157,0.95935,0.00306,0.05700,0.27636,1,1,
06.19 20:00:35,44,-1.05824,0.37828,9.81144,-0.00639,-0.00213,0.00639,43.21594,-2.84119,27.66418,2.15554,32.27829,6.18066,0.95929,0.00306,0.05700,0.27655,1,1,
06.19 20:00:35,45,-1.05824,0.37828,9.81623,-0.00639,-0.00213,0.00746,43.21594,-2.84119,27.66418,2.15614,32.29983,6.17972,0.95924,0.00306,0.05699,0.27673,1,1,
06.19 20:00:35,46,-1.05824,0.37828,9.81144,-0.00746,-0.00107,0.00639,43.21594,-2.84119,27.66418,2.15660,32.32035,6.17898,0.95920,0.00305,0.05699,0.27690,1,1,
06.19 20:00:35,47,-1.06303,0.37828,9.81144,-0.00746,-0.00107,0.00533,43.21594,-2.84119,27.66418,2.15702,32.33998,6.17886,0.95915,0.00304,0.05699,0.27706,1,1,
06.19 20:00:35,48,-1.06303,0.37828,9.81144,-0.00746,-0.00107,0.00533,41.87012,-2.99072,29.60815,2.15740,32.35357,6.17875,0.95912,0.00304,0.05699,0.27717,1,1,
06.19 20:00:35,49,-1.06303,0.37828,9.81623,-0.00959,-0.00107,0.00533,41.87012,-2.99072,29.60815,2.15753,32.36666,6.17858,0.95909,0.00304,0.05699,0.27728,1,1,
06.19 20:00:35,50,-1.06781,0.37828,9.81623,-0.00852,-0.00107,0.00533,41.87012,-2.99072,29.60815,2.15773,32.37925,6.17896,0.95906,0.00303,0.05699,0.27739,1,1,
06.19 20:00:35,51,-1.06303,0.37828,9.82102,-0.00852,-0.00213,0.00639,41.87012,-2.99072,29.60815,2.15791,32.39148,6.17862,0.95903,0.00303,0.05699,0.27749,1,1,
06.19 20:00:35,52,-1.06781,0.37828,9.82102,-0.00746,-0.00213,0.00533,41.87012,-2.99072,29.60815,2.15815,32.40317,6.17881,0.95900,0.00302,0.05699,0.27759,1,1,
06.19 20:00:35,53,-1.06781,0.37828,9.82102,-0.00852,-0.00320,0.00533,41.42151,-4.63562,29.15955,2.15826,32.39337,6.17889,0.95902,0.00303,0.05699,0.27751,1,1,
06.19 20:00:35,54,-1.06303,0.37828,9.82102,-0.00639,-0.00320,0.00533,41.42151,-4.63562,29.15955,2.15857,32.38395,6.17844,0.95904,0.00304,0.05699,0.27743,1,1,
06.19 20:00:35,55,-1.06303,0.37828,9.82102,-0.00639,-0.00320,0.00533,41.42151,-4.63562,29.15955,2.15885,32.37490,6.17800,0.95907,0.00305,0.05699,0.27735,1,1,
06.19 20:00:35,56,-1.06303,0.37350,9.82102,-0.00746,-0.00426,0.00533,41.42151,-4.63562,29.15955,2.15851,32.36614,6.17747,0.95909,0.00305,0.05698,0.27728,1,1,
06.19 20:00:35,57,-1.06303,0.37350,9.82102,-0.00639,-0.00213,0.00639,41.42151,-4.63562,29.15955,2.15828,32.35785,6.17715,0.95911,0.00305,0.05698,0.27721,1,1,
06.19 20:00:35,58,-1.06781,0.37828,9.82102,-0.00746,-0.00213,0.00639,41.42151,-4.63562,29.15955,2.15843,32.34991,6.17732,0.95913,0.00306,0.05698,0.27714,1,1,
06.19 20:00:35,59,-1.07260,0.37350,9.82102,-0.00746,-0.00213,0.00639,43.06641,-3.88794,28.41187,2.15809,32.35410,6.17795,0.95912,0.00305,0.05698,0.27718,1,1,
06.19 20:00:35,60,-1.07260,0.36871,9.82102,-0.00746,-0.00213,0.00639,43.06641,-3.88794,28.41187,2.15729,32.35812,6.17856,0.95911,0.00304,0.05699,0.27721,1,1,
06.19 20:00:35,61,-1.07260,0.36871,9.82102,-0.00639,-0.00213,0.00639,43.06641,-3.88794,28.41187,2.15660,32.36204,6.17914,0.95910,0.00303,0.05699,0.27725,1,1,
06.19 20:00:35,62,-1.07260,0.36871,9.82102,-0.00639,-0.00213,0.00639,43.06641,-3.88794,28.41187,2.15593,32.36586,6.17970,0.95909,0.00302,0.05699,0.27728,1,1,
06.19 20:00:35,63,-1.07260,0.36871,9.82102,-0.00639,-0.00320,0.00639,43.06641,-3.88794,28.41187,2.15527,32.36959,6.18014,0.95908,0.00301,0.05700,0.27731,1,1,
06.19 20:00:35,64,-1.06781,0.36871,9.82102,-0.00639,-0.00320,0.00533,43.06641,-3.88794,28.41187,2.15461,32.37310,6.18013,0.95907,0.00301,0.05699,0.27734,1,1,
