Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,
06.17 10:59:00,79845,0.50757,0.16281,9.86411,-0.00639,0.00000,0.00533,4.03748,4.03748,28.56140,1.19344,20.01227,-1.94556,-0.98456,-0.01320,0.01491,-0.17389,
06.17 10:59:00,79846,0.49799,0.17238,9.86890,-0.00639,-0.00213,0.00639,2.99072,5.08423,30.20630,1.19390,19.68728,-1.94897,-0.98504,-0.01317,0.01498,-0.17109,
06.17 10:59:00,79847,0.50278,0.18675,9.86890,-0.00746,-0.00320,0.00426,2.99072,3.88794,29.01001,1.19349,19.19102,-1.95322,-0.98577,-0.01311,0.01507,-0.16682,
06.17 10:59:00,79848,0.50757,0.19154,9.86411,-0.00852,-0.00213,0.00639,2.99072,3.88794,29.01001,1.19212,18.69412,-1.95779,-0.98649,-0.01304,0.01517,-0.16256,
06.17 10:59:00,79849,0.50757,0.18675,9.86411,-0.01278,-0.00213,0.00639,1.64490,3.43933,29.75769,1.18985,18.58779,-1.96115,-0.98664,-0.01301,0.01521,-0.16164,
06.17 10:59:00,79850,0.52672,0.17238,9.86890,-0.00852,-0.00107,0.00746,2.09351,3.28979,29.01001,1.18800,18.29423,-1.96502,-0.98704,-0.01296,0.01528,-0.15911,
06.17 10:59:00,79851,0.53151,0.17717,9.85932,-0.00746,0.00000,0.00639,2.24304,4.63562,28.86047,1.18753,18.09726,-1.96884,-0.98731,-0.01293,0.01534,-0.15741,
06.17 10:59:00,79852,0.52672,0.16759,9.86890,-0.00959,-0.00213,0.00533,2.39258,3.58887,29.30908,1.18608,17.74470,-1.97230,-0.98779,-0.01288,0.01541,-0.15437,
06.17 10:59:00,79853,0.51236,0.16759,9.85453,-0.00852,-0.00107,0.00533,2.84119,3.73840,28.56140,1.18427,17.26327,-1.97629,-0.98845,-0.01280,0.01550,-0.15023,
06.17 10:59:00,79854,0.52194,0.16759,9.85453,-0.01065,0.00000,0.00639,3.88794,5.98145,29.30908,1.18165,16.83679,-1.98047,-0.98898,-0.01273,0.01559,-0.14654,
06.17 10:59:00,79855,0.53630,0.16281,9.86890,-0.00639,-0.00107,0.00533,4.33655,3.43933,29.15955,1.17987,15.92245,-1.98395,-0.99013,-0.01259,0.01572,-0.13865,
06.17 10:59:00,79856,0.52194,0.16281,9.86411,-0.00852,-0.00213,0.00746,4.33655,3.43933,29.15955,1.17967,15.00594,-1.98838,-0.99120,-0.01247,0.01586,-0.13072,
06.17 10:59:00,79857,0.51715,0.16281,9.86411,-0.01065,0.00107,0.00533,2.84119,4.93469,29.45862,1.17811,14.69593,-1.99123,-0.99155,-0.01242,0.01592,-0.12804,
06.17 10:59:00,79858,0.51715,0.16759,9.86890,-0.00639,0.00000,0.00426,2.84119,4.93469,29.15955,1.17680,14.38300,-1.99367,-0.99191,-0.01236,0.01597,-0.12534,
06.17 10:59:00,79859,0.52672,0.17238,9.87369,-0.00746,0.00000,0.00533,0.89722,3.28979,29.30908,1.17623,14.62362,-1.99725,-0.99163,-0.01240,0.01598,-0.12742,
06.17 10:59:00,79860,0.52672,0.18196,9.86890,-0.00746,-0.00213,0.00746,2.39258,3.58887,27.81372,1.17587,14.25936,-2.00043,-0.99203,-0.01235,0.01605,-0.12426,
06.17 10:59:00,79861,0.52194,0.17717,9.87369,-0.00959,0.00000,0.00426,2.39258,3.58887,27.81372,1.17383,13.89542,-2.00406,-0.99241,-0.01228,0.01612,-0.12111,
06.17 10:59:00,79862,0.51236,0.17238,9.86890,-0.00852,-0.00107,0.00426,1.19629,4.78516,28.41187,1.17255,14.01079,-2.00609,-0.99229,-0.01229,0.01613,-0.12211,
06.17 10:59:00,79863,0.51715,0.17238,9.86411,-0.00852,-0.00107,0.00639,2.24304,3.43933,28.86047,1.17159,13.68616,-2.00921,-0.99263,-0.01224,0.01619,-0.11930,
06.17 10:59:00,79864,0.50757,0.16759,9.86890,-0.00320,0.00000,0.00746,2.24304,3.43933,28.86047,1.17143,13.36334,-2.01294,-0.99297,-0.01219,0.01626,-0.11650,
06.17 10:59:00,79865,0.51715,0.18196,9.86890,-0.00639,0.00000,0.00639,4.78516,4.18701,29.30908,1.17221,12.50740,-2.01549,-0.99381,-0.01208,0.01637,-0.10908,
06.17 10:59:00,79866,0.51715,0.18675,9.85453,-0.00959,0.00000,0.00639,2.39258,4.48608,26.91650,1.17103,12.25112,-2.01846,-0.99405,-0.01204,0.01642,-0.10686,
06.17 10:59:00,79867,0.50278,0.18675,9.86890,-0.00959,0.00107,0.00533,1.94397,5.23376,29.15955,1.16871,12.17412,-2.02099,-0.99412,-0.01201,0.01645,-0.10619,
06.17 10:59:00,79868,0.52194,0.18196,9.84975,-0.00639,-0.00533,0.00426,2.39258,4.48608,29.90723,1.16819,11.93935,-2.02497,-0.99434,-0.01197,0.01651,-0.10416,
06.17 10:59:00,79869,0.51715,0.17238,9.87369,-0.00746,0.00320,0.00426,2.39258,4.48608,29.90723,1.16764,11.70470,-2.02882,-0.99456,-0.01194,0.01657,-0.10212,
06.17 10:59:00,79870,0.51236,0.17238,9.85932,-0.00959,-0.00213,0.00533,4.78516,4.48608,29.01001,1.16612,10.89465,-2.03053,-0.99524,-0.01181,0.01667,-0.09508,
06.17 10:59:00,79871,0.51236,0.14365,9.86890,-0.01491,0.00213,0.00533,3.73840,4.33655,30.65491,1.16193,10.27994,-2.03347,-0.99575,-0.01169,0.01676,-0.08975,
06.17 10:59:00,79872,0.50757,0.15323,9.84975,-0.00852,0.00000,0.00426,3.73840,4.33655,30.65491,1.16004,9.66469,-2.03527,-0.99620,-0.01158,0.01684,-0.08440,
06.17 10:59:00,79873,0.51236,0.13886,9.87848,-0.00746,-0.00107,0.00320,2.84119,3.73840,29.75769,1.15834,9.18807,-2.03842,-0.99655,-0.01150,0.01692,-0.08025,
06.17 10:59:00,79874,0.50278,0.15323,9.87848,-0.00320,0.00000,0.00639,2.09351,3.58887,28.41187,1.15995,8.93634,-2.04025,-0.99673,-0.01148,0.01696,-0.07807,
06.17 10:59:00,79875,0.52672,0.16759,9.87369,-0.01172,-0.00107,0.00852,3.58887,3.88794,29.30908,1.15923,8.26600,-2.04425,-0.99716,-0.01137,0.01706,-0.07223,
06.17 10:59:00,79876,0.52672,0.16281,9.86411,-0.01278,0.00107,0.00533,2.09351,4.48608,28.71094,1.15622,8.10042,-2.04638,-0.99726,-0.01132,0.01710,-0.07079,
06.17 10:59:00,79877,0.52194,0.14844,9.86411,-0.01065,0.00000,0.00426,2.09351,4.48608,28.71094,1.15312,7.93450,-2.04937,-0.99736,-0.01127,0.01714,-0.06935,
06.17 10:59:00,79878,0.53151,0.15323,9.85932,-0.00533,0.00107,0.00426,2.69165,4.48608,30.20630,1.15274,7.62054,-2.05138,-0.99756,-0.01122,0.01719,-0.06662,
06.17 10:59:00,79879,0.52194,0.16759,9.86890,-0.00533,0.00107,0.00320,1.34583,4.03748,29.75769,1.15298,7.69740,-2.05256,-0.99751,-0.01124,0.01719,-0.06729,
06.17 10:59:00,79880,0.48363,0.18196,9.85932,-0.00746,-0.00107,0.00533,1.34583,4.03748,29.75769,1.15269,7.77497,-2.05535,-0.99746,-0.01125,0.01721,-0.06796,
06.17 10:59:00,79881,0.46926,0.18675,9.85453,-0.01172,-0.00213,0.00746,1.79443,5.08423,30.20630,1.15037,7.74879,-2.05846,-0.99748,-0.01123,0.01724,-0.06773,
06.17 10:59:00,79882,0.47884,0.18196,9.86411,-0.00533,-0.00426,0.00639,2.39258,5.08423,30.80444,1.14871,7.56806,-2.06250,-0.99759,-0.01119,0.01730,-0.06616,
06.17 10:59:00,79883,0.51236,0.18196,9.86890,-0.00426,-0.00320,0.00426,2.99072,3.28979,28.71094,1.15032,6.93846,-2.06692,-0.99793,-0.01111,0.01740,-0.06068,
06.17 10:59:00,79884,0.53630,0.18196,9.87369,-0.00426,-0.00320,0.00639,0.59814,3.28979,28.41187,1.15133,7.34382,-2.07155,-0.99772,-0.01118,0.01740,-0.06421,
06.17 10:59:00,79885,0.54109,0.18675,9.86890,-0.00852,0.00000,0.00533,0.59814,3.28979,28.41187,1.15161,7.74929,-2.07530,-0.99747,-0.01125,0.01739,-0.06774,
06.17 10:59:00,79886,0.52194,0.19154,9.86890,-0.01172,0.00107,0.00320,2.99072,3.58887,28.41187,1.14926,7.18679,-2.07685,-0.99780,-0.01114,0.01746,-0.06284,
06.17 10:59:00,79887,0.50757,0.17717,9.84975,-0.00746,0.00107,0.00426,2.84119,4.03748,28.56140,1.14782,6.75542,-2.07779,-0.99802,-0.01107,0.01751,-0.05908,
06.17 10:59:00,79888,0.49321,0.17717,9.87369,-0.00533,-0.00213,0.00426,2.69165,4.78516,27.81372,1.14688,6.45934,-2.08041,-0.99817,-0.01101,0.01756,-0.05651,
06.17 10:59:00,79889,0.50278,0.18196,9.85453,-0.00533,-0.00533,0.00746,2.54211,4.63562,29.75769,1.14821,6.20315,-2.08407,-0.99830,-0.01099,0.01762,-0.05428,
06.17 10:59:00,79890,0.52672,0.17717,9.87369,-0.00959,-0.00213,0.00852,3.43933,2.24304,29.45862,1.14654,5.11319,-2.08819,-0.99876,-0.01081,0.01776,-0.04478,
06.17 10:59:00,79891,0.52672,0.16281,9.85453,-0.01172,-0.00107,0.00639,3.14026,3.73840,28.56140,1.14377,4.53264,-2.08985,-0.99899,-0.01069,0.01783,-0.03972,
06.17 10:59:00,79892,0.53630,0.14365,9.86890,-0.01385,0.00213,0.00746,2.39258,3.88794,27.21558,1.13912,4.21306,-2.09219,-0.99909,-0.01060,0.01788,-0.03693,
06.17 10:59:00,79893,0.53630,0.16281,9.86890,-0.00320,0.00213,0.00533,2.39258,3.88794,27.21558,1.13992,3.89296,-2.09346,-0.99918,-0.01056,0.01792,-0.03414,
06.17 10:59:00,79894,0.52194,0.16759,9.88326,-0.00852,0.00107,0.00639,2.24304,3.14026,28.86047,1.13983,3.52196,-2.09508,-0.99929,-0.01050,0.01797,-0.03090,
06.17 10:59:00,79895,0.49321,0.17717,9.86890,-0.00533,0.00107,0.00426,3.14026,4.03748,28.86047,1.14036,2.99766,-2.09655,-0.99943,-0.01042,0.01803,-0.02633,
06.17 10:59:00,79896,0.46926,0.17238,9.85453,-0.01278,-0.00213,0.00533,2.39258,5.08423,28.71094,1.13829,2.80383,-2.09940,-0.99946,-0.01038,0.01807,-0.02464,
06.17 10:59:00,79897,0.48842,0.16281,9.85453,-0.00852,-0.00213,0.00639,3.28979,4.18701,29.60815,1.13604,2.26798,-2.10259,-0.99957,-0.01027,0.01815,-0.01997,
06.17 10:59:00,79898,0.51236,0.15323,9.86890,-0.00320,-0.00320,0.00746,2.54211,4.33655,30.95398,1.13614,1.99106,-2.10550,-0.99962,-0.01023,0.01820,-0.01755,
06.17 10:59:00,79899,0.54109,0.17238,9.86411,-0.00426,-0.00320,0.00746,2.99072,2.09351,29.60815,1.13836,0.95985,-2.10939,-0.99973,-0.01009,0.01832,-0.00856,
06.17 10:59:00,79900,0.54588,0.18196,9.86411,-0.01065,0.00000,0.00533,2.84119,4.03748,29.75769,1.13743,0.53516,-2.11264,-0.99976,-0.01001,0.01839,-0.00485,
06.17 10:59:00,79901,0.51236,0.18675,9.85932,-0.00959,0.00000,0.00426,2.84119,4.03748,29.75769,1.13549,0.10947,-2.11485,-0.99977,-0.00992,0.01844,-0.00114,
06.17 10:59:00,79902,0.49799,0.18196,9.85932,-0.01065,-0.00107,0.00426,2.99072,5.68237,28.11279,1.13400,-0.17449,-2.11662,-0.99976,-0.00987,0.01848,0.00134,
06.17 10:59:00,79903,0.49799,0.17717,9.87369,-0.00533,-0.00213,0.00533,0.14954,3.43933,28.86047,1.13323,0.46222,-2.11920,-0.99977,-0.00996,0.01845,-0.00422,
06.17 10:59:00,79904,0.50757,0.17238,9.87848,-0.00746,-0.00320,0.00639,0.89722,4.78516,29.01001,1.13424,0.72472,-2.12324,-0.99974,-0.01001,0.01846,-0.00651,
06.17 10:59:00,79905,0.52672,0.16759,9.87848,-0.00639,-0.00213,0.00426,1.94397,4.63562,28.56140,1.13355,0.62344,-2.12634,-0.99975,-0.00999,0.01850,-0.00562,
06.17 10:59:00,79906,0.52672,0.16759,9.86411,-0.01065,-0.00107,0.00533,4.18701,4.48608,29.01001,1.13238,-0.09377,-2.12898,-0.99976,-0.00986,0.01859,0.00063,
06.17 10:59:00,79907,0.53151,0.16281,9.87848,-0.00852,-0.00213,0.00533,3.14026,4.03748,29.45862,1.13057,-0.61505,-2.13145,-0.99975,-0.00976,0.01865,0.00518,
06.17 10:59:00,79908,0.53151,0.17238,9.87848,-0.00320,0.00000,0.00533,2.69165,4.18701,30.20630,1.13103,-0.96273,-2.13377,-0.99974,-0.00971,0.01870,0.00822,
06.17 10:59:00,79909,0.52194,0.19154,9.86890,-0.00639,0.00000,0.00639,2.69165,4.18701,30.20630,1.13218,-1.30967,-2.13576,-0.99970,-0.00966,0.01875,0.01124,
06.17 10:59:00,79910,0.50757,0.18675,9.85932,-0.01172,0.00000,0.00639,3.58887,4.18701,29.30908,1.13034,-1.93638,-2.13729,-0.99962,-0.00955,0.01881,0.01671,
06.17 10:59:00,79911,0.49321,0.17717,9.85453,-0.01065,-0.00320,0.00639,2.54211,4.03748,29.15955,1.12726,-2.26558,-2.14035,-0.99958,-0.00946,0.01887,0.01958,
06.17 10:59:00,79912,0.49321,0.17238,9.85932,-0.00746,-0.00320,0.00746,2.69165,3.88794,30.20630,1.12630,-2.65789,-2.14434,-0.99950,-0.00939,0.01893,0.02300,
06.17 10:59:00,79913,0.50757,0.16281,9.86890,-0.00533,-0.00107,0.00533,2.84119,4.33655,27.66418,1.12679,-3.05423,-2.14710,-0.99941,-0.00933,0.01899,0.02646,
06.17 10:59:00,79914,0.51236,0.17238,9.86890,-0.00639,-0.00107,0.00533,2.84119,4.33655,27.66418,1.12778,-3.45057,-2.14984,-0.99931,-0.00927,0.01905,0.02991,
06.17 10:59:00,79915,0.51236,0.17717,9.86890,-0.01065,0.00000,0.00533,1.64490,4.93469,29.15955,1.12722,-3.42719,-2.15131,-0.99932,-0.00927,0.01906,0.02971,
06.17 10:59:00,79916,0.51715,0.17238,9.86411,-0.00959,0.00213,0.00426,4.03748,3.43933,29.75769,1.12515,-4.33957,-2.15207,-0.99905,-0.00910,0.01914,0.03767,
06.17 10:59:00,79917,0.51236,0.16759,9.86890,-0.00533,0.00000,0.00533,4.03748,3.43933,29.75769,1.12537,-5.25541,-2.15313,-0.99873,-0.00895,0.01922,0.04565,
06.17 10:59:00,79918,0.50278,0.16759,9.86411,-0.00639,-0.00213,0.00426,3.28979,4.18701,28.11279,1.12609,-5.81313,-2.15517,-0.99848,-0.00886,0.01928,0.05051,
06.17 10:59:00,79919,0.50278,0.16759,9.85932,-0.00959,-0.00107,0.00426,1.64490,5.53284,29.75769,1.12537,-5.75878,-2.15700,-0.99850,-0.00886,0.01929,0.05004,
06.17 10:59:00,79920,0.49799,0.15323,9.85453,-0.00852,-0.00213,0.00639,3.58887,3.58887,29.01001,1.12380,-6.52470,-2.15986,-0.99816,-0.00872,0.01937,0.05671,
06.17 10:59:00,79921,0.50757,0.14844,9.85932,-0.00533,-0.00213,0.00533,2.84119,5.23376,27.96326,1.12386,-6.81470,-2.16253,-0.99801,-0.00867,0.01942,0.05923,
06.17 10:59:00,79922,0.51715,0.15323,9.86411,-0.00320,-0.00107,0.00746,2.84119,5.23376,27.96326,1.12519,-7.10379,-2.16510,-0.99785,-0.00863,0.01946,0.06175,
06.17 10:59:00,79923,0.53151,0.15802,9.86411,-0.00533,0.00000,0.00639,1.34583,5.23376,29.75769,1.12679,-6.96005,-2.16679,-0.99793,-0.00867,0.01947,0.06050,
06.17 10:59:00,79924,0.52672,0.16759,9.86411,-0.00852,0.00213,0.00639,2.99072,4.48608,29.90723,1.12624,-7.36378,-2.16761,-0.99770,-0.00859,0.01951,0.06401,
06.17 10:59:00,79925,0.52194,0.15802,9.85932,-0.01065,-0.00107,0.00533,2.99072,4.48608,29.90723,1.12377,-7.76772,-2.16973,-0.99748,-0.00850,0.01955,0.06753,
06.17 10:59:00,79926,0.51236,0.14844,9.85932,-0.00959,-0.00107,0.00426,1.19629,4.18701,29.01001,1.12210,-7.59310,-2.17175,-0.99757,-0.00851,0.01956,0.06601,
06.17 10:59:00,79927,0.51715,0.15323,9.86411,-0.00639,-0.00213,0.00639,1.94397,6.13098,29.15955,1.12186,-7.60150,-2.17453,-0.99757,-0.00851,0.01958,0.06608,
06.17 10:59:00,79928,0.51715,0.16281,9.86411,-0.00639,-0.00213,0.00533,2.54211,3.73840,29.75769,1.12291,-7.97023,-2.17771,-0.99736,-0.00845,0.01964,0.06929,
06.17 10:59:00,79929,0.51236,0.17717,9.85932,-0.00746,0.00107,0.00533,2.69165,4.18701,27.51465,1.12284,-8.34467,-2.17944,-0.99712,-0.00839,0.01968,0.07255,
06.17 10:59:00,79930,0.50278,0.17238,9.85932,-0.00959,0.00000,0.00639,2.69165,4.18701,27.51465,1.12166,-8.71913,-2.18074,-0.99687,-0.00831,0.01972,0.07581,
06.17 10:59:00,79931,0.50278,0.17238,9.86411,-0.00746,0.00000,0.00639,2.99072,3.88794,30.20630,1.12053,-9.22133,-2.18191,-0.99654,-0.00821,0.01976,0.08018,
06.17 10:59:00,79932,0.50278,0.16759,9.86411,-0.00639,-0.00107,0.00533,1.94397,4.33655,30.65491,1.12078,-9.30876,-2.18379,-0.99648,-0.00820,0.01979,0.08094,
06.17 10:59:00,79933,0.49799,0.16281,9.87848,-0.00959,-0.00213,0.00533,1.94397,4.33655,30.65491,1.12041,-9.39676,-2.18646,-0.99642,-0.00818,0.01981,0.08170,
06.17 10:59:00,79934,0.49799,0.16281,9.87369,-0.00959,-0.00107,0.00426,2.54211,4.93469,29.15955,1.11899,-9.62820,-2.18841,-0.99625,-0.00813,0.01985,0.08372,
06.17 10:59:00,79935,0.50757,0.15323,9.86890,-0.00852,-0.00213,0.00533,0.59814,3.58887,29.01001,1.11825,-9.16005,-2.19039,-0.99658,-0.00820,0.01983,0.07964,
06.17 10:59:00,79936,0.52194,0.15802,9.86890,-0.00426,-0.00107,0.00639,2.54211,5.53284,29.45862,1.11894,-9.34607,-2.19265,-0.99646,-0.00817,0.01986,0.08126,
06.17 10:59:00,79937,0.53151,0.17238,9.86890,-0.00426,-0.00107,0.00746,2.69165,4.48608,26.91650,1.12041,-9.68372,-2.19456,-0.99621,-0.00812,0.01991,0.08420,
06.17 10:59:00,79938,0.52672,0.18196,9.86890,-0.00639,0.00107,0.00639,2.69165,4.48608,26.91650,1.12114,-10.02154,-2.19585,-0.99595,-0.00807,0.01994,0.08713,
06.17 10:59:00,79939,0.53630,0.17717,9.86890,-0.00959,0.00107,0.00533,2.99072,2.39258,29.60815,1.12026,-10.96077,-2.19668,-0.99521,-0.00790,0.02001,0.09530,
06.17 10:59:00,79940,0.53151,0.17717,9.86890,-0.00852,0.00107,0.00639,2.39258,2.99072,30.50537,1.11895,-11.41107,-2.19770,-0.99482,-0.00781,0.02005,0.09920,
06.17 10:59:00,79941,0.53151,0.17717,9.87369,-0.00746,-0.00107,0.00533,2.39258,2.99072,30.50537,1.11799,-11.86143,-2.19928,-0.99442,-0.00772,0.02010,0.10311,
06.17 10:59:01,79942,0.53151,0.17717,9.86411,-0.00746,-0.00107,0.00533,3.28979,3.28979,28.71094,1.11794,-12.62568,-2.20047,-0.99371,-0.00758,0.02016,0.10974,
06.17 10:59:01,79943,0.52672,0.17238,9.86411,-0.00959,-0.00107,0.00533,1.94397,4.63562,28.86047,1.11695,-12.70997,-2.20240,-0.99363,-0.00756,0.02018,0.11047,
06.17 10:59:01,79944,0.53151,0.15802,9.85932,-0.00852,-0.00213,0.00426,1.79443,3.88794,28.71094,1.11628,-12.79734,-2.20427,-0.99354,-0.00753,0.02020,0.11123,
06.17 10:59:01,79945,0.52672,0.16281,9.85932,-0.00639,-0.00213,0.00320,1.94397,3.43933,29.15955,1.11656,-12.98607,-2.20611,-0.99336,-0.00750,0.02023,0.11286,
06.17 10:59:01,79946,0.51715,0.16759,9.86890,-0.00639,0.00000,0.00426,1.94397,3.43933,29.15955,1.11741,-13.17417,-2.20776,-0.99317,-0.00747,0.02026,0.11449,
06.17 10:59:01,79947,0.50757,0.17238,9.86890,-0.01065,-0.00107,0.00639,1.04675,3.14026,28.86047,1.11708,-12.91028,-2.20888,-0.99343,-0.00752,0.02025,0.11221,
06.17 10:59:01,79948,0.50757,0.16759,9.86411,-0.01065,-0.00107,0.00639,2.24304,3.73840,27.36511,1.11465,-13.19324,-2.21048,-0.99315,-0.00744,0.02028,0.11466,
06.17 10:59:01,79949,0.51236,0.16281,9.86890,-0.00959,-0.00107,0.00639,1.64490,4.03748,29.15955,1.11258,-13.19710,-2.21207,-0.99315,-0.00742,0.02029,0.11469,
06.17 10:59:01,79950,0.52194,0.15802,9.86411,-0.00852,-0.00107,0.00639,2.99072,4.48608,29.60815,1.11143,-13.60396,-2.21387,-0.99275,-0.00734,0.02033,0.11822,
06.17 10:59:01,79951,0.52194,0.16281,9.86411,-0.00746,-0.00107,0.00533,2.39258,3.58887,27.81372,1.11109,-13.96259,-2.21531,-0.99237,-0.00727,0.02037,0.12133,
06.17 10:59:01,79952,0.52194,0.17238,9.86411,-0.00639,-0.00107,0.00639,2.99072,5.08423,29.60815,1.11027,-14.29330,-2.21736,-0.99200,-0.00720,0.02040,0.12419,
06.17 10:59:01,79953,0.52194,0.17238,9.86890,-0.00746,-0.00107,0.00639,2.84119,4.93469,30.35583,1.10972,-14.59236,-2.21941,-0.99168,-0.00714,0.02044,0.12678,
06.17 10:59:01,79954,0.52194,0.17238,9.86890,-0.00959,0.00000,0.00639,2.84119,4.93469,30.35583,1.10838,-14.89093,-2.22126,-0.99135,-0.00708,0.02047,0.12936,
06.17 10:59:01,79955,0.52672,0.17238,9.86411,-0.00746,0.00000,0.00746,2.54211,4.03748,27.96326,1.10710,-15.23139,-2.22221,-0.99096,-0.00700,0.02050,0.13231,
06.17 10:59:01,79956,0.52194,0.17238,9.86411,-0.00959,0.00000,0.00639,3.73840,3.73840,27.66418,1.10649,-16.03536,-2.22310,-0.99000,-0.00685,0.02056,0.13925,
06.17 10:59:01,79957,0.51715,0.16281,9.85932,-0.00852,-0.00107,0.00639,1.34583,5.53284,29.15955,1.10602,-15.87295,-2.22427,-0.99020,-0.00688,0.02056,0.13785,
06.17 10:59:01,79958,0.50757,0.15802,9.85932,-0.00639,0.00000,0.00426,3.28979,3.88794,28.41187,1.10610,-16.50020,-2.22538,-0.98944,-0.00676,0.02060,0.14327,
06.17 10:59:01,79959,0.51236,0.15802,9.85932,-0.00639,-0.00107,0.00639,1.04675,4.63562,29.75769,1.10647,-16.22801,-2.22702,-0.98977,-0.00681,0.02060,0.14092,
06.17 10:59:01,79960,0.52194,0.16281,9.86411,-0.00639,-0.00107,0.00533,2.54211,3.43933,28.86047,1.10703,-16.66525,-2.22858,-0.98923,-0.00674,0.02064,0.14470,
06.17 10:59:01,79961,0.52672,0.17238,9.86411,-0.00746,-0.00107,0.00639,1.94397,2.84119,28.86047,1.10718,-16.93832,-2.22989,-0.98887,-0.00669,0.02067,0.14705,
06.17 10:59:01,79962,0.52194,0.17717,9.85932,-0.00852,-0.00107,0.00639,1.94397,2.84119,28.86047,1.10677,-17.21089,-2.23170,-0.98852,-0.00663,0.02070,0.14940,
06.17 10:59:01,79963,0.52194,0.16759,9.85932,-0.00959,-0.00320,0.00533,2.99072,5.08423,29.60815,1.10572,-17.54258,-2.23350,-0.98809,-0.00656,0.02073,0.15226,
06.17 10:59:01,79964,0.52194,0.16759,9.85453,-0.00639,-0.00107,0.00533,3.73840,3.73840,29.75769,1.10520,-18.33908,-2.23498,-0.98700,-0.00641,0.02079,0.15913,
06.17 10:59:01,79965,0.51715,0.17238,9.85932,-0.00746,0.00000,0.00533,3.43933,4.93469,29.45862,1.10536,-18.81990,-2.23634,-0.98633,-0.00632,0.02083,0.16326,
06.17 10:59:01,79966,0.52194,0.18196,9.85932,-0.00852,-0.00107,0.00533,1.79443,2.69165,29.01001,1.10442,-19.03850,-2.23766,-0.98602,-0.00627,0.02085,0.16515,
06.17 10:59:01,79967,0.52194,0.17717,9.86890,-0.00746,-0.00213,0.00533,2.99072,4.48608,27.81372,1.10340,-19.46749,-2.23938,-0.98539,-0.00618,0.02089,0.16884,
06.17 10:59:01,79968,0.52194,0.16759,9.86411,-0.00746,-0.00107,0.00639,2.24304,4.33655,29.75769,1.10295,-19.65918,-2.24060,-0.98510,-0.00614,0.02091,0.17049,
06.17 10:59:01,79969,0.52672,0.16759,9.86411,-0.00639,0.00000,0.00639,1.04675,4.03748,30.05676,1.10287,-19.36349,-2.24173,-0.98555,-0.00620,0.02090,0.16795,
06.17 10:59:01,79970,0.51715,0.16759,9.85932,-0.00852,0.00000,0.00533,1.04675,4.03748,30.05676,1.10255,-19.06931,-2.24239,-0.98597,-0.00625,0.02089,0.16541,
06.17 10:59:01,79971,0.52194,0.16759,9.86411,-0.00852,-0.00107,0.00639,2.69165,5.08423,27.51465,1.10199,-19.33780,-2.24340,-0.98559,-0.00619,0.02091,0.16773,
06.17 10:59:01,79972,0.52194,0.16281,9.86411,-0.00852,-0.00320,0.00639,3.28979,4.48608,27.81372,1.10110,-19.86039,-2.24556,-0.98480,-0.00608,0.02096,0.17221,
06.17 10:59:01,79973,0.52194,0.16281,9.86890,-0.00746,-0.00107,0.00533,2.09351,3.58887,29.60815,1.10043,-20.07768,-2.24752,-0.98447,-0.00604,0.02098,0.17408,
06.17 10:59:01,79974,0.52672,0.17238,9.86890,-0.00639,-0.00107,0.00746,2.84119,1.64490,29.15955,1.10062,-21.37555,-2.24869,-0.98244,-0.00580,0.02106,0.18522,
06.17 10:59:01,79975,0.52194,0.17238,9.85453,-0.00852,-0.00107,0.00639,2.84119,1.64490,29.15955,1.10062,-22.68107,-2.24964,-0.98026,-0.00555,0.02113,0.19640,
06.17 10:59:01,79976,0.52194,0.17717,9.85932,-0.00959,0.00000,0.00426,3.43933,4.03748,30.05676,1.09975,-23.32419,-2.25044,-0.97915,-0.00543,0.02117,0.20190,
06.17 10:59:01,79977,0.51715,0.17238,9.85453,-0.00852,-0.00107,0.00639,2.24304,4.33655,28.26233,1.09868,-23.53110,-2.25151,-0.97879,-0.00538,0.02119,0.20367,
06.17 10:59:01,79978,0.51715,0.17238,9.84975,-0.00746,-0.00213,0.00639,2.24304,4.33655,28.26233,1.09830,-23.73828,-2.25360,-0.97842,-0.00533,0.02121,0.20544,
06.17 10:59:01,79979,0.51715,0.16759,9.84975,-0.00533,-0.00213,0.00746,4.03748,4.03748,28.86047,1.09868,-24.57376,-2.25471,-0.97689,-0.00518,0.02126,0.21256,
06.17 10:59:01,79980,0.51236,0.16281,9.85453,-0.00639,0.00000,0.00533,3.73840,3.43933,28.26233,1.09932,-25.48037,-2.25568,-0.97517,-0.00501,0.02131,0.22028,
06.17 10:59:01,79981,0.50757,0.16759,9.85932,-0.00852,0.00000,0.00533,1.19629,4.18701,28.71094,1.09932,-25.26377,-2.25654,-0.97559,-0.00505,0.02131,0.21844,
06.17 10:59:01,79982,0.51236,0.16759,9.85932,-0.00746,0.00000,0.00426,2.99072,4.18701,27.51465,1.09875,-25.75426,-2.25709,-0.97464,-0.00496,0.02134,0.22261,
06.17 10:59:01,79983,0.51236,0.16759,9.86411,-0.00852,-0.00213,0.00639,2.99072,4.18701,27.51465,1.09851,-26.24400,-2.25842,-0.97369,-0.00486,0.02137,0.22678,
