Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,
06.17 10:59:06,80471,0.51715,0.17717,9.86411,-0.00959,-0.00213,0.00639,2.99072,2.69165,30.20630,1.09293,17.84233,-2.09080,0.98765,0.01225,-0.01654,0.15521,
06.17 10:59:06,80472,0.51236,0.17717,9.86890,-0.00746,-0.00107,0.00533,2.99072,2.69165,30.20630,1.09224,15.29328,-2.09084,0.99086,0.01187,-0.01681,0.13320,
06.17 10:59:06,80473,0.51236,0.17238,9.86890,-0.00639,-0.00107,0.00746,4.03748,5.53284,28.86047,1.09247,13.72633,-2.09053,0.99259,0.01164,-0.01697,0.11964,
06.17 10:59:06,80474,0.51236,0.17717,9.85932,-0.00746,0.00000,0.00639,3.14026,3.14026,29.75769,1.09230,11.43956,-2.09025,0.99478,0.01130,-0.01720,0.09981,
06.17 10:59:06,80475,0.51236,0.17238,9.85932,-0.00639,-0.00213,0.00746,2.24304,5.53284,30.35583,1.09267,11.38721,-2.09029,0.99483,0.01130,-0.01720,0.09936,
06.17 10:59:06,80476,0.51236,0.16759,9.85932,-0.00746,-0.00107,0.00426,3.88794,4.18701,28.71094,1.09266,9.14599,-2.09017,0.99658,0.01096,-0.01742,0.07988,
06.17 10:59:06,80477,0.51715,0.17717,9.85453,-0.00852,0.00000,0.00533,3.88794,4.18701,28.71094,1.09327,6.89079,-2.08955,0.99795,0.01062,-0.01763,0.06025,
06.17 10:59:06,80478,0.51715,0.17238,9.85932,-0.00852,-0.00107,0.00426,2.84119,4.63562,30.05676,1.09315,6.00410,-2.08941,0.99840,0.01048,-0.01771,0.05253,
06.17 10:59:06,80479,0.51715,0.17238,9.86411,-0.00852,-0.00107,0.00533,2.24304,4.93469,29.45862,1.09335,5.77994,-2.08886,0.99850,0.01045,-0.01772,0.05058,
06.17 10:59:06,80480,0.52672,0.16759,9.86890,-0.00959,0.00000,0.00533,2.54211,4.03748,29.45862,1.09298,4.92229,-2.08791,0.99885,0.01031,-0.01779,0.04310,
06.17 10:59:06,80481,0.52672,0.17238,9.86890,-0.00746,-0.00107,0.00746,3.43933,5.23376,28.56140,1.09323,3.67946,-2.08731,0.99925,0.01012,-0.01790,0.03227,
06.17 10:59:06,80482,0.52194,0.18196,9.86890,-0.00852,-0.00107,0.00426,3.43933,4.63562,28.86047,1.09306,2.12651,-2.08710,0.99960,0.00987,-0.01803,0.01873,
06.17 10:59:06,80483,0.52672,0.18196,9.86890,-0.00959,0.00000,0.00852,2.84119,2.54211,28.56140,1.09247,-0.55268,-2.08706,0.99976,0.00944,-0.01826,-0.00465,
06.17 10:59:06,80484,0.52194,0.17717,9.86890,-0.00959,-0.00213,0.00533,1.94397,3.14026,28.86047,1.09185,-1.08737,-2.08688,0.99974,0.00935,-0.01830,-0.00931,
06.17 10:59:06,80485,0.52194,0.17238,9.86890,-0.00746,-0.00107,0.00639,1.94397,3.14026,28.86047,1.09125,-1.62243,-2.08677,0.99967,0.00926,-0.01834,-0.01398,
06.17 10:59:06,80486,0.52194,0.17238,9.86890,-0.00746,0.00000,0.00639,2.54211,4.33655,28.86047,1.09154,-2.36648,-2.08689,0.99958,0.00915,-0.01840,-0.02047,
06.17 10:59:06,80487,0.52194,0.17717,9.86890,-0.00852,-0.00107,0.00533,2.39258,5.08423,29.01001,1.09131,-2.70716,-2.08643,0.99950,0.00909,-0.01843,-0.02344,
06.17 10:59:06,80488,0.52194,0.18196,9.87369,-0.00852,-0.00107,0.00746,4.48608,3.58887,28.41187,1.09105,-6.03690,-2.08634,0.99839,0.00855,-0.01868,-0.05247,
06.17 10:59:06,80489,0.51715,0.17717,9.87369,-0.00746,-0.00107,0.00639,2.69165,3.88794,29.30908,1.09121,-7.20611,-2.08618,0.99781,0.00836,-0.01877,-0.06265,
06.17 10:59:06,80490,0.51715,0.17717,9.86890,-0.00639,-0.00213,0.00533,2.69165,2.99072,29.30908,1.09138,-9.13589,-2.08649,0.99662,0.00804,-0.01891,-0.07945,
06.17 10:59:06,80491,0.51715,0.17238,9.86411,-0.00959,-0.00107,0.00533,3.14026,3.73840,29.75769,1.09167,-10.99910,-2.08630,0.99519,0.00774,-0.01903,-0.09564,
06.17 10:59:06,80492,0.52194,0.17238,9.86411,-0.00852,0.00107,0.00746,2.39258,2.69165,30.20630,1.09139,-12.71611,-2.08511,0.99364,0.00745,-0.01914,-0.11054,
06.17 10:59:06,80493,0.51715,0.16281,9.86890,-0.00852,0.00000,0.00746,2.39258,2.69165,30.20630,1.09092,-14.44100,-2.08349,0.99186,0.00716,-0.01923,-0.12548,
06.17 10:59:06,80494,0.51715,0.16759,9.87369,-0.00852,0.00000,0.00746,3.14026,2.24304,27.96326,1.09084,-18.12010,-2.08313,0.98733,0.00654,-0.01945,-0.15726,
06.17 10:59:06,80495,0.51715,0.16759,9.86890,-0.01065,-0.00107,0.00426,1.64490,4.03748,28.86047,1.09009,-17.85369,-2.08294,0.98771,0.00658,-0.01943,-0.15497,
06.17 10:59:06,80496,0.51236,0.16759,9.87369,-0.00746,-0.00107,0.00533,2.09351,5.38330,28.71094,1.08988,-17.83291,-2.08290,0.98773,0.00658,-0.01943,-0.15479,
06.17 10:59:06,80497,0.51236,0.17238,9.87369,-0.00533,-0.00107,0.00746,3.28979,3.28979,27.81372,1.09090,-20.39932,-2.08259,0.98401,0.00615,-0.01957,-0.17687,
06.17 10:59:06,80498,0.50757,0.16759,9.87369,-0.00746,-0.00107,0.00533,2.24304,4.33655,30.65491,1.09134,-20.77110,-2.08200,0.98344,0.00609,-0.01959,-0.18006,
06.17 10:59:06,80499,0.51236,0.17717,9.87848,-0.00746,0.00107,0.00746,3.88794,3.58887,29.01001,1.09142,-23.70597,-2.08129,0.97850,0.00559,-0.01973,-0.20518,
06.17 10:59:06,80500,0.51715,0.18675,9.86890,-0.00852,-0.00107,0.00639,1.79443,5.38330,27.51465,1.09124,-23.39309,-2.08061,0.97906,0.00564,-0.01971,-0.20251,
06.17 10:59:06,80501,0.52194,0.18675,9.85932,-0.00852,-0.00213,0.00533,1.79443,5.38330,27.51465,1.09104,-23.08075,-2.08091,0.97960,0.00569,-0.01970,-0.19984,
06.17 10:59:06,80502,0.52672,0.18196,9.85932,-0.00852,-0.00213,0.00533,2.69165,4.48608,28.71094,1.09058,-23.97152,-2.08107,0.97801,0.00554,-0.01974,-0.20745,
06.17 10:59:06,80503,0.52194,0.17238,9.85932,-0.00852,0.00000,0.00639,2.84119,5.23376,30.05676,1.09011,-24.66374,-2.08091,0.97675,0.00541,-0.01977,-0.21335,
06.17 10:59:06,80504,0.51715,0.17717,9.86411,-0.00639,0.00107,0.00639,1.64490,4.03748,29.45862,1.09087,-24.35963,-2.08034,0.97731,0.00547,-0.01975,-0.21076,
06.17 10:59:06,80505,0.52194,0.17717,9.86890,-0.00639,-0.00107,0.00426,2.84119,4.33655,30.05676,1.09169,-25.47055,-2.07960,0.97522,0.00529,-0.01980,-0.22022,
06.17 10:59:06,80506,0.51715,0.17717,9.87369,-0.00746,0.00107,0.00533,2.84119,4.33655,30.05676,1.09237,-26.58397,-2.07918,0.97304,0.00510,-0.01985,-0.22969,
06.17 10:59:06,80507,0.51715,0.17717,9.86890,-0.00852,0.00000,0.00426,3.58887,4.48608,28.71094,1.09270,-28.51806,-2.07850,0.96902,0.00477,-0.01993,-0.24607,
06.17 10:59:06,80508,0.52194,0.18196,9.86411,-0.00852,0.00000,0.00639,3.28979,4.18701,27.81372,1.09227,-30.36177,-2.07741,0.96494,0.00445,-0.01999,-0.26164,
06.17 10:59:06,80509,0.52672,0.18196,9.86411,-0.00533,-0.00107,0.00639,3.28979,4.18701,27.81372,1.09293,-32.21423,-2.07710,0.96058,0.00413,-0.02006,-0.27720,
06.17 10:59:06,80510,0.53151,0.17717,9.86411,-0.00746,0.00000,0.00746,2.09351,3.28979,30.80444,1.09344,-32.85374,-2.07676,0.95902,0.00403,-0.02008,-0.28255,
06.17 10:59:06,80511,0.52672,0.17717,9.86411,-0.00959,0.00000,0.00533,2.09351,5.08423,29.60815,1.09346,-32.86946,-2.07629,0.95898,0.00402,-0.02008,-0.28268,
06.17 10:59:06,80512,0.52672,0.17238,9.86411,-0.00852,-0.00107,0.00639,2.39258,4.48608,29.30908,1.09271,-33.40732,-2.07575,0.95765,0.00393,-0.02009,-0.28719,
06.17 10:59:06,80513,0.52194,0.17717,9.86890,-0.00852,-0.00107,0.00639,3.43933,4.33655,29.45862,1.09218,-35.29274,-2.07588,0.95278,0.00359,-0.02015,-0.30290,
06.17 10:59:06,80514,0.52672,0.17717,9.86890,-0.00852,0.00000,0.00533,3.43933,4.33655,29.45862,1.09211,-37.18563,-2.07526,0.94765,0.00326,-0.02020,-0.31860,
06.17 10:59:06,80515,0.52194,0.17717,9.86411,-0.00639,-0.00107,0.00533,2.99072,5.08423,27.81372,1.09164,-38.18388,-2.07506,0.94484,0.00308,-0.02023,-0.32684,
06.17 10:59:06,80516,0.52194,0.17717,9.86890,-0.00852,-0.00107,0.00320,2.39258,4.18701,29.01001,1.09181,-38.86626,-2.07524,0.94289,0.00296,-0.02025,-0.33247,
06.17 10:59:06,80517,0.51715,0.17717,9.86411,-0.00852,-0.00107,0.00533,2.54211,5.23376,30.05676,1.09171,-39.29513,-2.07520,0.94163,0.00288,-0.02026,-0.33599,
06.17 10:59:06,80518,0.51715,0.17717,9.86411,-0.00852,-0.00107,0.00533,2.69165,4.78516,29.60815,1.09097,-40.04674,-2.07515,0.93941,0.00274,-0.02027,-0.34216,
06.17 10:59:06,80519,0.52194,0.17717,9.86890,-0.00639,0.00000,0.00533,3.88794,2.99072,29.30908,1.09132,-43.77629,-2.07432,0.92777,0.00209,-0.02035,-0.37254,
06.17 10:59:06,80520,0.52194,0.17238,9.86890,-0.00639,-0.00107,0.00639,2.24304,3.73840,28.26233,1.09245,-44.52124,-2.07378,0.92534,0.00197,-0.02036,-0.37858,
06.17 10:59:06,80521,0.52194,0.17238,9.86890,-0.00852,-0.00107,0.00533,3.73840,5.23376,29.75769,1.09310,-46.19003,-2.07365,0.91972,0.00168,-0.02039,-0.39201,
06.17 10:59:06,80522,0.52194,0.17238,9.86411,-0.00746,-0.00213,0.00533,3.73840,5.23376,29.75769,1.09369,-47.86478,-2.07387,0.91389,0.00138,-0.02041,-0.40540,
06.17 10:59:06,80523,0.52672,0.17238,9.86411,-0.00852,-0.00107,0.00639,3.73840,4.03748,30.05676,1.09345,-50.39098,-2.07354,0.90474,0.00093,-0.02043,-0.42545,
06.17 10:59:06,80524,0.52672,0.17238,9.86411,-0.00746,-0.00107,0.00639,2.54211,3.73840,28.56140,1.09347,-51.60030,-2.07298,0.90020,0.00072,-0.02044,-0.43499,
06.17 10:59:06,80525,0.52194,0.17238,9.86411,-0.00852,-0.00213,0.00533,3.73840,2.84119,28.26233,1.09357,-55.48145,-2.07299,0.88495,0.00002,-0.02045,-0.46521,
06.17 10:59:06,80526,0.52194,0.17238,9.86411,-0.00852,-0.00107,0.00639,2.39258,2.99072,29.30908,1.09298,-57.07960,-2.07311,0.87838,-0.00027,-0.02045,-0.47751,
06.17 10:59:06,80527,0.52672,0.17717,9.86890,-0.00639,-0.00107,0.00533,1.79443,3.88794,29.30908,1.09297,-57.05149,-2.07336,0.87850,-0.00026,-0.02045,-0.47729,
06.17 10:59:06,80528,0.52194,0.18196,9.86411,-0.00852,0.00000,0.00426,2.69165,5.38330,28.71094,1.09349,-57.62604,-2.07291,0.87609,-0.00036,-0.02045,-0.48168,
06.17 10:59:06,80529,0.52194,0.18196,9.86890,-0.00852,-0.00107,0.00639,2.09351,1.49536,30.50537,1.09318,-61.29861,-2.07274,0.86021,-0.00101,-0.02042,-0.50952,
06.17 10:59:06,80530,0.51715,0.19154,9.86890,-0.00852,0.00000,0.00533,2.09351,1.49536,30.50537,1.09229,-65.00498,-2.07199,0.84328,-0.00168,-0.02037,-0.53705,
06.17 10:59:06,80531,0.51715,0.18675,9.87369,-0.01065,-0.00107,0.00746,1.34583,2.84119,29.45862,1.09195,-64.37680,-2.07201,0.84621,-0.00157,-0.02038,-0.53244,
06.17 10:59:06,80532,0.51715,0.18675,9.87369,-0.00959,-0.00107,0.00639,2.99072,4.78516,29.01001,1.09094,-65.55059,-2.07227,0.84072,-0.00179,-0.02036,-0.54108,
06.17 10:59:06,80533,0.51236,0.18196,9.86890,-0.00746,-0.00213,0.00639,4.03748,4.63562,30.35583,1.09084,-68.01147,-2.07234,0.82890,-0.00222,-0.02031,-0.55899,
06.17 10:59:06,80534,0.51236,0.18196,9.85932,-0.00639,0.00000,0.00639,2.84119,4.33655,29.75769,1.09158,-69.24385,-2.07202,0.82284,-0.00243,-0.02029,-0.56787,
06.17 10:59:06,80535,0.51236,0.17717,9.86411,-0.00746,0.00000,0.00639,2.84119,4.33655,29.75769,1.09234,-70.47953,-2.07158,0.81667,-0.00265,-0.02026,-0.57671,
06.17 10:59:06,80536,0.51236,0.17717,9.87369,-0.00746,-0.00213,0.00533,1.34583,4.03748,30.05676,1.09306,-69.52690,-2.07190,0.82144,-0.00247,-0.02029,-0.56991,
06.17 10:59:06,80537,0.52672,0.17717,9.86890,-0.00852,-0.00213,0.00639,1.19629,4.18701,27.21558,1.09318,-68.46550,-2.07246,0.82668,-0.00229,-0.02032,-0.56230,
06.17 10:59:06,80538,0.52194,0.17717,9.85932,-0.00852,-0.00213,0.00533,1.19629,4.18701,27.21558,1.09309,-67.40895,-2.07344,0.83183,-0.00211,-0.02034,-0.55463,
06.17 10:59:06,80539,0.51715,0.17717,9.86411,-0.00852,-0.00213,0.00639,1.04675,4.33655,29.75769,1.09287,-65.92490,-2.07366,0.83894,-0.00184,-0.02037,-0.54382,
06.17 10:59:06,80540,0.51715,0.17717,9.86890,-0.00852,-0.00107,0.00639,3.14026,2.54211,28.86047,1.09295,-69.57769,-2.07364,0.82118,-0.00249,-0.02030,-0.57028,
06.17 10:59:06,80541,0.51715,0.18196,9.86890,-0.00852,0.00000,0.00533,2.84119,3.73840,27.66418,1.09277,-71.35265,-2.07306,0.81225,-0.00280,-0.02025,-0.58294,
06.17 10:59:06,80542,0.52194,0.16759,9.86411,-0.00959,0.00000,0.00533,2.84119,4.33655,29.45862,1.09215,-72.60508,-2.07254,0.80583,-0.00303,-0.02022,-0.59178,
06.17 10:59:07,80543,0.52194,0.17238,9.86890,-0.01065,-0.00107,0.00426,2.84119,4.33655,29.45862,1.09053,-73.86114,-2.07217,0.79930,-0.00326,-0.02017,-0.60057,
06.17 10:59:07,80544,0.52194,0.17717,9.86411,-0.00852,-0.00213,0.00533,1.94397,4.93469,29.15955,1.08949,-73.71986,-2.07238,0.80004,-0.00324,-0.02017,-0.59958,
06.17 10:59:07,80545,0.52194,0.16759,9.86411,-0.00639,-0.00107,0.00639,3.43933,4.03748,28.56140,1.08990,-76.06664,-2.07233,0.78759,-0.00365,-0.02010,-0.61583,
06.17 10:59:07,80546,0.52194,0.16759,9.86890,-0.00852,0.00107,0.00533,3.58887,4.48608,28.11279,1.09033,-78.24791,-2.07210,0.77573,-0.00403,-0.02003,-0.63073,
06.17 10:59:07,80547,0.51715,0.17238,9.86411,-0.00639,-0.00107,0.00639,2.39258,2.39258,29.90723,1.09058,-80.75670,-2.07148,0.76173,-0.00446,-0.01993,-0.64755,
06.17 10:59:07,80548,0.50757,0.16759,9.86411,-0.00852,0.00000,0.00533,3.28979,3.58887,28.11279,1.09092,-83.39143,-2.07150,0.74664,-0.00492,-0.01983,-0.66488,
06.17 10:59:07,80549,0.51236,0.16759,9.86411,-0.00852,-0.00107,0.00426,1.34583,4.93469,28.86047,1.09063,-82.36202,-2.07132,0.75259,-0.00474,-0.01987,-0.65816,
06.17 10:59:07,80550,0.51236,0.16759,9.86890,-0.00746,-0.00213,0.00639,3.43933,3.73840,29.45862,1.09100,-85.01846,-2.07169,0.73713,-0.00520,-0.01976,-0.67542,
06.17 10:59:07,80551,0.51715,0.17238,9.86890,-0.00639,0.00107,0.00533,3.43933,3.73840,29.45862,1.09197,-87.69040,-2.07140,0.72118,-0.00565,-0.01964,-0.69242,
06.17 10:59:07,80552,0.51715,0.16759,9.87369,-0.00852,-0.00107,0.00533,2.24304,3.73840,28.86047,1.09258,-88.46994,-2.07133,0.71646,-0.00578,-0.01960,-0.69731,
06.17 10:59:07,80553,0.52672,0.16759,9.86890,-0.00959,0.00000,0.00639,2.84119,4.03748,28.26233,1.09231,-90.03680,-2.07138,0.70685,-0.00605,-0.01952,-0.70704,
06.17 10:59:07,80554,0.52194,0.17238,9.86890,-0.00852,0.00000,0.00639,3.43933,3.43933,28.56140,1.09139,-93.09709,-2.07108,0.68772,-0.00657,-0.01934,-0.72566,
06.17 10:59:07,80555,0.52194,0.17717,9.87848,-0.01065,-0.00213,0.00746,1.19629,2.99072,27.81372,1.09051,-92.09541,-2.07133,0.69404,-0.00641,-0.01939,-0.71963,
06.17 10:59:07,80556,0.51715,0.17238,9.87848,-0.00959,0.00000,0.00639,1.19629,2.99072,27.81372,1.08877,-91.09559,-2.07189,0.70029,-0.00625,-0.01944,-0.71356,
06.17 10:59:07,80557,0.51715,0.17238,9.87369,-0.00746,-0.00107,0.00639,1.04675,3.73840,28.56140,1.08803,-89.59384,-2.07212,0.70958,-0.00600,-0.01952,-0.70432,
06.17 10:59:07,80558,0.51715,0.17717,9.87848,-0.00639,-0.00213,0.00533,2.69165,3.88794,29.90723,1.08827,-90.97128,-2.07375,0.70106,-0.00625,-0.01946,-0.71280,
06.17 10:59:07,80559,0.52194,0.17238,9.87369,-0.00852,-0.00107,0.00426,2.69165,3.88794,29.90723,1.08782,-92.35229,-2.07463,0.69242,-0.00649,-0.01938,-0.72120,
06.17 10:59:07,80560,0.51715,0.16759,9.86890,-0.00639,-0.00213,0.00533,2.09351,4.78516,29.60815,1.08761,-92.43060,-2.07528,0.69193,-0.00651,-0.01938,-0.72167,
06.17 10:59:07,80561,0.52672,0.16759,9.87369,-0.00639,0.00000,0.00639,1.79443,3.58887,29.90723,1.08775,-92.46914,-2.07606,0.69169,-0.00652,-0.01938,-0.72190,
06.17 10:59:07,80562,0.52672,0.17238,9.86890,-0.00852,0.00000,0.00639,3.14026,2.84119,31.25305,1.08770,-95.79250,-2.07632,0.67046,-0.00708,-0.01919,-0.74164,
06.17 10:59:07,80563,0.52672,0.16759,9.86411,-0.00746,-0.00107,0.00639,2.54211,4.63562,29.75769,1.08707,-96.49065,-2.07649,0.66593,-0.00720,-0.01914,-0.74573,
06.17 10:59:07,80564,0.53151,0.16759,9.86411,-0.00746,-0.00320,0.00639,2.54211,4.63562,29.75769,1.08766,-97.19314,-2.07757,0.66135,-0.00732,-0.01911,-0.74977,
06.17 10:59:07,80565,0.52672,0.16759,9.85932,-0.00746,-0.00213,0.00426,3.43933,5.23376,28.56140,1.08829,-98.74612,-2.07833,0.65113,-0.00758,-0.01901,-0.75867,
06.17 10:59:07,80566,0.52672,0.16281,9.85932,-0.00746,0.00213,0.00746,1.34583,4.93469,28.86047,1.08857,-97.66300,-2.07790,0.65827,-0.00740,-0.01909,-0.75249,
06.17 10:59:07,80567,0.52194,0.17238,9.86890,-0.00852,0.00000,0.00426,3.28979,5.38330,30.80444,1.08840,-98.88434,-2.07790,0.65021,-0.00760,-0.01900,-0.75945,
06.17 10:59:07,80568,0.52672,0.18196,9.86890,-0.00746,-0.00107,0.00533,1.64490,3.43933,31.25305,1.08829,-98.56685,-2.07831,0.65231,-0.00755,-0.01903,-0.75765,
06.17 10:59:07,80569,0.52194,0.17717,9.86890,-0.00746,-0.00107,0.00639,2.09351,4.18701,29.01001,1.08834,-98.89522,-2.07879,0.65014,-0.00761,-0.01901,-0.75952,
06.17 10:59:07,80570,0.52194,0.17717,9.86890,-0.00959,0.00000,0.00639,1.34583,4.33655,29.75769,1.08771,-97.82845,-2.07843,0.65718,-0.00743,-0.01907,-0.75344,
06.17 10:59:07,80571,0.52194,0.17717,9.86411,-0.00852,0.00000,0.00639,1.94397,5.53284,29.45862,1.08709,-97.48894,-2.07890,0.65941,-0.00738,-0.01909,-0.75148,
06.17 10:59:07,80572,0.52194,0.17717,9.86411,-0.00852,-0.00107,0.00533,1.94397,5.53284,29.45862,1.08623,-97.14774,-2.07949,0.66165,-0.00733,-0.01911,-0.74951,
06.17 10:59:07,80573,0.52672,0.17238,9.86411,-0.00852,0.00000,0.00533,2.84119,2.84119,29.45862,1.08560,-100.02059,-2.07965,0.64265,-0.00782,-0.01892,-0.76586,
06.17 10:59:07,80574,0.52194,0.17238,9.86890,-0.00746,-0.00107,0.00639,2.99072,4.48608,29.30908,1.08566,-101.45786,-2.07982,0.63299,-0.00805,-0.01882,-0.77386,
06.17 10:59:07,80575,0.51715,0.17717,9.86890,-0.00852,-0.00213,0.00533,1.34583,4.03748,28.86047,1.08454,-100.48647,-2.08106,0.63953,-0.00791,-0.01889,-0.76848,
06.17 10:59:07,80576,0.51715,0.17238,9.86411,-0.00959,0.00000,0.00426,3.28979,3.88794,31.40259,1.08350,-102.79563,-2.08123,0.62392,-0.00829,-0.01872,-0.78120,
06.17 10:59:07,80577,0.52672,0.17717,9.85453,-0.00852,0.00000,0.00533,3.28979,3.88794,31.40259,1.08286,-105.11381,-2.08184,0.60798,-0.00868,-0.01855,-0.79368,
06.17 10:59:07,80578,0.52672,0.18196,9.85453,-0.00852,-0.00213,0.00746,2.39258,4.18701,30.80444,1.08238,-105.79083,-2.08236,0.60329,-0.00879,-0.01849,-0.79724,
06.17 10:59:07,80579,0.52194,0.17717,9.85932,-0.00852,-0.00213,0.00639,5.23376,4.63562,28.86047,1.08152,-109.69220,-2.08340,0.57580,-0.00943,-0.01818,-0.81732,
06.17 10:59:07,80580,0.51715,0.17238,9.86411,-0.00852,-0.00107,0.00426,5.23376,4.63562,28.86047,1.08091,-113.62801,-2.08364,0.54739,-0.01005,-0.01784,-0.83662,
06.17 10:59:07,80581,0.51236,0.17238,9.86890,-0.00746,-0.00426,0.00533,1.49536,3.58887,29.90723,1.08073,-112.97814,-2.08461,0.55213,-0.00996,-0.01790,-0.83349,
06.17 10:59:07,80582,0.51715,0.17717,9.86411,-0.00746,-0.00213,0.00533,2.69165,3.58887,29.01001,1.08079,-114.72427,-2.08588,0.53936,-0.01024,-0.01776,-0.84182,
06.17 10:59:07,80583,0.51715,0.17717,9.86890,-0.00852,-0.00107,0.00426,1.04675,3.73840,27.36511,1.08064,-113.20655,-2.08634,0.55046,-0.01001,-0.01789,-0.83459,
06.17 10:59:07,80584,0.51715,0.18196,9.87369,-0.00959,-0.00213,0.00533,3.58887,3.28979,28.71094,1.07993,-116.81384,-2.08704,0.52392,-0.01058,-0.01757,-0.85150,
06.17 10:59:07,80585,0.51715,0.17717,9.86890,-0.00639,-0.00107,0.00639,3.58887,3.28979,28.71094,1.07961,-120.44572,-2.08808,0.49667,-0.01114,-0.01722,-0.86769,
06.17 10:59:07,80586,0.51715,0.17717,9.87369,-0.00639,-0.00107,0.00639,3.28979,5.38330,29.01001,1.08012,-121.77290,-2.08874,0.48659,-0.01134,-0.01710,-0.87338,
06.17 10:59:07,80587,0.51236,0.17717,9.86890,-0.00959,0.00000,0.00533,3.14026,4.33655,28.86047,1.07945,-123.62582,-2.08907,0.47241,-0.01162,-0.01691,-0.88113,
06.17 10:59:07,80588,0.51715,0.17717,9.85932,-0.00852,0.00000,0.00533,3.14026,4.33655,28.86047,1.07827,-125.48587,-2.08878,0.45804,-0.01189,-0.01671,-0.88867,
06.17 10:59:07,80589,0.52194,0.17238,9.86411,-0.00746,-0.00107,0.00746,3.14026,4.33655,28.26233,1.07807,-127.37395,-2.08922,0.44334,-0.01217,-0.01651,-0.89611,
06.17 10:59:07,80590,0.52194,0.17238,9.86411,-0.00746,-0.00107,0.00533,3.14026,2.84119,29.15955,1.07820,-131.01508,-2.08973,0.41465,-0.01269,-0.01612,-0.90973,
06.17 10:59:07,80591,0.52194,0.17717,9.87369,-0.00852,0.00000,0.00639,4.93469,3.14026,28.26233,1.07757,-136.50378,-2.09047,0.37061,-0.01346,-0.01549,-0.92854,
06.17 10:59:07,80592,0.52194,0.18196,9.86890,-0.00852,0.00000,0.00639,2.99072,3.88794,30.80444,1.07715,-138.49182,-2.09036,0.35445,-0.01373,-0.01525,-0.93484,
06.17 10:59:07,80593,0.51715,0.18196,9.87369,-0.00533,-0.00107,0.00639,2.99072,3.88794,30.80444,1.07739,-140.48749,-2.09118,0.33811,-0.01400,-0.01501,-0.94087,
06.17 10:59:07,80594,0.51715,0.18675,9.87369,-0.00746,0.00000,0.00746,4.63562,4.63562,30.05676,1.07790,-144.07339,-2.09174,0.30851,-0.01446,-0.01458,-0.95099,
06.17 10:59:07,80595,0.51715,0.18196,9.87369,-0.00746,-0.00320,0.00639,2.69165,4.78516,30.50537,1.07795,-144.91920,-2.09260,0.30148,-0.01458,-0.01447,-0.95323,
06.17 10:59:07,80596,0.51715,0.17717,9.87369,-0.00533,-0.00107,0.00639,2.69165,4.78516,29.60815,1.07862,-145.80208,-2.09371,0.29413,-0.01469,-0.01437,-0.95555,
06.17 10:59:07,80597,0.51715,0.17717,9.87369,-0.00639,0.00000,0.00746,3.43933,4.63562,27.96326,1.07961,-147.97307,-2.09383,0.27597,-0.01496,-0.01409,-0.96093,
06.17 10:59:07,80598,0.51715,0.17717,9.86890,-0.00746,-0.00107,0.00639,1.19629,4.78516,29.60815,1.08023,-146.40356,-2.09454,0.28911,-0.01477,-0.01430,-0.95706,
06.17 10:59:07,80599,0.51715,0.17238,9.86890,-0.00746,0.00000,0.00746,1.49536,4.78516,29.60815,1.08035,-145.39609,-2.09411,0.29751,-0.01464,-0.01443,-0.95448,
06.17 10:59:07,80600,0.52672,0.17238,9.86411,-0.00746,-0.00107,0.00533,2.24304,4.63562,30.65491,1.08054,-145.67487,-2.09388,0.29519,-0.01468,-0.01440,-0.95521,
06.17 10:59:07,80601,0.52194,0.17238,9.87369,-0.00746,0.00000,0.00746,2.24304,4.63562,30.65491,1.08084,-145.95424,-2.09445,0.29286,-0.01471,-0.01437,-0.95593,
06.17 10:59:07,80602,0.51715,0.17717,9.88326,-0.00959,0.00107,0.00639,2.84119,2.24304,29.75769,1.08019,-150.28552,-2.09437,0.25653,-0.01525,-0.01380,-0.96631,
06.17 10:59:07,80603,0.51715,0.17717,9.87848,-0.00746,0.00000,0.00639,3.14026,4.03748,28.86047,1.07937,-152.52568,-2.09383,0.23759,-0.01551,-0.01349,-0.97114,
06.17 10:59:07,80604,0.52194,0.17238,9.87369,-0.00746,-0.00107,0.00852,2.84119,4.33655,30.35583,1.07951,-153.92357,-2.09402,0.22572,-0.01568,-0.01330,-0.97396,
06.17 10:59:07,80605,0.52194,0.17238,9.87369,-0.00852,-0.00107,0.00533,3.14026,3.73840,28.86047,1.07935,-156.50473,-2.09453,0.20373,-0.01598,-0.01294,-0.97879,
06.17 10:59:07,80606,0.51715,0.17238,9.87369,-0.00852,0.00000,0.00639,3.14026,3.73840,28.86047,1.07874,-159.09872,-2.09484,0.18152,-0.01627,-0.01257,-0.98315,
06.17 10:59:07,80607,0.51236,0.17238,9.87369,-0.00959,0.00000,0.00426,0.59814,5.38330,30.50537,1.07811,-156.40431,-2.09457,0.20459,-0.01597,-0.01294,-0.97861,
06.17 10:59:07,80608,0.52194,0.17238,9.86890,-0.00852,0.00107,0.00639,1.64490,3.43933,29.15955,1.07741,-156.15974,-2.09381,0.20668,-0.01593,-0.01297,-0.97818,
06.17 10:59:07,80609,0.52672,0.17717,9.86890,-0.00746,0.00107,0.00533,1.64490,3.43933,29.15955,1.07734,-155.91528,-2.09344,0.20876,-0.01590,-0.01300,-0.97774,
