Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,Rest,Mag Disturbance,
06.29 17:04:08:965,41698,0.02208,-0.08131,9.79295,0.00000,0.00000,-0.00000,0.37617,-0.15563,-0.58131,-0.55135,115.40592,-0.19061,0.53431,-0.00116,-0.00496,0.84527,1,0,
06.29 17:04:08:977,41699,0.03467,-0.09123,9.78353,0.00000,0.00000,-0.00000,0.37767,-0.15259,-0.58328,-0.55139,115.40532,-0.19052,0.53431,-0.00117,-0.00496,0.84527,1,0,
06.29 17:04:08:987,41700,0.01861,-0.08957,9.80072,0.00000,0.00000,-0.00000,0.37866,-0.15457,-0.58378,-0.55362,115.40745,-0.19085,0.53430,-0.00117,-0.00497,0.84528,1,0,
06.29 17:04:08:996,41701,0.01570,-0.07505,9.78830,0.00000,0.00000,-0.00000,0.37667,-0.15209,-0.58329,-0.55316,115.40652,-0.19013,0.53430,-0.00118,-0.00497,0.84528,1,0,
06.29 17:04:09:006,41702,0.02168,-0.08229,9.80165,0.00000,0.00000,-0.00000,0.37865,-0.15512,-0.58129,-0.55150,115.41370,-0.18957,0.53425,-0.00117,-0.00495,0.84531,1,0,
06.29 17:04:09:016,41703,0.02386,-0.08710,9.78999,0.00000,0.00000,-0.00000,0.37518,-0.15260,-0.58330,-0.55076,115.41486,-0.18939,0.53424,-0.00117,-0.00495,0.84532,1,0,
06.29 17:04:09:025,41704,0.05293,-0.08599,9.79495,0.00000,0.00000,-0.00000,0.37815,-0.15412,-0.58179,-0.55087,115.41693,-0.18957,0.53423,-0.00117,-0.00495,0.84533,1,0,
06.29 17:04:09:035,41705,0.03899,-0.07320,9.80516,0.00000,0.00000,-0.00000,0.37916,-0.15658,-0.58328,-0.55048,115.41608,-0.18863,0.53423,-0.00117,-0.00494,0.84532,1,0,
06.29 17:04:09:046,41706,0.05449,-0.08253,9.79183,0.00000,0.00000,-0.00000,0.37866,-0.15456,-0.58428,-0.55092,115.41499,-0.18758,0.53424,-0.00118,-0.00494,0.84532,1,0,
06.29 17:04:09:056,41707,0.04312,-0.07092,9.81362,0.00000,0.00000,-0.00000,0.37914,-0.15562,-0.58129,-0.55077,115.41393,-0.18755,0.53425,-0.00118,-0.00494,0.84531,1,0,
06.29 17:04:09:066,41708,0.03890,-0.08725,9.80756,0.00000,0.00000,-0.00000,0.37966,-0.15206,-0.58426,-0.55023,115.41469,-0.18778,0.53424,-0.00118,-0.00493,0.84532,1,0,
06.29 17:04:09:076,41709,0.03181,-0.05358,9.79316,0.00000,0.00000,-0.00000,0.37865,-0.15462,-0.58129,-0.55104,115.41244,-0.18736,0.53426,-0.00119,-0.00494,0.84530,1,0,
06.29 17:04:09:086,41710,0.02781,-0.10001,9.79102,0.00000,0.00000,-0.00000,0.37716,-0.15613,-0.58131,-0.55194,115.41311,-0.18680,0.53426,-0.00120,-0.00494,0.84531,1,0,
06.29 17:04:09:095,41711,0.03011,-0.07597,9.77881,0.00000,0.00000,-0.00000,0.37618,-0.15557,-0.58430,-0.55309,115.41455,-0.18565,0.53424,-0.00121,-0.00495,0.84531,1,0,
06.29 17:04:09:105,41712,0.03310,-0.09864,9.81333,0.00000,0.00000,-0.00000,0.37964,-0.15561,-0.58178,-0.55253,115.41463,-0.18589,0.53424,-0.00120,-0.00494,0.84531,1,0,
06.29 17:04:09:115,41713,0.02828,-0.08132,9.79362,0.00000,0.00000,-0.00000,0.37965,-0.15560,-0.58228,-0.54902,115.41355,-0.18568,0.53425,-0.00119,-0.00492,0.84531,1,0,
06.29 17:04:09:126,41714,0.03404,-0.08934,9.79965,0.00000,0.00000,-0.00000,0.37469,-0.15458,-0.58381,-0.54974,115.41354,-0.18491,0.53425,-0.00120,-0.00492,0.84531,1,0,
06.29 17:04:09:137,41715,0.05800,-0.07965,9.80158,0.00000,0.00000,-0.00000,0.38014,-0.15560,-0.58228,-0.54785,115.40911,-0.18553,0.53428,-0.00119,-0.00491,0.84529,1,0,
06.29 17:04:09:146,41716,0.02181,-0.07882,9.79409,0.00000,0.00000,-0.00000,0.37667,-0.15111,-0.58229,-0.54507,115.40862,-0.18564,0.53429,-0.00117,-0.00489,0.84529,1,0,
06.29 17:04:09:156,41717,0.02741,-0.08037,9.80144,0.00000,0.00000,-0.00000,0.37914,-0.15464,-0.58029,-0.54732,115.40604,-0.18493,0.53431,-0.00119,-0.00490,0.84528,1,0,
06.29 17:04:09:165,41718,0.02732,-0.07239,9.79769,0.00000,0.00000,-0.00000,0.37815,-0.15363,-0.58129,-0.54805,115.40501,-0.18521,0.53432,-0.00119,-0.00491,0.84527,1,0,
06.29 17:04:09:175,41719,0.05167,-0.07238,9.78935,0.00000,0.00000,-0.00000,0.38015,-0.15708,-0.58328,-0.54816,115.40378,-0.18628,0.53432,-0.00118,-0.00491,0.84526,1,0,
06.29 17:04:09:185,41720,0.05198,-0.08081,9.79545,0.00000,0.00000,-0.00000,0.37766,-0.15560,-0.58230,-0.54855,115.40211,-0.18731,0.53434,-0.00118,-0.00492,0.84526,1,0,
06.29 17:04:09:195,41721,0.05430,-0.07513,9.77013,0.00000,0.00000,-0.00000,0.37667,-0.15312,-0.58180,-0.54800,115.40198,-0.18713,0.53434,-0.00118,-0.00491,0.84526,1,0,
06.29 17:04:09:205,41722,0.03254,-0.06886,9.78246,0.00000,0.00000,-0.00000,0.37767,-0.15408,-0.58378,-0.54945,115.40267,-0.18730,0.53433,-0.00118,-0.00493,0.84526,1,0,
06.29 17:04:09:216,41723,0.02301,-0.08502,9.79412,0.00000,0.00000,-0.00000,0.37916,-0.15457,-0.58377,-0.54893,115.40218,-0.18697,0.53434,-0.00118,-0.00492,0.84526,1,0,
06.29 17:04:09:226,41724,0.03859,-0.07285,9.80299,0.00000,0.00000,-0.00000,0.37817,-0.15557,-0.58379,-0.54972,115.40044,-0.18652,0.53435,-0.00119,-0.00492,0.84525,1,0,
06.29 17:04:09:235,41725,0.04800,-0.09081,9.78770,0.00000,0.00000,-0.00000,0.37965,-0.15359,-0.58277,-0.54928,115.39880,-0.18727,0.53436,-0.00118,-0.00492,0.84524,1,0,
06.29 17:04:09:246,41726,0.02241,-0.08320,9.79254,0.00000,0.00000,-0.00000,0.37764,-0.15518,-0.57881,-0.55016,115.39914,-0.18723,0.53436,-0.00118,-0.00493,0.84524,1,0,
06.29 17:04:09:256,41727,0.03573,-0.08153,9.78437,0.00000,0.00000,-0.00000,0.37766,-0.15711,-0.58180,-0.55046,115.40084,-0.18597,0.53435,-0.00120,-0.00493,0.84525,1,0,
06.29 17:04:09:265,41728,0.05254,-0.09640,9.78739,0.00000,0.00000,-0.00000,0.37766,-0.15662,-0.58131,-0.54964,115.40091,-0.18592,0.53435,-0.00119,-0.00492,0.84525,1,0,
06.29 17:04:09:275,41729,0.02285,-0.07116,9.79340,0.00000,0.00000,-0.00000,0.37616,-0.15566,-0.57982,-0.54987,115.40011,-0.18553,0.53435,-0.00120,-0.00492,0.84525,1,0,
06.29 17:04:09:286,41730,0.01729,-0.10066,9.79226,0.00000,0.00000,-0.00000,0.37666,-0.15364,-0.58081,-0.54974,115.40006,-0.18482,0.53435,-0.00120,-0.00492,0.84525,1,0,
06.29 17:04:09:296,41731,0.02514,-0.07265,9.80659,0.00000,0.00000,-0.00000,0.37766,-0.15609,-0.58280,-0.55022,115.40071,-0.18310,0.53435,-0.00122,-0.00491,0.84525,1,0,
06.29 17:04:09:305,41732,0.02407,-0.09400,9.78975,0.00000,0.00000,-0.00000,0.37864,-0.15617,-0.57881,-0.55042,115.39804,-0.18269,0.53437,-0.00122,-0.00491,0.84524,1,0,
06.29 17:04:09:315,41733,0.04025,-0.07143,9.80578,0.00000,0.00000,-0.00000,0.37814,-0.15466,-0.57930,-0.54879,115.39391,-0.18191,0.53440,-0.00122,-0.00490,0.84522,1,0,
06.29 17:04:09:325,41734,0.02090,-0.07873,9.79304,0.00000,0.00000,-0.00000,0.37716,-0.15562,-0.58180,-0.54718,115.39240,-0.18078,0.53441,-0.00122,-0.00488,0.84521,1,0,
06.29 17:04:09:335,41735,0.02806,-0.09165,9.79996,0.00000,0.00000,-0.00000,0.37915,-0.15461,-0.58178,-0.54568,115.39024,-0.18000,0.53442,-0.00122,-0.00486,0.84520,1,0,
06.29 17:04:09:346,41736,0.03528,-0.07255,9.78985,0.00000,0.00000,-0.00000,0.37766,-0.15609,-0.58280,-0.54478,115.39072,-0.17939,0.53442,-0.00122,-0.00485,0.84520,1,0,
06.29 17:04:09:355,41737,0.03692,-0.06898,9.78889,0.00000,0.00000,-0.00000,0.37816,-0.15509,-0.58279,-0.54561,115.38721,-0.17881,0.53445,-0.00123,-0.00486,0.84519,1,0,
06.29 17:04:09:366,41738,0.03159,-0.07716,9.79915,0.00000,0.00000,-0.00000,0.37717,-0.15661,-0.58230,-0.54556,115.38692,-0.17951,0.53445,-0.00122,-0.00486,0.84519,1,0,
06.29 17:04:09:376,41739,0.03682,-0.08977,9.80149,0.00000,0.00000,-0.00000,0.37766,-0.15462,-0.58180,-0.54530,115.38714,-0.17924,0.53445,-0.00122,-0.00486,0.84519,1,0,
06.29 17:04:09:386,41740,0.05323,-0.07093,9.80694,0.00000,0.00000,-0.00000,0.37815,-0.15613,-0.58080,-0.54620,115.38641,-0.17931,0.53445,-0.00122,-0.00486,0.84518,1,0,
06.29 17:04:09:395,41741,0.04799,-0.07418,9.78532,0.00000,0.00000,-0.00000,0.37567,-0.15613,-0.58132,-0.54632,115.38292,-0.17874,0.53448,-0.00123,-0.00486,0.84517,1,0,
