Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,debug0,debug1,debug2,debug3,Rest,Mag Disturbance,
07.02 17:12:15:854,16382,-0.05758,-0.09151,9.79807,0.00000,0.00000,128.05975,0.28630,-0.04603,-0.58065,-0.36239,95.12926,0.26313,0.67475,-0.00383,-0.00078,0.73804,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:858,16383,-0.06421,-0.06704,9.80995,0.00000,0.00000,-24685744208244365821214720.00000,0.28629,-0.04607,-0.57866,-0.36200,95.12843,0.26392,0.67475,-0.00383,-0.00078,0.73803,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:869,16384,-0.05158,-0.07331,9.79986,0.00000,0.00000,-24685744208244365821214720.00000,0.28778,-0.04554,-0.58014,-0.36204,95.12807,0.26301,0.67476,-0.00383,-0.00078,0.73803,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:878,16385,-0.04858,-0.09339,9.79462,0.00000,0.00000,-24685744208244365821214720.00000,0.28827,-0.04859,-0.57716,-0.36232,95.12790,0.26332,0.67476,-0.00383,-0.00078,0.73803,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:889,16386,-0.04114,-0.09324,9.81197,0.00000,0.00000,-24685744208244365821214720.00000,0.28828,-0.04604,-0.57964,-0.36354,95.12873,0.26325,0.67475,-0.00384,-0.00079,0.73804,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:898,16387,-0.06127,-0.07625,9.79727,0.00000,0.00000,-24685744208244365821214720.00000,0.28728,-0.04307,-0.57864,-0.36387,95.12892,0.26320,0.67475,-0.00384,-0.00079,0.73804,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:910,16388,-0.05884,-0.10532,9.82802,0.00000,0.00000,-24685744208244365821214720.00000,0.28827,-0.04557,-0.57864,-0.36294,95.12763,0.26257,0.67476,-0.00383,-0.00079,0.73803,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:918,16389,-0.05356,-0.07243,9.76587,0.00000,0.00000,-24685744208244365821214720.00000,0.28630,-0.04552,-0.58114,-0.36182,95.12751,0.26287,0.67476,-0.00382,-0.00078,0.73803,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:927,16390,-0.07184,-0.10359,9.83126,0.00000,0.00000,-24685744208244365821214720.00000,0.28828,-0.04655,-0.57914,-0.36191,95.12784,0.26367,0.67476,-0.00383,-0.00078,0.73803,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:937,16391,-0.06746,-0.05037,9.78906,0.00000,0.00000,-24685744208244365821214720.00000,0.28729,-0.04502,-0.58113,-0.36236,95.12766,0.26324,0.67476,-0.00383,-0.00078,0.73803,0.00000,0.00000,0.00000,0.00000,1,0,
07.02 17:12:15:949,16392,-0.08342,-0.06783,9.82852,0.00000,0.00000,-24685744208244365821214720.00000,0.28679,-0.04605,-0.57965,-0.36161,95.12949,0.26295,0.67475,-0.00382,-0.00078,0.73804,0.00000,0.00000,0.00000,0.00000,1,0,
