Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,debug0,debug1,debug2,debug3,Rest,Mag Disturbance,
07.10 14:07:08:177,4455,-0.10534,-0.26815,9.75398,-0.00320,0.00533,-0.00852,-6.13098,20.78552,-39.32800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:178,4456,-0.10534,-0.26815,9.75877,-0.00320,0.00639,-0.00746,-5.98145,20.33691,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:178,4457,-0.10534,-0.27294,9.75877,-0.00213,0.00639,-0.00746,-5.98145,20.33691,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:179,4458,-0.10056,-0.27294,9.75877,-0.00213,0.00533,-0.00852,-5.98145,20.33691,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:191,4459,-0.10056,-0.27294,9.75877,-0.00213,0.00639,-0.00852,-5.98145,20.33691,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:192,4460,-0.10056,-0.27294,9.76355,-0.00213,0.00533,-0.00959,-5.98145,20.33691,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:192,4461,-0.10056,-0.27294,9.76355,-0.00213,0.00639,-0.01065,-5.98145,20.33691,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:193,4462,-0.10056,-0.27294,9.76355,-0.00213,0.00639,-0.01065,-4.78516,21.23413,-39.17847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:193,4463,-0.10056,-0.27294,9.76355,-0.00213,0.00639,-0.01065,-4.78516,21.23413,-39.17847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:193,4466,-0.10534,-0.27294,9.76355,-0.00213,0.00533,-0.01065,-4.78516,21.23413,-39.17847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:193,4467,-0.10534,-0.27294,9.76355,-0.00320,0.00426,-0.01065,-8.22449,23.17810,-40.52429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:195,4468,-0.10534,-0.27294,9.76355,-0.00426,0.00426,-0.01065,-8.22449,23.17810,-40.52429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:195,4469,-0.11013,-0.27773,9.76355,-0.00320,0.00533,-0.01065,-8.22449,23.17810,-40.52429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:195,4470,-0.11013,-0.27773,9.76834,-0.00320,0.00533,-0.01065,-8.22449,23.17810,-40.52429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:196,4471,-0.10534,-0.27773,9.76355,-0.00426,0.00533,-0.00852,-8.22449,23.17810,-40.52429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:196,4472,-0.10534,-0.27773,9.76834,-0.00426,0.00533,-0.00852,-8.22449,23.17810,-40.52429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:197,4473,-0.10534,-0.27773,9.76834,-0.00533,0.00533,-0.00852,-6.13098,22.87903,-39.92615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:197,4474,-0.10534,-0.27773,9.76834,-0.00533,0.00533,-0.00746,-6.13098,22.87903,-39.92615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:197,4475,-0.10534,-0.27773,9.76355,-0.00533,0.00533,-0.00852,-6.13098,22.87903,-39.92615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:198,4476,-0.10534,-0.27773,9.76355,-0.00533,0.00639,-0.00852,-6.13098,22.87903,-39.92615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:198,4477,-0.10534,-0.27773,9.76355,-0.00533,0.00639,-0.00852,-6.13098,22.87903,-39.92615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:198,4478,-0.10534,-0.27294,9.76355,-0.00533,0.00639,-0.00852,-6.13098,22.87903,-39.92615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:199,4479,-0.10534,-0.27294,9.76355,-0.00426,0.00533,-0.00852,-5.53284,20.48645,-41.12244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:199,4480,-0.10534,-0.27294,9.76355,-0.00426,0.00639,-0.00959,-5.53284,20.48645,-41.12244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:199,4481,-0.10534,-0.27294,9.76355,-0.00426,0.00639,-0.01065,-5.53284,20.48645,-41.12244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:200,4482,-0.10056,-0.27294,9.76355,-0.00426,0.00533,-0.00959,-5.53284,20.48645,-41.12244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:200,4483,-0.10056,-0.27294,9.75877,-0.00533,0.00533,-0.00852,-5.53284,20.48645,-41.12244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:200,4484,-0.10056,-0.27294,9.75877,-0.00533,0.00533,-0.00959,-7.32727,21.98181,-39.62708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:201,4485,-0.10056,-0.27294,9.75877,-0.00533,0.00533,-0.00852,-7.32727,21.98181,-39.62708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:201,4486,-0.10056,-0.26815,9.75877,-0.00533,0.00533,-0.00852,-7.32727,21.98181,-39.62708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:201,4487,-0.10056,-0.26815,9.75877,-0.00533,0.00639,-0.00852,-7.32727,21.98181,-39.62708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:201,4488,-0.10056,-0.27294,9.76355,-0.00533,0.00639,-0.00852,-7.32727,21.98181,-39.62708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:203,4489,-0.09577,-0.27294,9.76355,-0.00533,0.00533,-0.00959,-7.32727,21.98181,-39.62708,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:203,4490,-0.10056,-0.27294,9.76355,-0.00533,0.00533,-0.00852,-7.17773,23.02856,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:203,4491,-0.09577,-0.27294,9.76355,-0.00533,0.00426,-0.00852,-7.17773,23.02856,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:204,4492,-0.09577,-0.26815,9.76834,-0.00426,0.00426,-0.00959,-7.17773,23.02856,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:204,4493,-0.09577,-0.27294,9.76834,-0.00426,0.00533,-0.00959,-7.17773,23.02856,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:204,4494,-0.09577,-0.27294,9.76834,-0.00320,0.00533,-0.01065,-7.17773,23.02856,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:204,4495,-0.09577,-0.27294,9.76834,-0.00320,0.00426,-0.01065,-7.17773,23.02856,-39.77661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:205,4496,-0.09577,-0.27294,9.76834,-0.00320,0.00533,-0.01172,-5.23376,20.18738,-39.32800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
07.10 14:07:08:205,4497,-0.09577,-0.27294,9.76834,-0.00320,0.00533,-0.01065,-5.23376,20.18738,-39.32800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,
