Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,debug0,debug1,debug2,debug3,Rest,Mag Disturbance,
07.10 13:48:16:983,104479,0.00000,-0.11013,9.76355,-0.00639,0.00426,-0.00746,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:983,104480,0.00479,-0.11013,9.76355,-0.00639,0.00426,-0.00746,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:984,104481,0.00479,-0.11013,9.76355,-0.00639,0.00426,-0.00852,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:997,104482,0.00479,-0.10534,9.76355,-0.00639,0.00426,-0.00746,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:997,104483,0.00479,-0.10534,9.76355,-0.00639,0.00426,-0.00852,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:998,104484,0.00479,-0.11013,9.76355,-0.00533,0.00426,-0.00852,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:998,104485,0.00479,-0.11013,9.76355,-0.00426,0.00426,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:998,104486,0.00000,-0.11013,9.76355,-0.00426,0.00426,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:999,104487,0.00000,-0.11013,9.76355,-0.00533,0.00426,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:999,104488,0.00000,-0.11013,9.76355,-0.00426,0.00426,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:16:999,104489,0.00000,-0.11013,9.76355,-0.00426,0.00426,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:17:000,104490,0.00000,-0.11492,9.75877,-0.00426,0.00426,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:17:000,104491,0.00000,-0.11492,9.75877,-0.00426,0.00426,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
07.10 13:48:17:000,104492,0.00000,-0.11492,9.75877,-0.00426,0.00533,-0.00959,-4.33655,20.78552,-40.82336,1.22062,-47.72198,1.23390,0.91436,0.01410,0.00554,-0.40458,21.89601,5.08798,-39.97438,1.34792,0,1,
