Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,Rest,Mag Disturbance,
06.29 18:56:53:612,14873,0.15802,-0.25857,9.81623,-0.00959,-0.00533,0.00426,-6.97891,14.05433,-30.04861,-1.44210,-125.37089,-0.83268,0.45872,-0.01223,0.00785,-0.88844,0,1,
06.29 18:56:53:613,14874,0.16281,-0.25857,9.81623,-0.00852,-0.00533,0.00426,-6.97891,14.05433,-30.04861,-1.44210,-125.37089,-0.83268,0.45872,-0.01223,0.00785,-0.88844,0,1,
06.29 18:56:53:613,14875,0.16281,-0.25857,9.81623,-0.01065,-0.00533,0.00426,-6.97891,14.05433,-30.04861,-1.44210,-125.37089,-0.83268,0.45872,-0.01223,0.00785,-0.88844,0,1,
06.29 18:56:53:614,14876,0.16281,-0.25857,9.81623,-0.01065,-0.00639,0.00426,-6.97891,14.05433,-30.04861,-1.44210,-125.37089,-0.83268,0.45872,-0.01223,0.00785,-0.88844,0,1,
06.29 18:56:53:614,14877,0.16281,-0.25857,9.81623,-0.01065,-0.00639,0.00426,-6.97891,14.05433,-30.04861,-1.44210,-125.37089,-0.83268,0.45872,-0.01223,0.00785,-0.88844,0,1,
06.29 18:56:53:615,14878,0.15802,-0.25857,9.81623,-0.01172,-0.00639,0.00426,-6.97891,14.05433,-30.04861,-1.44210,-125.37089,-0.83268,0.45872,-0.01223,0.00785,-0.88844,0,1,
06.29 18:56:53:615,14879,0.15323,-0.25857,9.81623,-0.01172,-0.00746,0.00426,-5.00777,13.95754,-30.77655,-1.44261,-125.40289,-0.83225,0.45848,-0.01223,0.00786,-0.88857,0,1,
06.29 18:56:53:615,14880,0.14844,-0.25857,9.81144,-0.01172,-0.00746,0.00426,-5.00777,13.95754,-30.77655,-1.44261,-125.40289,-0.83225,0.45848,-0.01223,0.00786,-0.88857,0,1,
06.29 18:56:53:615,14881,0.15323,-0.25857,9.81144,-0.01172,-0.00746,0.00426,-5.00777,13.95754,-30.77655,-1.44261,-125.40289,-0.83225,0.45848,-0.01223,0.00786,-0.88857,0,1,
06.29 18:56:53:616,14882,0.15802,-0.25379,9.81144,-0.01172,-0.00746,0.00533,-5.00777,13.95754,-30.77655,-1.44261,-125.40289,-0.83225,0.45848,-0.01223,0.00786,-0.88857,0,1,
06.29 18:56:53:616,14883,0.15323,-0.25857,9.81144,-0.01172,-0.00746,0.00533,-5.00777,13.95754,-30.77655,-1.44261,-125.40289,-0.83225,0.45848,-0.01223,0.00786,-0.88857,0,1,
06.29 18:56:53:617,14884,0.15323,-0.25857,9.81144,-0.01172,-0.00746,0.00426,-5.00777,13.95754,-30.77655,-1.44261,-125.40289,-0.83225,0.45848,-0.01223,0.00786,-0.88857,0,1,
06.29 18:56:53:617,14885,0.15323,-0.25379,9.81144,-0.01065,-0.00746,0.00426,-6.34087,12.56979,-29.77696,-1.44367,-125.39825,-0.83256,0.45851,-0.01223,0.00786,-0.88855,0,1,
06.29 18:56:53:617,14886,0.14844,-0.25857,9.81144,-0.01065,-0.00852,0.00533,-6.34087,12.56979,-29.77696,-1.44367,-125.39825,-0.83256,0.45851,-0.01223,0.00786,-0.88855,0,1,
06.29 18:56:53:618,14887,0.14844,-0.25857,9.81623,-0.00852,-0.00746,0.00533,-6.34087,12.56979,-29.77696,-1.44367,-125.39825,-0.83256,0.45851,-0.01223,0.00786,-0.88855,0,1,
06.29 18:56:53:618,14888,0.14844,-0.25857,9.81623,-0.00959,-0.00639,0.00426,-6.34087,12.56979,-29.77696,-1.44367,-125.39825,-0.83256,0.45851,-0.01223,0.00786,-0.88855,0,1,
06.29 18:56:53:618,14889,0.14844,-0.25857,9.81623,-0.00852,-0.00852,0.00426,-6.34087,12.56979,-29.77696,-1.44367,-125.39825,-0.83256,0.45851,-0.01223,0.00786,-0.88855,0,1,
06.29 18:56:53:618,14890,0.14844,-0.26336,9.81623,-0.00852,-0.00852,0.00426,-5.78682,13.82013,-31.84341,-1.44336,-125.41444,-0.83303,0.45839,-0.01224,0.00786,-0.88861,0,1,
06.29 18:56:53:620,14891,0.14844,-0.26336,9.81144,-0.00852,-0.00852,0.00320,-5.78682,13.82013,-31.84341,-1.44336,-125.41444,-0.83303,0.45839,-0.01224,0.00786,-0.88861,0,1,
06.29 18:56:53:620,14892,0.14844,-0.26336,9.81144,-0.00852,-0.00746,0.00426,-5.78682,13.82013,-31.84341,-1.44336,-125.41444,-0.83303,0.45839,-0.01224,0.00786,-0.88861,0,1,
06.29 18:56:53:621,14893,0.14365,-0.26336,9.81144,-0.00959,-0.00746,0.00426,-5.78682,13.82013,-31.84341,-1.44336,-125.41444,-0.83303,0.45839,-0.01224,0.00786,-0.88861,0,1,
06.29 18:56:53:621,14894,0.14365,-0.26336,9.80665,-0.00959,-0.00852,0.00426,-5.78682,13.82013,-31.84341,-1.44336,-125.41444,-0.83303,0.45839,-0.01224,0.00786,-0.88861,0,1,
06.29 18:56:53:621,14895,0.14365,-0.26336,9.80665,-0.01065,-0.00852,0.00533,-5.78682,13.82013,-31.84341,-1.44336,-125.41444,-0.83303,0.45839,-0.01224,0.00786,-0.88861,0,1,
06.29 18:56:53:622,14896,0.14365,-0.25857,9.80665,-0.01065,-0.00852,0.00533,-6.50997,12.44297,-30.83533,-1.44323,-125.40560,-0.83378,0.45845,-0.01224,0.00786,-0.88858,0,1,
06.29 18:56:53:622,14897,0.13886,-0.25857,9.81144,-0.01172,-0.00959,0.00533,-6.50997,12.44297,-30.83533,-1.44323,-125.40560,-0.83378,0.45845,-0.01224,0.00786,-0.88858,0,1,
06.29 18:56:53:622,14898,0.13886,-0.25857,9.81144,-0.01065,-0.00852,0.00533,-6.50997,12.44297,-30.83533,-1.44323,-125.40560,-0.83378,0.45845,-0.01224,0.00786,-0.88858,0,1,
06.29 18:56:53:624,14899,0.13886,-0.25379,9.81144,-0.01172,-0.00746,0.00533,-6.50997,12.44297,-30.83533,-1.44323,-125.40560,-0.83378,0.45845,-0.01224,0.00786,-0.88858,0,1,
06.29 18:56:53:624,14900,0.13886,-0.25379,9.81144,-0.01065,-0.00852,0.00426,-6.50997,12.44297,-30.83533,-1.44323,-125.40560,-0.83378,0.45845,-0.01224,0.00786,-0.88858,0,1,
06.29 18:56:53:624,14901,0.13886,-0.25857,9.81144,-0.00959,-0.00852,0.00426,-6.50997,12.44297,-30.83533,-1.44323,-125.40560,-0.83378,0.45845,-0.01224,0.00786,-0.88858,0,1,
06.29 18:56:53:625,14902,0.13886,-0.25857,9.81144,-0.00959,-0.00852,0.00533,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
06.29 18:56:53:625,14903,0.13886,-0.25857,9.81144,-0.00959,-0.00852,0.00426,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
06.29 18:56:53:626,14904,0.13886,-0.25857,9.81144,-0.00959,-0.00746,0.00426,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
06.29 18:56:53:626,14905,0.13886,-0.25857,9.81144,-0.00959,-0.00746,0.00426,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
06.29 18:56:53:627,14906,0.13886,-0.25857,9.81144,-0.01065,-0.00746,0.00533,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
06.29 18:56:53:627,14907,0.14365,-0.25857,9.80665,-0.00959,-0.00746,0.00533,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
06.29 18:56:53:627,14908,0.14365,-0.25379,9.80665,-0.00959,-0.00639,0.00533,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
06.29 18:56:53:629,14909,0.13886,-0.25379,9.80665,-0.00852,-0.00639,0.00639,-6.37520,13.78138,-30.64906,-1.44376,-125.41065,-0.83473,0.45841,-0.01225,0.00786,-0.88860,0,1,
