Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,Rest,Mag Disturbance,
06.29 17:03:26:793,37478,0.06204,-0.05541,9.80818,0.00000,0.00000,40577807906309280423747545726976.00000,0.39762,-0.16572,-0.69665,-0.39855,110.51746,-0.32528,0.56987,0.00035,-0.00448,0.82172,0,0,
06.29 17:03:26:793,37479,0.08375,-0.07280,9.79371,0.00000,0.00000,40577807906309280423747545726976.00000,0.39811,-0.17175,-0.69467,-0.39904,110.51766,-0.32545,0.56987,0.00035,-0.00448,0.82172,0,0,
06.29 17:03:26:794,37480,0.06645,-0.06545,9.81054,0.00000,0.00000,40577807906309280423747545726976.00000,0.39614,-0.16718,-0.69866,-0.39876,110.51797,-0.32570,0.56987,0.00035,-0.00448,0.82172,0,0,
06.29 17:03:26:806,37481,0.06320,-0.05041,9.79285,0.00000,0.00000,0.00000,0.40059,-0.16974,-0.69515,-0.39874,110.51835,-0.32511,0.56987,0.00035,-0.00448,0.82172,1,0,
06.29 17:03:26:807,37482,0.08373,-0.04997,9.79781,0.00000,0.00000,0.00000,0.39812,-0.16673,-0.69615,-0.39903,110.51870,-0.32538,0.56987,0.00035,-0.00448,0.82173,1,0,
06.29 17:03:26:815,37483,0.07282,-0.05551,9.80830,0.00000,0.00000,0.00000,0.39663,-0.16923,-0.69617,-0.39828,110.51994,-0.32637,0.56986,0.00036,-0.00448,0.82173,1,0,
06.29 17:03:26:826,37484,0.07242,-0.06031,9.79405,0.00000,0.00000,0.00000,0.39812,-0.16871,-0.69715,-0.39787,110.52065,-0.32652,0.56985,0.00036,-0.00448,0.82174,1,0,
06.29 17:03:26:836,37485,0.08951,-0.05321,9.78682,0.00000,0.00000,0.00000,0.39763,-0.16670,-0.69765,-0.39897,110.52089,-0.32755,0.56985,0.00036,-0.00449,0.82174,1,0,
06.29 17:03:26:845,37486,0.07683,-0.06519,9.79576,0.00000,0.00000,0.00000,0.39613,-0.16772,-0.69667,-0.39946,110.52065,-0.32746,0.56985,0.00036,-0.00449,0.82174,1,0,
06.29 17:03:26:856,37487,0.08070,-0.05476,9.80182,0.00000,0.00000,0.00000,0.39613,-0.16824,-0.69567,-0.39997,110.52077,-0.32773,0.56985,0.00036,-0.00450,0.82174,1,0,
